NAME:,walking3,,
0.069,1.53,-4.12,10.32
0.07,1.8,-3.96,11.45
0.071,2.35,-6.71,11.85
0.072,2.39,-1.65,12.83
0.073,1.65,-2.31,9.26
0.074,2.86,-3.69,8.79
0.075,2.31,-2.59,9.65
0.076,1.02,-0.78,9.02
0.077,0.31,-1.65,7.34
0.078,0.35,-2.67,5.3
0.079,0.27,-3.02,4.67
0.08,0.43,-3.1,4.63
0.081,0.04,-4,5.02
0.082,-0.35,-4.39,6.55
0.083,-0.2,-4.28,8.47
0.084,0.59,-3.92,10.67
0.085,0.86,-3.49,11.06
0.086,-0.59,-5.77,9.65
0.087,0.71,-5.84,15.26
0.088,2.28,0.71,13.49
0.089,-0.82,-3.84,7.37
0.09,0.59,-3.3,7.41
0.091,0.59,-2.43,7.88
0.092,1.02,-1.18,8.08
0.093,0.51,-1.77,5.45
0.094,0.2,-3.37,3.77
0.095,0.47,-3.22,4.47
0.096,-0.08,-3.41,5.88
0.097,-0.27,-4.08,7.22
0.098,-0.16,-4.24,8.43
0.099,0.08,-4.43,10
0.1,0.82,-3.69,10.87
0.101,0.78,-6.16,12.63
0.102,1.33,-1.73,14.71
0.103,0.71,-0.55,12.08
0.104,2.86,-3.73,9.3
0.105,1.61,-2.47,8
0.106,0.51,-1.37,6.47
0.107,0.08,-2.82,4.86
0.108,0.04,-3.26,4.35
0.109,-0.39,-3.57,4.55
0.11,-0.04,-3.8,5.73
0.111,0.27,-4.2,7.34
0.112,0.16,-4,8.04
0.113,0.63,-4.71,8.98
0.114,0.43,-5.41,9.53
0.115,0.94,-5.3,10.08
0.116,-1.53,-6.51,12.79
0.117,1.02,-1.37,15.3
0.118,-0.75,-1.69,10.28
0.119,0.08,-4.51,8.79
0.12,1.02,-2.55,8.71
0.121,0.51,-1.8,7.69
0.122,1.1,-1.61,6.59
0.123,0,-2.47,4.94
0.124,-0.08,-2.47,4.55
0.125,0.35,-3.53,5.02
0.126,-0.16,-4.28,6.12
0.127,0.47,-4.28,7.77
0.001,0.71,-4.24,9.14
0.002,1.41,-3.61,10.43
0.003,0.67,-5.33,9.77
0.004,2.28,-3.88,13.49
0.005,0.63,-0.51,12.43
0.006,0.63,-2.12,9.65
0.007,2.47,-3.69,8.83
0.008,0.94,-1.88,8.28
0.009,1.37,-1.69,7.61
0.01,0.63,-2.75,5.53
0.011,0.39,-2.98,4.2
0.012,0.51,-3.77,4.28
0.013,0.39,-4.43,5.69
0.014,0.47,-4.12,7.85
0.015,0.86,-3.73,9.65
0.016,0.47,-4.47,9.89
0.017,1.37,-4.82,10.4
0.018,0.75,-6.04,10.2
0.019,-0.43,-5.18,13.65
0.02,0.71,0.16,12.47
0.021,-0.63,-3.26,8.39
0.022,-0.16,-4.28,8.12
0.023,1.33,-2,9.61
0.024,-0.04,-0.78,7.34
0.025,0.31,-2.28,5.45
0.026,-0.16,-2,4.75
0.027,0.24,-2.28,5.06
0.028,0.59,-3.53,5.84
0.029,0.27,-3.61,6.47
0.03,1.18,-4.31,8.24
0.031,1.33,-3.77,10.59
0.032,0.98,-4.04,10.63
0.033,1.49,-5.57,11.89
0.034,2.39,-2.31,14.51
0.035,0.04,-0.71,10.83
0.036,2.39,-3.41,9.06
0.037,1.73,-1.96,8.24
0.038,1.45,-1.49,6.86
0.039,1.22,-2.82,5.26
0.04,0.39,-2.9,3.96
0.041,0.43,-3.37,3.92
0.042,1.02,-3.96,5.84
0.043,0.27,-3.26,7.3
0.044,0.47,-3.1,8.04
0.045,0.43,-3.92,8.94
0.046,0.9,-4.35,10.51
0.047,1.37,-4.79,11.53
0.048,-0.35,-6.59,12.47
0.049,1.49,-2,15.1
0.05,-0.35,-1.53,9.65
0.051,0,-4.04,8.32
0.052,1.57,-2.75,9.06
0.053,0.67,-0.98,6.75
0.054,0.43,-2.24,3.88
0.055,0.63,-2.43,3.73
0.056,0.04,-2.12,4.39
0.057,-0.04,-3.3,5.33
0.058,0.08,-4,6.63
0.059,-0.2,-3.3,8.87
0.06,1.37,-3.92,10.75
0.061,1.65,-4.63,11.1
0.062,1.96,-7.18,13.34
0.063,3.61,-3.02,15.93
0.064,0.9,-0.24,10.67
0.065,3.49,-4.12,7.69
0.066,1.22,-3.26,6.35
0.067,0.31,-0.98,5.33
0.068,0,-2.82,4.08
0.069,-0.2,-2.67,4.28
0.07,-0.39,-2.79,3.96
0.071,0.78,-3.92,5.37
0.072,0.31,-5.06,6.98
0.073,0.51,-4.2,9.02
0.074,1.1,-4.2,10.4
0.075,1.53,-5.06,10.36
0.076,-0.08,-7.77,11.49
0.077,1.69,-2.39,15.89
0.078,0.51,0,12.47
0.079,-0.27,-4.2,8.16
0.08,1.29,-3.06,9.53
0.081,1.33,-1.18,9.22
0.082,1.41,-0.94,6.71
0.083,0.47,-1.92,4.63
0.084,0.12,-1.53,3.69
0.085,0,-2.63,3.92
0.086,0.08,-3.45,5.57
0.087,0.39,-4.12,7.69
0.088,1.18,-4.16,9.53
0.089,2.28,-3.73,11.18
0.09,1.88,-5.18,10.9
0.091,2.24,-6.24,13.96
0.092,1.41,-0.51,13.85
0.093,2.51,-3.37,10.36
0.094,1.96,-3.77,7.73
0.095,1.22,-2.35,6.98
0.096,0.9,-2.35,5.73
0.097,0.12,-2.79,4.2
0.098,0.04,-2.9,3.65
0.099,0.71,-3.26,4.47
0.1,0.86,-3.88,5.77
0.101,0.59,-4.2,7.65
0.102,0.98,-4.35,9.45
0.103,0.51,-4.67,10.71
0.104,1.29,-4.59,11.53
0.105,0.08,-5.53,10.4
0.106,-0.2,-5.02,12.91
0.107,0.04,-3.1,11.96
0.108,-0.27,-3.96,9.81
0.109,3.02,-2.82,9.06
0.11,1.65,-0.82,6.9
0.111,1.92,-1.06,5.65
0.112,1.57,-0.98,5.57
0.113,-0.39,-1.1,4.51
0.114,0.08,-2.43,4.75
0.115,0.39,-3.65,5.84
0.116,0.39,-3.77,8.55
0.117,1.02,-2.9,10.9
0.118,1.73,-3.49,12.2
0.119,2.08,-4.35,10.43
0.12,3.18,-5.73,11.69
0.121,1.45,-1.96,11.34
0.122,1.69,-1.22,9.02
0.123,3.3,-2.55,8.98
0.124,1.84,-0.24,9.34
0.125,0.75,-0.47,7.57
0.126,-0.04,-2.59,4.75
0.127,0,-2.59,4.51
0.128,0.39,-2.55,5.14
0.129,0.12,-3.22,6.98
0.13,0,-3.53,8.59
0.131,0.12,-3.57,9.61
0.132,0.16,-3.92,10
0.133,1.02,-4.28,10.79
0.134,-1.77,-4.9,12.08
0.135,1.73,-2.28,15.73
0.136,1.06,-1.84,11.49
0.137,0.04,-3.73,8.94
0.138,1.57,-1.77,10.47
0.139,0.75,-0.24,8.94
0.14,0.82,-0.98,5.18
0.141,0.39,-1.73,3.61
0.142,-0.47,-1.77,3.77
0.143,0,-3.18,4.94
0.144,0.08,-2.98,6.83
0.145,-0.31,-2.63,8.39
0.146,0.31,-2.98,9.57
0.147,1.41,-4.98,11.34
0.148,0.08,-4.59,12.04
0.149,-0.86,-1.45,12.87
0.15,1.06,-3.18,10.12
0.151,1.53,-3.41,10.12
0.152,0.78,-1.73,9.38
0.153,-0.16,-4.39,7.37
0.154,-0.75,-4.59,5.57
0.155,-0.9,-5.02,4.9
0.156,0.08,-6.04,6.51
0.157,0.82,-4.12,6.98
0.158,-0.39,-4.98,6.16
0.159,-0.78,-4.31,8.24
0.16,0.31,-3.33,9.57
0.161,-0.08,-4.39,9.81
0.162,0.04,-4.79,11.65
0.163,1.06,-3.33,13.02
0.164,2,-1.22,13.65
0.165,0.51,-1.84,9.57
0.166,1.45,-3.33,8.32
0.167,1.37,-1.22,8.9
0.168,1.29,-0.75,7.57
0.169,1.18,-1.77,5.77
0.17,0.12,-1.53,5.14
0.171,0.04,-0.63,5.22
0.172,0.78,-1.53,5.18
0.173,0.08,-2.12,4.55
0.174,0.04,-2.43,5.96
0.175,0.43,-2.59,8.79
0.176,-0.43,-3.22,9.18
0.177,-2.39,-3.96,9.89
0.178,0.27,-4.24,11.96
0.179,0.82,-4.98,12.2
0.18,1.18,-3.61,10.75
0.181,5.14,-6.04,10.51
0.182,3.45,-4.79,10.12
0.183,1.8,-1.84,8.63
0.184,2.04,-3.18,6.79
0.185,1.45,-3.65,4.9
0.186,0.51,-3.14,3.69
0.187,0.59,-3.92,4.47
0.188,0.86,-4.28,7.14
0.189,0.39,-3.65,8.79
0.19,0.51,-3.84,10.36
0.191,0.2,-4.31,10.83
0.192,0.16,-5.61,10.36
0.193,-0.71,-6.32,14.4
0.194,2.2,0.78,14.28
0.195,0.08,-2.08,10.55
0.196,1.18,-2.82,10.04
0.197,1.73,-1.26,9.18
0.198,0.12,-0.43,5.84
0.199,0.71,-1.26,4.82
0.2,0.55,-1.8,4.86
0.201,0.86,-2.51,4.98
0.202,0.94,-3.22,5.69
0.203,0.98,-3.8,6.55
0.204,1.49,-4.24,7.37
0.205,1.88,-3.65,8.32
0.206,1.41,-2.55,8.55
0.207,1.65,-3.8,8.55
0.208,2.2,-7.37,10.47
0.209,1.84,-2.82,13.53
0.21,0.82,0.16,11.65
0.211,3.26,-4.43,10.12
0.212,1.61,-2.24,8.71
0.213,1.14,-1.53,6.43
0.214,0.78,-3.14,4.9
0.215,0.04,-2.43,4.35
0.216,0.27,-2.63,4.31
0.217,0.47,-4.63,5.88
0.218,-0.12,-3.92,7.26
0.219,0.24,-3.84,9.14
0.22,1.06,-3.49,11.65
0.221,1.18,-2.79,11.96
0.222,0.67,-6.28,12.24
0.223,0.94,-4.9,14.75
0.224,1.1,-1.06,12.79
0.225,0.51,-4.28,9.18
0.226,0.51,-3.14,9.06
0.227,0.39,-1.18,8.16
0.228,1.26,-0.75,6.16
0.229,0.2,-1.29,4.04
0.23,0.39,-1.29,3.8
0.231,0.59,-1.88,3.69
0.232,0.31,-2,4.75
0.233,0.78,-1.96,5.22
0.234,2.39,-2.67,7.85
0.235,1.65,-1.92,11.02
0.236,1.96,-1.57,11.92
0.237,2.63,-5.65,13.69
0.238,1.41,-2.16,15.53
0.239,2.35,-0.82,13.42
0.24,3.02,-2.71,10.16
0.241,0.78,-1.02,7.45
0.242,0.43,-1.33,5.14
0.243,0.24,-2.04,4.51
0.244,-0.43,-1.69,3.92
0.245,-0.39,-2.28,4.35
0.246,0.67,-2.51,6.71
0.247,0.86,-2.16,9.34
0.248,1.06,-1.37,10.47
0.249,2.12,-3.33,10.98
0.25,1.53,-3.49,10.75
0.251,-0.08,-3.65,11.73
0.252,3.45,-1.41,16.59
0.253,2.08,1.33,13.53
0.254,-0.9,-2.2,8.59
0.255,1.61,-2,9.73
0.256,0.9,-0.35,9.06
0.257,-0.39,-0.86,5.69
0.258,0.67,-1.84,4.08
0.259,-1.26,-1.53,4.31
0.26,0.35,-0.86,5.73
0.261,0.71,-1.41,6.55
0.262,0.71,-1.18,6.51
0.263,1.92,-1.61,7.65
0.264,2.16,-2.39,9.06
0.265,2.28,-2.82,9.89
0.266,3.88,-4,12.63
0.267,2.75,-1.61,14.28
0.268,1.29,0.31,11.61
0.269,4.08,-2.51,10.51
0.27,2.51,-1.65,8.83
0.271,1.33,-1.29,6.71
0.272,1.18,-1.92,5.33
0.273,0.31,-1.61,4.79
0.274,0.47,-2,5.3
0.275,0.82,-2.82,6.2
0.276,0.39,-3.22,7.14
0.277,1.06,-2.75,9.06
0.278,0.82,-2.86,10.36
0.279,1.77,-3.45,11.53
0.28,0.9,-4.75,11.34
0.281,1.33,-4.71,15.57
0.282,2.94,1.18,15.38
0.283,0.63,-1.73,9.22
0.284,1.65,-2.75,8.94
0.285,1.26,-0.27,9.02
0.286,0.51,-0.31,6.35
0.287,0.75,-0.94,4.47
0.288,0.04,-1.02,3.92
0.289,0.47,-0.71,4.28
0.29,0.16,-1.29,4.98
0.291,0.04,-0.86,6.2
0.292,1.49,-2.12,8.2
0.293,2.04,-2.75,9.1
0.294,2.67,-2.79,10.55
0.295,3.26,-5.06,11.34
0.296,4.04,-2.47,14.12
0.297,2.51,-0.2,12.4
0.298,3.88,-3.1,10.55
0.299,3.26,-2.47,9.34
0.3,1.49,-1.1,7.34
0.301,0.75,-1.61,5.18
0.302,0.82,-3.26,4.12
0.303,0.2,-2.94,4.08
0.304,0.31,-3.02,5.06
0.305,0.59,-3.53,7.26
0.306,0.75,-2.98,8.98
0.307,1.02,-2.82,10.28
0.308,1.65,-3.49,11.22
0.309,1.37,-4.86,10.98
0.31,2.16,-5.22,15.65
0.311,3.33,0.67,15.49
0.312,0.98,-1.22,10.12
0.313,1.45,-2.79,8.24
0.314,1.88,-1.26,9.18
0.315,1.22,-0.08,8
0.316,0.51,-0.82,4.98
0.317,0.2,-1.88,3.88
0.318,0.16,-1.84,4.31
0.319,0.75,-2,4.94
0.32,1.41,-2.47,5.88
0.321,1.73,-2.28,6.32
0.322,1.73,-2.2,8.28
0.323,2.35,-1.73,10.04
0.324,3.02,-3.84,10.32
0.325,3.77,-5.3,13.06
0.326,3.14,-0.43,13.65
0.327,2.67,-2.12,10.71
0.328,3.73,-3.57,8.63
0.329,1.57,-1.61,7.06
0.33,0.98,-1.92,5.88
0.331,1.1,-2.86,4.79
0.332,0.35,-2.86,4.59
0.333,0.39,-2.67,5.33
0.334,0.43,-3.1,7.37
0.335,0.47,-2.35,9.65
0.336,1.33,-2.24,10.9
0.337,1.57,-2.86,10.2
0.338,2.08,-3.45,10.83
0.339,0.71,-4.94,11.81
0.34,3.65,-1.37,16.95
0.341,1.77,0.16,11.96
0.342,1.02,-2.55,8.2
0.343,1.26,-2,9.1
0.344,1.84,0.39,9.14
0.345,0.82,-0.16,5.45
0.346,0.82,-1.26,3.69
0.347,0.12,-1.14,3.45
0.348,0.86,-1.69,3.96
0.349,1.1,-2.55,5.45
0.35,1.65,-2.35,7.69
0.351,1.53,-2.28,9.3
0.352,2.16,-2.39,10.04
0.353,2.43,-3.37,10.4
0.354,3.3,-4.08,13.49
0.355,2.47,0.59,12.83
0.356,2.63,-1.26,10.59
0.357,4.55,-2.79,9.38
0.358,2.9,-1.37,7.73
0.359,1.77,-1.77,5.61
0.36,1.29,-2.51,4.75
0.361,1.26,-2.59,4.47
0.362,0.78,-2.59,5.26
0.363,0.59,-2.9,5.96
0.364,0.51,-2.9,8.08
0.365,1.29,-2.47,9.81
0.366,1.18,-3.02,10.24
0.367,1.65,-3.33,11.02
0.368,0.27,-4.75,11.81
0.369,3.06,-1.92,16.44
0.37,2.51,0.43,13.65
0.371,0.82,-2.55,9.14
0.372,2.12,-2.47,10.28
0.373,1.26,-0.31,9.65
0.374,0.71,-0.35,7.53
0.375,1.18,-1.29,5.33
0.376,0,-0.67,4.31
0.377,0.43,-0.98,4.24
0.378,0.75,-1.77,4.86
0.379,0.39,-1.61,5.45
0.38,0.86,-2,5.88
0.381,2.51,-3.41,7.85
0.382,1.84,-2.28,9.22
0.383,2.51,-2.67,9.34
0.384,4.2,-5.65,13.06
0.385,3.45,0.2,14.63
0.386,1.61,0.31,11.57
0.387,4.63,-3.69,9.65
0.388,2.43,-2.24,8.55
0.389,1.29,-1.26,7.69
0.39,0.75,-2,6.35
0.391,0.71,-2.51,5.18
0.392,0.51,-3.1,4.86
0.393,0.9,-2.86,5.37
0.394,0.71,-3.14,6.55
0.395,1.22,-2.43,8.71
0.396,1.53,-2.35,10.08
0.397,2.16,-2.31,10.51
0.398,1.37,-4.2,10.4
0.399,3.06,-4.31,16.51
0.4,4.43,1.14,16.63
0.401,1.29,-0.78,10.2
0.402,2.16,-2.2,9.3
0.403,2.08,-0.71,10.36
0.404,1.84,0.35,9.34
0.405,1.14,-0.63,5.73
0.406,0.86,-1.29,3.65
0.407,0.51,-0.9,3.69
0.408,0.82,-0.82,4.47
0.409,1.02,-1.33,5.53
0.41,0.86,-1.29,6.67
0.411,1.49,-1.53,7.96
0.412,2.71,-2.12,10.04
0.413,2.47,-2.39,10.83
0.414,3.57,-5.1,13.38
0.415,2.82,0.51,14.32
0.416,3.1,-1.84,9.85
0.417,3.84,-3.33,7.53
0.418,2.28,-1.53,6.83
0.419,1.96,-1.61,6.32
0.42,1.88,-2.47,4.9
0.421,1.02,-3.1,4.12
0.422,0.82,-2.51,5.65
0.423,1.18,-2.51,7.45
0.424,1.02,-1.88,9.69
0.425,0.98,-2.35,10.04
0.426,1.69,-3.53,10.63
0.427,1.33,-3.8,10.67
0.428,1.61,-5.41,15.77
0.429,4.39,0.39,17.06
0.43,1.02,-1.06,11.41
0.431,2.63,-2.08,10.55
0.432,2.82,-0.16,10.16
0.433,1.18,1.02,6.83
0.434,1.14,-0.27,4.43
0.435,0.51,-0.31,3.3
0.436,0.71,0.08,3.65
0.437,-0.12,-0.04,4.08
0.438,0.82,-0.47,5.3
0.439,1.41,-1.69,6.2
0.44,2.35,-2.43,8.2
0.441,2.94,-2.16,10.59
0.442,2.79,-3.3,11.77
0.443,3.49,-2.82,15.3
0.444,2.82,0.51,14.12
0.445,3.26,-2.75,10.63
0.446,3.26,-2.9,8.55
0.447,2.24,-1.33,7.26
0.448,1.88,-1.69,6
0.449,0.78,-2.2,4.47
0.45,0.47,-1.84,4.2
0.451,0.2,-2.16,4.79
0.452,0.71,-1.88,6.71
0.453,0.78,-1.92,8.43
0.454,0.94,-2.51,9.57
0.455,1.57,-2.86,11.02
0.456,2.2,-3.18,11.57
0.457,1.18,-5.33,12.71
0.458,3.77,-1.84,16.59
0.459,2.16,0.31,12.87
0.46,1.61,-2.71,10
0.461,2.28,-1.02,11.38
0.462,1.57,0.47,9.96
0.463,1.88,-0.35,6.63
0.464,0.71,-0.71,4.47
0.465,0.24,-0.9,4.04
0.466,0.12,-2.08,3.69
0.467,0.24,-2.04,4.51
0.468,0.78,-1.8,6
0.469,1.1,-1.92,6.59
0.47,1.45,-2.63,7.49
0.471,1.33,-1.73,8.98
0.472,1.33,-3.69,9.41
0.473,3.02,-3.69,12.67
0.474,2.08,0,12.94
0.475,3.49,-1.84,12.08
0.476,3.65,-1.53,11.06
0.477,2.24,-0.98,8.43
0.478,1.8,-2.24,5.57
0.479,1.1,-2.43,5.06
0.48,0.98,-1.92,5.02
0.481,0.98,-2.16,6.08
0.482,0.94,-2.24,7.3
0.483,1.45,-2.16,9.22
0.484,1.37,-2.31,9.61
0.485,1.33,-2.82,10
0.486,2.35,-2.79,11.26
0.487,0.71,-5.18,11.77
0.488,3.53,-1.33,17.85
0.489,3.77,2.55,15.81
0.49,0.2,-1.92,9.26
0.491,0.82,-1.69,9.3
0.492,1.49,-0.67,9.3
0.493,1.02,-0.35,7.49
0.494,1.1,-0.75,5.57
0.495,0.55,-0.55,4.71
0.496,0.27,-1.02,4.12
0.497,1.06,-1.88,4.79
0.498,1.14,-1.8,5.77
0.499,1.18,-1.33,6.47
0.5,2.28,-1.29,7.65
0.501,2.39,-2.12,9.45
0.502,2.9,-2.31,10.2
0.503,3.84,-4.08,12.71
0.504,1.57,-1.1,11.85
0.505,4.55,-2.82,10.24
0.506,5.92,-3.26,10.59
0.507,3.53,-1.18,9.06
0.508,1.92,-2.51,5.84
0.509,1.41,-2.79,4.71
0.51,1.18,-2.55,4.94
0.511,0.75,-2.55,5.69
0.512,0.63,-3.02,6.63
0.513,1.02,-3.57,7.57
0.514,1.22,-3.77,9.1
0.515,1.8,-2.98,11.53
0.516,2.47,-3.22,12.43
0.517,1.65,-4.71,11.41
0.518,2.35,-4.08,14.71
0.519,4.16,0.86,14.36
0.52,0.27,-0.9,10.32
0.521,2.04,-2.59,9.81
0.522,1.69,-1.1,8.83
0.523,1.26,-1.22,6.28
0.524,1.8,-1.73,5.26
0.525,0.27,-0.51,4.2
0.526,0.24,-0.75,3.8
0.527,1.77,-2.39,4.43
0.528,0.98,-2.24,4.86
0.529,1.65,-2.35,6.43
0.53,2.39,-2.51,8.08
0.531,2.63,-2.43,9.81
0.532,3.26,-3.8,11.77
0.533,2.31,-3.33,13.42
0.534,2.04,-0.75,12.51
0.535,5.18,-4.39,10.71
0.536,2.35,-2.75,9.02
0.537,1.96,-1.61,8.79
0.538,1.26,-2.16,7.1
0.539,1.14,-2.51,5.61
0.54,1.22,-2.82,5.22
0.541,1.06,-2.9,5.53
0.542,1.45,-2.79,6.55
0.543,1.29,-2.94,7.65
0.544,1.22,-2.98,8.12
0.545,1.61,-3.84,9.77
0.546,2.12,-3.57,11.3
0.547,1.37,-3.45,10.4
0.548,0.12,-5.92,11.77
0.549,4.08,-0.39,15.89
0.55,0.82,-0.82,10.55
0.551,1.14,-2.98,8.2
0.552,2.86,-2.16,10.24
0.553,1.8,0.67,9.3
0.554,2.24,-0.2,7.22
0.555,0.86,-1.26,4.16
0.556,0.31,-1.45,3.33
0.557,0.94,-1.77,4.79
0.558,0.47,-2.12,5.06
0.559,0.71,-2.2,6.63
0.56,1.49,-2.08,7.65
0.561,2.16,-2.2,9.77
0.562,1.8,-2.79,9.49
0.563,3.06,-3.45,11.73
0.564,2.59,-1.37,12.87
0.565,2.98,-0.9,11.57
0.566,5.18,-2.2,10.87
0.567,2.71,-1.96,8.12
0.568,2.67,-2.2,7.14
0.569,1.88,-2.28,5.73
0.57,0.86,-2.28,5.37
0.571,0.78,-2.51,5.57
0.572,0.71,-2.79,6.59
0.573,0.9,-2.55,8.04
0.574,1.29,-2.55,9.1
0.575,1.49,-2.67,10.16
0.576,2.12,-2.98,10.75
0.577,1.06,-4.82,10.75
0.578,1.8,-5.33,14.67
0.579,4.31,0.67,16
0.58,0.35,-1.26,9.69
0.581,2.28,-2.55,8.71
0.582,2.12,-1.22,9.65
0.583,1.41,0.47,8.36
0.584,1.33,-1.06,4.82
0.585,0.86,-1.65,3.69
0.586,0.27,-1.33,4
0.587,0.82,-1.73,4.79
0.588,1.06,-1.77,5.69
0.589,1.22,-1.61,6.24
0.59,1.84,-1.84,8
0.591,2,-2.08,9.18
0.592,2.75,-3.96,11.14
0.593,3.8,-1.84,14.51
0.594,3.02,0.51,12.43
0.595,5.41,-3.37,10.75
0.596,3.92,-2.59,9.26
0.597,3.26,-1.84,7.65
0.598,2.75,-2.79,6.24
0.599,1.57,-2.71,5.45
0.6,1.06,-2.35,5.33
0.601,0.94,-2.43,5.92
0.602,0.94,-2,6.98
0.603,0.51,-2.2,7.96
0.604,0.71,-2.43,8.28
0.605,1.33,-2.51,9.53
0.606,1.84,-2.9,10.51
0.607,0.16,-4.63,11.34
0.608,2.28,-2.75,16.55
0.609,2.67,0.71,14.36
0.61,0.63,-2.67,9.65
0.611,2.12,-2.43,9.53
0.612,1.61,-0.63,9.81
0.613,1.22,0.27,8.32
0.614,1.29,-0.98,6.16
0.615,1.02,-1.77,4.67
0.616,1.18,-1.33,4.86
0.617,1.26,-1.49,5.57
0.618,0.47,-1.8,5.37
0.619,1.22,-1.96,6.67
0.62,1.84,-1.88,8.55
0.621,2.2,-0.98,9.38
0.622,3.18,-3.69,9.65
0.623,3.33,-4,10.9
0.624,2.24,-1.61,11.22
0.625,3.1,-3.26,9.53
0.626,4.86,-2.94,10.71
0.627,2.16,-1.73,8.87
0.628,2.24,-3.33,7.14
0.629,1.88,-2.9,6.08
0.63,1.02,-2.51,5.53
0.631,0.82,-2.63,5.65
0.632,0.78,-3.1,6.51
0.633,-0.04,-2.79,7.3
0.634,0.31,-2.71,8.47
0.635,0.55,-2.79,9.06
0.636,1.49,-4.31,11.1
0.637,1.61,-4.47,16.2
0.638,3.61,-0.71,17.34
0.639,1.96,-1.18,11.61
0.64,1.37,-2.55,9.3
0.641,1.41,-2.24,10.67
0.642,1.33,-0.24,10.71
0.643,1.8,-0.51,8.28
0.644,1.06,-1.69,5.84
0.645,0.51,-1.49,5.18
0.646,0.94,-2.12,5.02
0.647,0.16,-2.63,4.55
0.648,-0.43,-2.43,4.55
0.649,-0.04,-2.86,5.3
0.65,0,-2.71,6.43
0.651,0.27,-2.31,7.37
0.652,1.18,-2.67,7.49
0.653,2,-2.98,8.9
0.654,2.08,-2.59,11.45
0.655,4.28,-1.37,12.94
0.656,5.61,-2.31,12.36
0.657,3.41,-1.84,10.28
0.658,1.96,-1.49,8.94
0.659,1.69,-2.16,7.49
0.66,0.98,-2.71,6.51
0.661,0.82,-2.51,6.75
0.662,1.18,-3.02,7.02
0.663,1.14,-3.3,7.06
0.664,0.78,-3.41,7.65
0.665,1.02,-3.33,8.51
0.666,1.18,-3.49,9.69
0.667,1.26,-2.59,10.83
0.668,-0.71,-4.51,11.69
0.669,4.31,0.98,17.77
0.67,3.06,2.2,13.89
0.671,0.75,-1.84,8.9
0.672,2.55,-0.16,9.92
0.673,2.2,0.08,9.89
0.674,2.12,-0.16,7.61
0.675,2.31,-1.14,5.92
0.676,0.67,-0.63,5.18
0.677,0.67,-0.43,4.71
0.678,1.29,-1.69,4.71
0.679,0.82,-1.37,5.26
0.68,1.22,-1.22,5.41
0.681,1.57,-3.02,6.35
0.682,1.8,-2.43,7.92
0.683,2.79,-2.55,9.57
0.684,3.61,-4.08,12.98
0.685,2.43,-0.78,14.04
0.686,3.77,-1.33,13.06
0.687,4.82,-2.86,11.3
0.688,1.84,-1.49,8.39
0.689,1.57,-2.04,7.26
0.69,1.1,-2.43,5.96
0.691,1.06,-2.08,5.41
0.692,0.78,-2.04,5.65
0.693,0.98,-1.84,5.96
