NAME:,run_5_2.csv,,
26,-0.24,1.06,-12.32
26.1,0.08,0.04,-9.89
26.2,0.63,1.02,-10.55
26.3,-0.31,3.18,-13.22
26.4,-0.51,4.51,-9.81
26.5,-0.08,5.57,-8.36
26.6,-1.14,3.37,-10.36
26.7,0.08,0.55,-14.28
26.8,1.02,-1.18,-10.83
26.9,0.31,0.16,-9.69
27,-0.9,2.39,-13.26
27.1,-0.43,3.41,-11.77
27.2,0.55,3.33,-8.63
27.3,1.26,3.06,-13.89
27.4,-0.75,1.1,-11.18
27.5,-0.04,-0.55,-10.36
27.6,-1.45,-1.26,-9.92
27.7,-0.94,0.71,-17.18
27.8,-1.02,3.33,-16.99
27.9,0.24,3.8,-6.75
28,0.2,2.12,-11.69
28.1,0.47,2.75,-16.75
28.2,0.59,1.84,-15.49
28.3,-1.18,1.18,-14.08
28.4,-0.08,-0.98,-8.47
28.5,1.29,2.2,-12.79
28.6,1.18,-0.78,-9.53
28.7,0.27,3.06,-7.88
28.8,1.41,3.77,-12.87
28.9,-0.27,0.43,-10.79
29,-0.75,-0.67,-11.53
29.1,0.24,0,-9.22
29.2,1.33,1.92,-14.44
29.3,0.39,3.57,-11.85
29.4,1.1,3.57,-9.61
29.5,1.84,2.04,-14.51
29.6,0.55,0.71,-13.57
29.7,0.24,-0.9,-10.16
29.8,0.51,-0.71,-8.79
29.9,0.71,1.65,-11.38
30,0.47,3.69,-8.39
30.1,-0.12,4,-9.41
30.2,-0.35,2.94,-14.51
30.3,0.16,-0.2,-13.22
30.4,0.47,-0.16,-10.67
30.5,0.75,-0.67,-8.51
30.6,1.02,0.78,-14.2
30.7,0.9,2.51,-10.87
30.8,0.9,3.49,-8.55
30.9,0.63,2.51,-14.32
31,0.47,0.94,-12.83
31.1,-0.08,0,-9.92
31.2,1.06,0.2,-8.36
31.3,0,3.65,-14.08
31.4,0.67,4.63,-9.65
31.5,-0.12,4.67,-9.38
31.6,0.12,4.28,-14.12
31.7,0.51,0,-13.22
31.8,0.27,0.39,-8.83
31.9,0.86,-0.12,-10
32,-0.08,2.59,-15.02
32.1,0.12,3.73,-10.47
32.2,1.69,3.1,-7.18
32.3,-0.12,3.33,-14.04
32.4,0.16,2.04,-11.1
32.5,0.9,-0.04,-12.12
32.6,0.43,-0.51,-7.88
32.7,-0.31,-0.59,-12.24
32.8,-2.12,2.94,-12.47
32.9,-0.31,3.14,-13.57
33,2,3.45,-6.28
33.1,2,1.65,-12.79
33.2,-1.14,1.33,-12.83
33.3,-0.78,-0.59,-9.81
33.4,-1.22,-0.47,-6.86
33.5,-1.33,0.27,-16.16
33.6,-1.77,2.86,-14.32
33.7,-1.18,3.69,-11.96
33.8,0,3.61,-10.9
33.9,0.9,-0.35,-11.73
34,-0.2,0.16,-12.12
34.1,-1.45,-0.51,-10.36
34.2,-1.96,3.26,-15.57
34.3,-0.86,3.65,-13.34
34.4,-1.33,4.2,-10.51
34.5,-1.1,3.77,-8.71
34.6,1.18,3.65,-14.63
34.7,2,2.08,-15.57
34.8,0.59,0.08,-13.3
34.9,1.33,1.61,-12.98
35,-1.57,1.49,-16.12
35.1,-0.9,3.61,-6.59
35.2,-0.63,4.94,-5.02
35.3,-0.08,2.71,-11.41
35.4,0.04,0.71,-10.4
35.5,0.98,-0.27,-10.75
35.6,0.9,-0.39,-9.18
35.7,0.51,2.71,-10.83
35.8,-0.31,5.02,-9.34
35.9,0.04,4.55,-9.61
36,-0.82,3.69,-15.57
36.1,-0.63,-0.55,-12.12
36.2,-0.08,-2.12,-10.2
36.3,-0.24,0.98,-10.9
36.4,0.94,2.55,-12.16
36.5,1.1,4.16,-12.51
36.6,0.59,5.77,-8.94
36.7,-2.71,4.24,-18.83
36.8,-0.9,0,-10.51
36.9,-0.16,0.16,-9.61
37,0.39,0.47,-11.61
37.1,-0.12,4.43,-13.18
37.2,0.12,5.26,-8.51
37.3,0.04,3.41,-8.94
37.4,0.39,0.98,-16.59
37.5,-0.59,1.57,-12.75
37.6,0.82,0.59,-9.1
37.7,1.22,-1.33,-8.67
37.8,-0.9,2.51,-13.49
37.9,-0.67,3.06,-9.14
38,0.43,3.14,-7.22
38.1,1.22,-0.08,-19.57
38.2,-0.04,1.22,-13.73
38.3,0.31,1.02,-9.45
38.4,-1.37,0.12,-10.71
38.5,-1.77,1.88,-16.2
38.6,-0.16,2.08,-16.32
38.7,0.47,2.16,-5.96
38.8,1.33,2.55,-13.02
38.9,-1.33,1.88,-15.73
39,0.35,1.41,-11.61
39.1,-0.78,-0.35,-9.85
39.2,-1.65,1.18,-12.87
39.3,-0.67,3.14,-14.2
39.4,0.27,3.41,-10.75
39.5,-0.86,5.33,-7.22
39.6,0.08,4.04,-14.75
39.7,-0.2,-0.63,-15.46
39.8,0.63,-0.9,-10.47
39.9,0.55,0.51,-12.59
40,-1.18,-0.31,-12.98
40.1,-0.2,5.41,-9.45
40.2,0.55,4.43,-9.96
40.3,1.88,3.53,-15.38
40.4,0.55,-0.78,-11.81
40.5,0.08,-3.1,-9.65
40.6,-0.27,0,-10.43
40.7,-1.06,2.39,-12.98
40.8,-0.78,5.02,-12.2
40.9,-0.35,3.96,-9.3
41,0.47,2.16,-11.22
41.1,0.75,-0.39,-11.1
41.2,0.98,-2.31,-9.06
41.3,0.04,-1.22,-10.04
41.4,-0.67,2.2,-16.79
41.5,0.35,3.8,-10.59
41.6,0.04,5.06,-8.32
41.7,0.04,1.96,-10.4
41.8,-0.31,0.35,-13.53
41.9,0.82,-1.45,-7.45
42,1.06,-0.98,-8.59
42.1,0.71,1.96,-13.85
42.2,-0.43,4.24,-12
42.3,0,4.98,-7.96
42.4,0.2,2.86,-9.69
42.5,0.43,0.98,-13.02
42.6,0.24,-2.35,-9.18
42.7,0.08,-1.8,-10.67
42.8,-0.78,0.82,-14.4
42.9,-0.08,3.53,-15.14
43,1.02,4.39,-11.14
43.1,0.98,0.67,-7.45
43.2,-1.26,2.31,-14.71
43.3,-0.47,-1.14,-10.55
43.4,0.12,0.2,-11.81
43.5,0,-0.71,-7.26
43.6,-2.67,-0.2,-14.24
43.7,-2.31,2.59,-12.67
43.8,-0.51,3.61,-10.24
43.9,0.55,2.16,-6.55
44,0.35,2.82,-11.92
44.1,0.43,0.78,-9.41
44.2,0.27,-1.49,-9.81
44.3,-1.14,-0.55,-11.57
44.4,-0.47,3.53,-16.12
44.5,-1.18,3.61,-12.91
44.6,-1.02,2.47,-11.41
44.7,-0.27,4.31,-7.92
44.8,0.24,3.57,-15.69
44.9,1.57,0.75,-10.87
45,0.2,0,-12.83
45.1,0.98,0.86,-13.96
45.2,-0.16,2.12,-14.2
45.3,-0.75,4.04,-9.85
45.4,-0.39,5.06,-7.34
45.5,0.82,2.2,-12.83
45.6,0.27,-0.67,-12.59
45.7,1.14,-1.88,-10.32
45.8,-0.75,0.75,-10.43
45.9,-0.78,2.75,-12.24
46,0.51,3.84,-15.3
46.1,-0.08,5.53,-8.75
46.2,0.86,3.14,-8.36
46.3,-0.63,1.69,-15.93
46.4,0.86,-1.26,-9.61
46.5,0.51,-1.41,-10.43
46.6,1.22,1.84,-15.06
46.7,0.16,3.8,-13.3
46.8,-0.16,4.98,-7.69
46.9,-0.08,3.92,-10.98
47,-0.75,2,-20.01
47.1,0.98,-0.04,-9.14
47.2,0.94,-0.2,-8.87
47.3,1.69,0.75,-12.16
47.4,0.16,4.35,-13.02
47.5,-0.75,6.51,-9.06
47.6,0.67,4.63,-11.57
47.7,0.31,3.41,-13.77
47.8,-0.04,1.14,-13.65
47.9,0.47,0.86,-6.67
48,1.73,-0.9,-11.65
48.1,0.12,2.51,-15.26
48.2,-0.27,4.24,-11.45
48.3,1.65,3.49,-7.22
48.4,0.63,1.73,-11.96
48.5,-0.63,1.41,-12.28
48.6,-0.16,0,-10.94
48.7,-1.37,1.8,-10.98
48.8,0.04,3.57,-15.34
48.9,1.37,2,-17.85
49,-0.08,2.16,-10.55
49.1,0.31,2.9,-9.14
49.2,0.51,-0.04,-15.73
49.3,-0.59,0.55,-13.93
49.4,-0.98,1.14,-11.69
49.5,-2.82,0.98,-13.42
49.6,-0.59,3.14,-14.12
49.7,-0.27,1.96,-9.06
49.8,-0.12,1.8,-10.51
49.9,1.69,4.08,-13.77
50,1.88,1.49,-12.04
50.1,0.24,-0.04,-11.69
50.2,-2.04,-1.1,-9.61
50.3,-0.43,1.8,-11.81
50.4,1.37,6.04,-11.34
50.5,0.75,5.3,-8.36
50.6,0.59,3.14,-15.49
50.7,1.57,0.04,-11.02
50.8,1.49,-1.02,-9.06
50.9,0.82,0.63,-12.59
51,2.08,-0.39,-14.67
51.1,1.37,3.61,-12.28
51.2,1.22,5.33,-7.26
51.3,1.45,2.08,-7.81
51.4,1.22,0.98,-14.4
51.5,1.65,-1.1,-12.63
51.6,2.04,-1.1,-10.04
51.7,1.14,1.96,-15.1
51.8,0.78,3.02,-14.71
51.9,0.43,5.1,-8.36
52,1.49,5.18,-12.75
52.1,-0.08,2.98,-12.28
52.2,0.86,0.04,-11.41
52.3,0.31,-1.69,-10.9
52.4,2.24,0.55,-13.1
52.5,0.98,3.88,-14.32
52.6,0.39,4.12,-8.16
52.7,1.02,3.92,-9.3
52.8,1.29,0.98,-15.22
52.9,1.33,-1.06,-10.75
53,0.08,-0.16,-11.3
53.1,1.77,3.22,-14.71
53.2,2.43,2.2,-11.02
53.3,0.75,2.67,-10.16
53.4,-0.35,2.2,-10.32
53.5,0.82,3.22,-16
53.6,1.61,-0.27,-11.73
53.7,1.53,-2.31,-8.16
53.8,-1.14,1.37,-15.93
53.9,-0.12,2.39,-14.63
54,-0.24,3.49,-12.98
54.1,0.55,2,-7.65
54.2,0.55,2.12,-15.73
54.3,0.12,1.02,-10.83
54.4,-1.33,1.26,-11.85
54.5,-1.18,-0.78,-11.1
54.6,-1.53,1.1,-12.55
54.7,0,3.41,-17.14
54.8,0.27,3.3,-8.79
54.9,1.06,3.73,-7.92
55,2.9,5.06,-12.98
55.1,1.57,2.43,-13.85
55.2,0.27,0.16,-9.73
55.3,-0.51,1.61,-11.38
55.4,-0.27,4.39,-14.79
55.5,0.98,4.82,-9.02
55.6,0.04,2.82,-6.9
55.7,-0.12,3.92,-12.4
55.8,1.22,2.28,-12.75
55.9,1.14,0.9,-9.73
56,1.61,1.02,-10.16
56.1,1.96,3.45,-14.08
56.2,0.98,4.9,-9.18
56.3,-0.27,3.92,-9.18
56.4,1.73,1.14,-15.34
56.5,1.26,-0.08,-13.65
56.6,2.12,0.27,-10.04
56.7,0.47,0.39,-10.67
56.8,0.27,3.18,-14.63
56.9,0.16,3.26,-8.32
57,0.2,3.02,-7.88
57.1,1.92,4.71,-13.42
57.2,2.35,1.88,-11.65
57.3,2,-0.08,-8.47
57.4,2.39,-0.04,-10.28
57.5,1.37,2.98,-15.46
57.6,1.18,3.73,-9.53
57.7,0.35,4.9,-6.51
57.8,0.43,4.31,-12.08
57.9,1.14,1.96,-11.73
58,1.53,-0.08,-9.77
58.1,1.1,-0.31,-9.34
58.2,0.98,1.88,-14.51
58.3,0.35,4.59,-13.69
58.4,0.94,6.35,-9.65
58.5,0.94,0.12,-11.1
58.6,0.82,2.08,-16.36
58.7,0.86,1.1,-10.59
58.8,0.78,1.57,-9.3
58.9,2.08,2.24,-14.08
59,0.24,3.26,-16.12
59.1,1.26,3.14,-10.12
59.2,1.73,2.51,-8.94
59.3,0.39,2.2,-11.57
59.4,-0.63,3.49,-13.73
59.5,1.33,3.3,-12.55
59.6,1.1,2.63,-8.71
59.7,1.22,2.86,-10.98
59.8,1.06,2.79,-11.14
59.9,0.2,2.35,-11.65
60,0.63,2.12,-11.41
60.1,0.71,2.71,-12.08
60.2,0.98,2.94,-11.96
60.3,0.67,2.71,-12.04
60.4,0.31,2.04,-11.81
60.5,0.27,2.55,-10.98
60.6,0.39,3.53,-10.12
60.7,0.24,3.8,-10.75
60.8,0.2,4.12,-11.06
60.9,0.43,4.47,-10.59
61,0.78,4.63,-10.71
61.1,1.1,4.28,-11.57
61.2,1.29,3.18,-11.3
61.3,0.35,4.16,-11.77
61.4,1.37,3.8,-10.94
61.5,1.29,1.02,-10.24
61.6,-0.55,1.92,-10.51
61.7,0.59,3.06,-10.59
61.8,1.69,3.77,-10.9
61.9,1.26,3.88,-11.77
62,0.86,3.45,-12.12
62.1,0.04,3.06,-11.45
62.2,0,2.71,-10.16
62.3,-0.31,3.1,-10.67
62.4,0.82,3.77,-10.79
62.5,1.02,3.61,-10.98
62.6,1.49,2.28,-10.9
62.7,1.65,2.2,-11.92
62.8,0.86,2.63,-12.71
62.9,0.9,1.84,-11.41
63,0.59,1.77,-11.02
63.1,1.18,2.39,-10.9
63.2,1.73,3.1,-11.22
63.3,1.37,3.45,-11.89
63.4,1.45,2.51,-11.34
63.5,0.43,2.51,-13.06
63.6,0.55,2.24,-10.9
63.7,0.75,2.98,-10.04
63.8,0.2,2.94,-10.2
63.9,-0.16,2.82,-10.63
64,-1.02,3.06,-11.61
64.1,-0.27,2.08,-10.79
64.2,-0.78,2.55,-11.49
64.3,-0.24,2.75,-11.77
64.4,0.31,1.69,-11.18
64.5,0.35,1.8,-12.36
64.6,0.39,1.37,-12.75
64.7,-0.35,-0.04,-13.42
64.8,-0.75,0.31,-13.18
64.9,-0.82,0.31,-11.57
65,-0.9,0.04,-11.53
65.1,0.08,-0.2,-11.85
65.2,-0.35,-0.04,-11.81
65.3,-0.55,0.71,-12.32
65.4,-0.51,0.67,-12.32
65.5,-0.16,0.51,-10.67
65.6,-0.35,1.41,-10.83
65.7,0.24,1.77,-10.24
65.8,-0.39,1.37,-12.43
65.9,0.08,0.39,-10.24
66,-1.37,-0.27,-10.87
66.1,-0.75,2.75,-12.36
66.2,-0.39,2.35,-11.53
66.3,-0.47,2.51,-11.38
66.4,-0.59,2.43,-11.53
66.5,-0.59,2.43,-11.45
66.6,-0.59,2.43,-11.45
