NAME:,running2,,
0.358,-1.8,-5.45,16.28
0.359,0.2,-1.45,12.28
0.36,0.12,-3.02,5.65
0.361,-0.78,0.35,5.65
0.362,1.49,3.3,6
0.363,2.28,0.55,4.31
0.364,2.47,-0.16,4.67
0.365,2.79,-0.39,4.39
0.366,2.94,-9.26,13.49
0.367,3.73,-2.04,19.65
0.368,2.39,-5.41,15.46
0.369,1.53,-9.96,9.69
0.37,-1.65,-2.55,7.73
0.371,-0.08,-4,5.26
0.372,0.31,-5.61,2.2
0.373,-2.55,-3.1,1.57
0.374,-2.55,-3.65,3.26
0.375,-1.92,-7.02,7.22
0.376,-1.37,-6.2,15.53
0.377,-1.26,-2.67,17.61
0.378,1.69,-2.55,9.65
0.379,0.67,0.47,6.71
0.38,-0.35,3.18,6.9
0.381,1.29,1.92,6.55
0.382,3.1,0.51,5.53
0.383,2.12,0.31,4.12
0.384,3.84,-0.67,5.65
0.385,4.59,-5.14,14.36
0.386,0.51,0.82,18.67
0.387,5.53,-5.33,12.51
0.388,2.2,-6.43,7.34
0.389,-0.04,-2.79,8.43
0.39,1.69,-2.24,7.26
0.391,-1.22,-3.33,1.8
0.392,-3.53,-5.26,0.39
0.393,-3.41,-2.79,2.47
0.394,-3.92,-6.47,5.3
0.395,-2.51,-6.32,14.4
0.396,-2.12,-10.67,20.01
0.397,0.43,-0.94,18.95
0.398,0.43,-0.63,10.59
0.399,-0.27,0.39,6.04
0.4,0,1.77,4.98
0.401,3.37,0.75,4.04
0.402,2.98,-0.27,3.02
0.403,2.51,2.2,6.04
0.404,2.9,1.49,7.85
0.405,0.35,-9.02,18.67
0.406,0.2,4.08,20.01
0.407,1.8,-6.9,14.71
0.408,1.18,-9.69,6.67
0.409,-2.31,-0.82,6.47
0.41,1.92,-4.82,5.45
0.411,0.2,-2.86,1.45
0.412,-1.33,-4.28,1.57
0.413,0.27,-4.2,3.73
0.414,-1.65,-3.02,4.28
0.415,-2.82,-11.22,11.65
0.416,0.43,-7.3,19.81
0.417,0.75,1.49,14.28
0.418,1.61,-2.98,7.65
0.419,-1.22,0.47,6.35
0.42,0.67,3.3,6.32
0.421,2.82,-1.14,4.2
0.422,1.29,0.59,3.41
0.423,2.59,1.8,6.39
0.424,4.43,0.98,8.04
0.425,1.77,-10.08,13.81
0.426,-0.63,1.41,20.01
0.427,3.73,-7.34,13.3
0.428,1.57,-9.49,6.16
0.429,0.47,-4.35,5.49
0.43,-0.39,-2.55,4.2
0.431,-2.16,-4.79,2.79
0.432,-2.67,-3.26,3.73
0.433,-2.51,-3.69,6.9
0.434,0.67,-7.02,11.22
0.435,-0.08,-7.49,17.97
0.436,-3.02,-1.1,16.59
0.437,-0.59,-2.82,10.94
0.438,1.53,-5.06,5.65
0.439,-0.39,1.06,4.04
0.44,3.69,0.67,4.98
0.441,2.51,-2.16,4.2
0.442,-0.59,0.78,6.39
0.443,4.24,-0.82,7.85
0.444,-0.12,-11.22,10.55
0.445,-1.26,-0.31,16.04
0.446,2.55,-5.33,13.02
0.447,3.3,-7.18,7.34
0.448,-0.08,-1.61,4.71
0.449,-0.39,-2.12,3.96
0.45,-2.59,-3.49,3.65
0.451,-3.14,-3.96,4.67
0.452,-1.57,-6.2,8
0.453,-2.2,-6.12,10.04
0.454,-3.45,-9.69,18.4
0.455,-1.33,-3.14,19.22
0.456,-2.24,-2.16,10.4
0.457,0.08,-1.65,5.26
0.458,-0.27,2.55,3.84
0.459,1.92,2.24,3.84
0.46,2.75,0.67,2.35
0.461,2.2,1.1,3.45
0.462,2.82,0.9,5.77
0.463,3.26,-7.92,11.3
0.464,1.29,-10.28,19.5
0.465,-1.96,1.29,19.93
0.466,1.26,-8.83,9.22
0.467,0.47,-8.32,4.28
0.468,0.27,-3.45,4.35
0.469,-2.16,-3.02,2.24
0.47,-2.31,-6.08,1.49
0.471,-4.2,-4.67,3.45
0.472,-2.47,-4.39,6.79
0.473,-2.75,-10,14.4
0.474,-4.04,-5.45,19.38
0.475,-1.65,-1.96,16.24
0.476,0.75,-5.06,7.22
0.477,-0.98,-0.04,4
0.478,0,2.28,3.88
0.479,1.84,2,2.43
0.48,2.16,0.86,2.2
0.481,3.06,0.9,4.55
0.482,4.28,-4.98,9.22
0.483,3.69,-8.55,15.57
0.484,1.26,-0.35,19.18
0.485,3.84,-7.45,14.2
0.486,1.73,-6.94,11.34
0.487,-0.47,-2.75,7.37
0.488,-2.63,-3.14,2.79
0.489,-2.82,-5.33,0.55
0.49,-4.28,-4.47,1.41
0.491,-2.08,-4,5.92
0.492,-3.69,-7.69,7.57
0.493,-2.55,-8.04,17.26
0.494,0.35,-6.47,20.01
0.495,-0.86,-3.22,10.63
0.496,0.78,-1.77,5.61
0.497,-0.78,0.78,4.35
0.498,0.04,1.41,3.45
0.499,2.43,0.27,1.88
0.5,2.12,1.41,2.04
0.501,2.31,2.2,4.79
0.502,4.43,-5.77,8.2
0.503,3.53,-6.67,20.01
0.504,1.57,0.04,20.01
0.505,5.41,-10.04,12.32
0.506,1.69,-7.3,6.32
0.507,-2.08,-2.12,6.59
0.508,-2.2,-3.77,4.79
0.509,-3.53,-7.18,1.65
0.51,-2.9,-6.12,2.75
0.511,-1.88,-4.59,5.84
0.512,-3.33,-9.89,8.75
0.513,-2.39,-9.02,17.3
0.514,-1.73,-2.67,19.81
0.515,0.43,-2.86,10.59
0.516,0.04,-2.9,6.28
0.517,0.35,2.47,5.02
0.518,1.14,3.41,3.96
0.519,2.82,1.84,2.79
0.52,2.35,3.18,2.51
0.521,4.9,1.1,4.08
0.522,4.67,-6.9,13.53
0.523,0.31,-0.27,20.01
0.524,0.39,-5.53,19.73
0.525,3.88,-12.04,15.34
0.526,-1.53,-5.33,10.67
0.527,-1.92,-3.57,4.43
0.528,-2.35,-5.06,-0.08
0.529,-4.08,-3.53,-1.88
0.53,-3.26,-3.69,1.77
0.531,-2.39,-5.37,6.35
0.532,-2.98,-7.41,14.79
0.533,0.55,-8.79,18.87
0.534,1.96,-2.35,12.51
0.535,0.98,-3.61,8.83
0.536,-0.47,0.39,7.41
0.537,1.33,1.61,5.22
0.538,0.86,0.94,2.39
0.539,1.84,1.33,2.35
0.54,1.45,1.57,2.43
0.541,2.47,-5.84,6.35
0.542,4.82,-4.31,17.73
0.543,-1.29,-3.45,16.99
0.544,2,-8.83,11.77
0.545,1.22,-7.61,9.34
0.546,-0.35,-2.79,8.39
0.547,-1.88,-3.65,6.04
0.548,-2.75,-4.82,4.47
0.549,-2.79,-3.65,5.33
0.55,-2.63,-4.51,7.69
0.551,-2.31,-8.04,15.77
0.552,-1.26,-2.39,18.36
0.553,0.08,-3.1,14
0.554,1.18,-3.22,9.22
0.555,-0.71,0.59,4.75
0.556,1.45,1.18,4.2
0.557,1.18,1.84,2.82
0.558,1.57,1.65,1.69
0.559,1.29,2.24,2.08
0.56,2.86,0.12,7.49
0.561,0.78,-8.59,13.45
0.562,-1.37,-4.63,16.75
0.563,1.88,-5.3,15.69
0.564,0.47,-8.51,9.96
0.565,-0.78,-4.16,8.75
0.566,-2.04,-3.26,7.41
0.567,-2.82,-4.24,5.77
0.568,-4.86,-4.82,3.8
0.569,-3.77,-4.67,5.3
0.57,-5.45,-4.86,8.71
0.571,-3.69,-3.18,15.1
0.572,-4.31,-3.92,14.16
0.573,0.27,-1.06,13.18
0.574,-0.35,-1.41,7.41
0.575,0.24,1.33,4.43
0.576,1.22,2.24,5.18
0.577,0.55,4.12,3.61
0.578,3.37,-0.39,5.1
0.579,2.39,3.06,7.61
0.58,2.47,-6.79,14.87
0.581,0.71,1.06,18.79
0.582,2.35,-2.35,16.71
0.583,2.71,-6.94,12.36
0.584,-2.12,-2.35,8.75
0.585,-0.59,-2.82,5.69
0.586,-1.61,-3.33,2.51
0.587,-2.2,-4.43,1.65
0.588,-3.77,-4.35,3.69
0.589,-2.82,-5.65,6.9
0.59,-4.04,-10.16,15.26
0.591,-0.51,-6.67,19.38
0.592,-2,-0.75,14.47
0.593,0.24,-2.79,8
0.594,-1.37,1.26,6.43
0.595,0.78,3.69,5.96
0.596,-0.16,2.63,2.2
0.597,2.04,0.31,2.2
0.598,2.12,2.47,3.84
0.599,4.43,-2.9,7.02
0.6,5.1,-11.06,19.57
0.601,0.78,5.92,20.01
0.602,1.69,-6.47,12.83
0.603,0.67,-6.39,4.2
0.604,-0.82,-0.98,4.55
0.605,0.04,-1.92,4.12
0.606,-2.39,-4.98,1.1
0.607,-3.3,-5.41,2.35
0.608,-2.24,-2.86,6.51
0.609,-4.12,-9.69,9.34
0.61,-3.18,-6.55,20.01
0.611,-1.84,-2.16,19.42
0.612,0.98,-1.73,9.45
0.613,-0.35,-1.14,3.8
0.614,0.35,1.53,3.8
0.615,2.2,3.14,4.39
0.616,1.49,1.49,2.35
0.617,2.24,2.28,3.92
0.618,3.49,0.9,6.24
0.619,4.24,-10.28,14.87
0.62,3.1,0.24,20.01
0.621,2.98,-3.45,16.55
0.622,0.2,-5.3,7.61
0.623,-0.47,-3.84,4.43
0.624,0.78,-3.1,4.04
0.625,-2.43,-5.3,1.61
0.626,-4.08,-5.14,2.04
0.627,-2.67,-3.45,5.96
0.628,-2.47,-6.59,10.08
0.629,-0.86,-6.83,19.46
0.63,-2.2,-2.35,18.99
0.631,-1.29,-0.78,11.18
0.632,1.96,-3.06,5.45
0.633,0.04,-0.39,3.1
0.634,1.61,3.8,3.84
0.635,2.28,1.88,1.49
0.636,2.55,0.55,2.12
0.637,3.37,3.14,7.18
0.638,4.39,-5.22,10.94
0.639,2.75,-4.47,19.81
0.64,0.31,-2.94,18.51
0.641,3.06,-8.98,10.98
0.642,-0.04,-5.57,5.37
0.643,-0.24,-4.28,2.9
0.644,-1.92,-2.55,1.84
0.645,-3.49,-3.65,1.77
0.646,-3.14,-4,4.55
0.647,-3.61,-4.86,8.51
0.648,-4.67,-6.35,16.2
0.649,0.24,-5.14,19.85
0.65,0.63,-0.82,14.79
0.651,0.24,-3.33,7.14
0.652,-0.27,-0.94,4.43
0.653,1.37,2.31,4.39
0.654,1.73,2.47,2.86
0.655,1.92,1.06,2.35
0.656,2.28,2,4.98
0.657,4.39,-0.12,8.47
0.658,2.35,-9.69,16.24
0.659,-0.78,0.12,18.67
0.66,2.35,-6.24,12.94
0.661,0.71,-7.53,6.83
0.662,-0.71,-3.06,3.14
0.663,-0.55,-2.59,2.71
0.664,-2.35,-3.96,2.08
0.665,-3.18,-4.86,2.12
0.666,-2.04,-4.51,7.69
0.667,-2.51,-8.47,14.75
0.668,2,-9.57,20.01
0.669,-2.79,-1.26,17.14
0.67,0,-1.18,11.85
0.671,-0.24,-2.2,5.14
0.672,-0.47,2,3.3
0.673,1.8,3.49,2.86
0.674,1.1,1.29,0.75
0.675,2.79,1.65,2.67
0.676,3.92,1.57,6.32
0.677,2.98,-12.67,17.3
0.678,-0.24,4.9,20.01
0.679,3.61,-9.73,12.4
0.68,0.63,-10.08,6
0.681,-1.92,-1.73,4.59
0.682,1.73,-4.04,4.47
0.683,-1.88,-4.04,2
