NAME: ,walk_4_2.csv,,
12.1,-1.29,2.51,7.3
12.2,-2.67,1.1,5.96
12.3,-3.41,2.04,5.61
12.4,-3.65,2.98,7.85
12.5,-0.24,3.1,10.83
12.6,-1.77,3.77,7.06
12.7,-1.33,0.59,5.92
12.8,-1.18,1.45,5.61
12.9,-2.75,1.18,7.53
13,-4.12,1.88,8.9
13.1,1.84,0.86,9.69
13.2,-3.02,5.02,7.69
13.3,-2.9,0.63,7.34
13.4,-2.86,1.96,5.3
13.5,-4.51,1.45,6.16
13.6,-4.79,3.61,8.98
13.7,0.16,1.53,7.88
13.8,-1.06,-0.2,6.55
13.9,-1.8,1.49,4.59
14,-3.49,1.45,7.22
14.1,-4.51,1.49,9.89
14.2,-3.45,3.96,10.79
14.3,-1.49,5.06,8.79
14.4,-2.12,2.08,7.3
14.5,-2.98,1.61,5.33
14.6,-3.73,3.02,6.39
14.7,-5.92,3.84,8.28
14.8,0.67,0.24,11.96
14.9,-1.96,1.29,6.59
15,-1.77,1.73,6.24
15.1,-2,0.55,8
15.2,-2.28,1.49,8.9
15.3,-4.9,2.51,9.65
15.4,2.39,3.37,8.87
15.5,-1.84,3.06,6.32
15.6,-3.26,1.18,7.37
15.7,-2.79,2.04,6.32
15.8,-4.28,2.31,6.55
15.9,-6.24,3.92,9.02
16,-1.57,2.2,10.55
16.1,-1.18,3.88,5.45
16.2,-1.1,1.69,7.3
16.3,-1.61,1.41,5.61
16.4,-1.73,1.61,9.3
16.5,-3.53,2.2,10.4
16.6,2.16,1.37,9.14
16.7,-0.39,4.39,6.35
16.8,-2.24,1.45,7.18
16.9,-3.1,2.39,5.18
17,-3.53,2.9,7.61
17.1,-4.47,3.61,11.06
17.2,-0.51,2.08,9.73
17.3,0.12,5.18,7.53
17.4,-1.73,0.39,5.96
17.5,-1.26,1.8,5.92
17.6,-1.96,2.04,7.41
17.7,-4.43,1.41,10.75
17.8,2.79,-2.63,9.53
17.9,-0.71,5.22,6.55
18,-1.41,0.35,6.67
18.1,-3.1,0.9,5.49
18.2,-4.35,1.61,7.34
18.3,-5.3,3.96,7.96
18.4,-0.59,2.16,10.36
18.5,-1.65,3.18,6.12
18.6,-1.57,1.53,6.08
18.7,-2.08,1.37,6.35
18.8,-2.75,2.63,8.51
18.9,-3.96,2.71,10.75
19,3.22,0.94,9.3
19.1,-0.47,2.98,7.22
19.2,-2.59,-0.31,8.43
19.3,-3.73,0.71,7.85
19.4,-4.04,1.69,7.85
19.5,-2.63,4.51,10.51
19.6,0.39,2.16,6.83
19.7,-1.45,2.67,6.39
19.8,-0.75,0.82,6.98
19.9,-1.8,2.59,6.47
20,-3.92,1.96,10.08
20.1,2.98,0.39,11.1
20.2,-0.12,3.61,6.28
20.3,-1.45,0.47,7.81
20.4,-2.2,0.67,5.69
20.5,-3.45,1.41,7.02
20.6,-5.02,3.06,10.16
20.7,0.12,1.1,10.24
20.8,-1.33,3.69,6.86
20.9,-1.49,1.92,6.35
21,-1.92,2.08,5.69
21.1,-2.08,1.53,8.04
21.2,-4.71,2.67,9.89
21.3,3.37,-0.27,11.1
21.4,-1.49,6.59,6.59
21.5,-2.28,0.86,7.14
21.6,-2.67,2.08,4.71
21.7,-3.77,3.06,7.77
21.8,-5.1,2.12,10.04
21.9,-0.71,2.86,8.9
22,1.61,4.31,7.26
22.1,-1.77,2.75,7.53
22.2,-0.75,1.77,4.94
22.3,-0.67,1.49,6.08
22.4,-2.9,1.8,9.89
22.5,-4.59,1.02,11.1
22.6,2,0.43,9.06
22.7,-1.57,4.35,5.18
22.8,-1.57,0.27,8.32
22.9,-2.51,2.31,5.1
23,-4.79,1.33,8.28
23.1,-4.47,4.04,8.55
23.2,0.98,1.02,8.43
23.3,-2.24,3.18,6.63
23.4,-1.77,0.75,7.37
23.5,-2.12,0.82,6.16
23.6,-3.26,1.41,8.32
23.7,-5.06,2.16,9.41
23.8,1.22,0.98,8.04
23.9,-2.67,4.98,7.26
24,-1.8,0.27,9.02
24.1,-1.96,1.26,6.24
24.2,-2.75,1.02,7.53
24.3,-5.22,3.3,8.08
24.4,0.75,-0.86,11.96
24.5,-2.16,3.8,8.9
24.6,-0.27,-1.22,7.81
24.7,0.04,-0.39,7.49
24.8,-0.55,0.98,8.67
24.9,-1.49,-0.75,7.92
25,-2.86,-1.69,7.85
25.1,-2.39,-0.31,8.28
25.2,-1.8,1.06,9.85
25.3,-1.8,3.69,8.51
25.4,-1.57,2.71,9.49
25.5,-1.88,2.12,5.45
25.6,-2.63,4.12,10.04
25.7,-0.98,3.37,5.26
25.8,-1.53,3.92,7.18
25.9,-1.61,1.77,6.08
26,-3.06,0.59,7.34
26.1,-2.67,2.28,8.04
26.2,0.24,2.35,11.57
26.3,-1.69,6.08,7.1
26.4,-2.31,0,8.43
26.5,-3.45,0.71,5.53
26.6,-2.71,1.96,7.02
26.7,-3.37,3.65,6.98
26.8,-0.98,2.59,11.06
26.9,-2.2,0.75,7.41
27,-2.31,2.55,4.94
27.1,-4.12,1.96,5.92
27.2,-3.92,1.14,6.55
27.3,-4.43,2.47,7.49
27.4,-0.55,5.37,10.87
27.5,-2.35,3.02,9.96
27.6,-2.31,-0.51,7.18
27.7,-3.41,1.37,4.51
27.8,-4.86,3.41,9.18
27.9,2.12,-0.2,11.57
28,-0.63,0.67,7.57
28.1,-1.69,1.45,5.37
28.2,-2.9,1.02,6.28
28.3,-3.18,2.82,9.69
28.4,3.49,0.71,11.26
28.5,-1.65,5.45,8.36
28.6,-2.71,0.94,6.32
28.7,-3.3,1.84,5.61
28.8,-4.24,3.14,8.12
28.9,1.1,-0.39,10
29,-3.53,3.69,8.75
29.1,-1.26,1.33,5.18
29.2,-2.79,1.18,5.49
29.3,-3.92,0.98,9.49
29.4,-0.75,2.79,11.02
29.5,-0.55,4.86,8.24
29.6,-2.51,-1.92,7.49
29.7,-3.1,1.02,4.86
29.8,-4.39,2.43,6.47
29.9,-1.37,3.61,10.32
30,-2.86,5.65,9.77
30.1,-2,2.12,5.02
30.2,-2.04,1.61,4.12
30.3,-4.59,1.22,7.41
30.4,-4.08,4.24,10.67
30.5,0.27,5.41,10.24
30.6,-0.78,0.2,7.37
30.7,-2.79,0.98,1.53
30.8,-4.2,1.92,6
30.9,-6.63,5.37,6.86
31,0.27,-0.24,11.69
31.1,-0.16,1.61,6.47
31.2,-1.65,0.82,8
31.3,-3.84,1.61,5.84
31.4,-4.08,1.45,10.59
31.5,4.24,1.29,9.77
31.6,-0.47,3.41,8.63
31.7,-1.22,3.96,-0.82
31.8,-2.39,1.45,5.84
31.9,-3.84,3.3,7.77
32,-2.2,2.86,12.24
32.1,0.75,2.39,8.94
32.2,-0.63,0.51,4.47
32.3,-1.92,1.73,5.81
32.4,-2.63,2,7.37
32.5,-3.88,3.8,10.47
32.6,1.84,2.86,9.96
32.7,-0.75,0.94,5.96
32.8,-2.75,1.14,6.39
32.9,-3.33,2.43,6
33,-3.69,3.61,9.3
33.1,0.55,2.16,11.77
33.2,-1.77,5.02,9.26
33.3,-1.65,1.92,5.3
33.4,-1.65,1.06,5.02
33.5,-3.37,0.98,7.92
33.6,-2.39,1.8,9.81
33.7,0.47,3.26,8.98
33.8,-1.53,2.39,7.22
33.9,-2.43,0.67,6.04
34,-3.26,0.47,6.86
34.1,-1.49,0.04,8.43
34.2,2.2,3.02,12.83
34.3,-3.06,2.04,8.28
34.4,-0.94,1.77,5.57
34.5,-1.84,0.43,6.51
34.6,-2.9,0.67,8.63
34.7,-3.77,2.98,10.67
34.8,-0.47,2.08,8.51
34.9,-1.22,0.71,6.98
35,-2.31,1.1,6.63
35.1,-3.73,1.29,6.39
35.2,-3.61,2.82,8.32
35.3,0.82,-0.12,12.28
35.4,-2.2,2.71,7.3
35.5,-1.84,1.49,6.39
35.6,-2.12,1.61,5.41
35.7,-4.43,1.37,7.96
35.8,-3.57,2.94,10.51
35.9,0.51,1.65,8.59
36,-1.18,1.1,6.79
36.1,-3.45,-0.9,6
36.2,-3.22,-1.06,5.57
36.3,-4.2,3.49,8.47
36.4,1.92,-0.67,10.36
36.5,-2.24,2.04,8.28
36.6,-1.29,2.04,6.08
36.7,-2.51,2,6.24
36.8,-4.55,1.14,9.49
36.9,4.67,1.53,9.81
37,-0.98,5.02,9.34
37.1,-2.51,-0.86,7.22
37.2,-3.33,0.63,5.88
37.3,-4.55,2.79,6.86
37.4,0,4.43,10.79
37.5,-1.18,3.77,7.65
37.6,-1.41,1.33,5.69
37.7,-1.53,1.69,5.14
37.8,-3.53,1.69,8
37.9,-3.88,2.86,10.47
38,0.9,4.43,8.47
38.1,-0.9,0.51,7.45
38.2,-2.55,-1.02,5.92
38.3,-2.71,1.49,5.53
38.4,-3.88,1.61,9.02
38.5,2.59,-1.18,12
38.6,-0.94,-0.39,7.57
38.7,-0.24,1.61,5.22
38.8,-2.12,2.63,5.65
38.9,-3.69,0,11.06
39,3.33,0.39,11.77
39.1,-1.22,4.04,8.2
39.2,-1.92,0.16,7.22
39.3,-2.67,0.43,5.57
39.4,-4.35,3.06,6.71
39.5,-0.9,2.9,12.36
39.6,-2.2,4.9,7.73
39.7,-0.86,1.14,4.79
39.8,-1.96,2.04,6.08
39.9,-4,0.78,9.34
40,0.08,2.12,11.49
40.1,-0.71,6.9,8.83
40.2,-1.69,-0.35,6.16
40.3,-2.24,0.12,5.96
40.4,-4.51,2.71,5.57
40.5,-3.18,5.22,12.32
40.6,-1.1,2.28,7.14
40.7,-1.1,0.78,6
40.8,-1.57,1.57,4.75
40.9,-3.92,1.96,7.77
41,-3.84,0.43,10.12
41.1,2,2.2,8.87
41.2,-2.47,2.55,7.34
41.3,-2.9,-0.47,6.28
41.4,-3.61,1.49,5.73
41.5,-5.45,1.49,16.59
41.6,2.71,0,12.67
41.7,-0.98,0.04,5.53
41.8,-1.14,1.65,6.08
41.9,-1.69,0.43,5.73
42,-2.59,-1.53,10.4
42.1,4.9,0.27,10.83
42.2,-0.47,2.79,9.18
42.3,-1.69,-1.18,5.06
42.4,-3.49,0,5.26
42.5,-3.1,2.94,9.18
42.6,0.55,-0.16,11.57
42.7,-1.49,3.02,7.45
42.8,-1.84,2.28,4.47
42.9,-2.35,1.37,4.71
43,-3.22,-0.59,9.14
43.1,3.06,-1.77,11.96
43.2,3.1,1.57,10.94
43.3,-0.2,-1.1,5.3
43.4,-1.8,1.33,5.92
43.5,-3.33,1.1,8.2
43.6,1.02,3.18,11.61
43.7,-0.16,4.71,7.06
43.8,-0.98,1.49,3.88
43.9,-1.26,1.1,5.49
44,-1.96,0.16,9.3
44.1,-1.84,2.39,11.61
44.2,0.47,4.39,8.43
44.3,-1.45,0.78,6.08
44.4,-3.02,-0.04,6.16
44.5,-3.3,0.43,7.41
44.6,-4.9,5.41,8.9
44.7,1.61,-1.22,10.2
44.8,-0.35,0.12,8.12
44.9,-0.39,2.47,5.26
45,-2.04,2.12,6.08
45.1,-2.67,-0.9,12.28
45.2,3.69,-3.22,16
45.3,-0.27,5.06,9.18
45.4,-2,-0.9,7.37
45.5,-2.86,0.39,6.51
45.6,-3.02,1.69,6.35
45.7,-1.14,4.35,11.49
45.8,0.55,1.29,6.63
45.9,-0.43,-0.9,6.98
46,-0.39,1.14,5.06
46.1,-1.84,1.61,5.77
46.2,-2.35,-1.61,10.04
46.3,4.43,-0.9,10.36
46.4,0.2,4.79,9.1
46.5,-1.77,-1.53,6.51
46.6,-2.59,0.27,6
46.7,-3.06,1.26,6.94
46.8,-2.04,4.39,11.57
46.9,0.82,0.08,8.47
47,-0.98,0.12,6.2
47.1,-0.39,2.08,5.14
47.2,-3.02,1.53,7.06
47.3,-2.9,-1.26,9.22
47.4,1.49,1.37,10.59
47.5,-0.2,5.77,8.24
47.6,-1.37,-0.82,7.26
47.7,-2.71,-0.2,6.43
47.8,-3.1,1.88,6.94
47.9,-5.06,4.71,9.38
48,0.82,0.08,10.4
48.1,-2,2.51,7.26
48.2,-1.22,0.94,6.28
48.3,-1.33,1.65,5.88
48.4,-2.98,-0.2,9.65
48.5,-3.53,1.22,11.18
48.6,0.9,4.94,8.08
48.7,-1.88,-0.2,7.1
48.8,-2.79,0.39,4.75
48.9,-3.18,0.71,7.34
49,-4.12,-1.53,5.57
49.1,2.47,-1.96,10
49.2,-1.88,2.63,8.59
49.3,-0.94,0.67,5.84
49.4,-1.53,0.16,6.43
49.5,-2.43,-0.08,9.61
49.6,0.2,0.27,12.08
49.7,-0.08,5.37,9.89
49.8,-1.92,1.1,6.55
49.9,-3.41,-0.55,5.57
50,-2.75,-0.24,5.61
50.1,-5.77,3.88,9.61
50.2,2.16,-2.04,12.08
50.3,-1.45,0.98,7.26
50.4,-0.27,0.51,6.12
50.5,-2.24,0.67,6.55
50.6,-3.22,-0.86,10.08
50.7,2.71,1.26,9.77
50.8,1.33,3.57,9.49
50.9,-1.06,-1.92,6.75
51,-3.26,-1.18,6.39
51.1,-3.69,1.41,7.57
51.2,-0.71,7.18,9.1
51.3,0.86,1.06,9.77
51.4,-2.2,0.63,5.3
51.5,-0.43,1.8,4.94
51.6,-2.86,1.53,7.14
51.7,-3.41,-0.12,11.3
51.8,4.39,1.49,7.81
51.9,-0.59,4.43,9.3
52,-1.29,-1.53,6.94
52.1,-3.06,-0.39,6.51
52.2,-2.39,1.22,7.41
52.3,0.98,-2.43,12.55
52.4,-1.8,2.51,8.79
52.5,-0.71,-0.86,5.81
52.6,-1.06,0.82,7.88
52.7,-1.06,-0.35,8.47
52.8,0.31,-2.39,11.18
52.9,2.08,4.9,10.67
53,0.51,-2.2,7.92
53.1,0.35,-0.47,6.39
53.2,-0.55,2.43,6.63
53.3,-2.28,-1.26,8.24
53.4,-4.39,2.12,9.61
53.5,3.18,-1.61,7.22
53.6,-1.18,1.18,7.77
53.7,-1.33,0.63,6.51
53.8,-2.31,0.35,8.12
53.9,-3.02,2.31,10.98
54,1.1,0.16,10.59
54.1,0.78,4.12,6.63
54.2,-1.41,1.29,7.41
54.3,-2.47,-0.63,6.2
54.4,-4.28,1.33,7.41
54.5,-3.88,2.9,7.77
54.6,0.51,0.75,12.04
54.7,-1.37,2.51,8.12
54.8,-1.65,1.73,6.79
54.9,-1.49,0.86,4.86
55,-2.79,0.94,7.85
55.1,-2.75,1.1,10.59
55.2,3.8,1.02,9.06
55.3,-1.37,1.29,6.98
55.4,-2.35,-1.1,6.04
55.5,-3.06,1.61,7.14
55.6,-4.9,2.82,9.53
55.7,3.06,-1.06,11.73
55.8,-1.45,1.26,6.9
55.9,0.16,0.78,7.41
56,-1.77,2.12,6.47
56.1,-1.57,-0.12,10.32
56.2,-1.41,1.8,11.89
56.3,1.41,3.1,8.51
56.4,-1.14,-0.2,7.1
56.5,-3.22,-0.08,5.61
56.6,-2.35,0.63,5.96
56.7,-4.24,3.57,9.53
56.8,2.43,-1.22,9.92
56.9,0.98,-0.51,7.69
57,-0.78,1.65,6.08
57.1,-1.92,1.53,5.81
57.2,-1.92,-1.41,10.08
57.3,0.04,0.78,12.43
57.4,-0.86,3.61,7.61
57.5,-1.49,0,6.9
57.6,-2.51,-0.39,7.26
57.7,-3.3,1.06,6.39
57.8,-4.9,3.61,10.47
57.9,1.61,-1.61,9.18
58,-1.57,0.67,6.79
58.1,-0.78,1.61,6.28
58.2,-2.08,1.33,6.75
58.3,-2,-0.16,10.32
58.4,4.24,-1.53,14.28
58.5,-2.04,5.69,7.22
58.6,-1.69,-0.78,7.81
58.7,-1.96,0,6.43
58.8,-3.18,2.55,6.83
58.9,-2.51,2.55,10.24
59,-0.16,-0.43,7.26
59.1,-0.63,0.35,7.26
