NAME:,running5,,
0.065,-1.73,-4.35,11.14
0.066,-0.82,-3.57,8.39
0.067,2.55,-2.04,4.98
0.068,3.1,-3.61,7.06
0.069,3.3,-1.29,7.96
0.07,2.35,-0.08,9.22
0.071,-0.78,0.31,18.63
0.072,-2.98,4.24,20.01
0.073,-3.18,4.94,14.44
0.074,-4.75,-0.94,8.39
0.075,-2.67,1.33,7.57
0.076,-0.55,4.16,1.77
0.077,-2.08,2.43,3.45
0.078,-2.35,4.16,1.57
0.079,-1.26,4.31,0.31
0.08,-2.98,3.02,1.02
0.081,-2.79,-2.79,14.16
0.082,-2.12,2.94,17.1
0.083,-7.14,-4.82,19.97
0.084,-3.02,-5.1,10.47
0.085,0.04,-1.84,5.49
0.086,0.71,-1.88,6.9
0.087,1.65,-0.04,7.34
0.088,4.47,-2.86,7.49
0.089,2.67,0,11.65
0.09,-0.86,-0.71,18.51
0.091,-4.47,4.59,20.01
0.092,-4.28,3.53,15.89
0.093,-3.49,0.82,9.02
0.094,-2.28,-0.08,5.49
0.095,-1.41,2.59,2.16
0.096,-1.26,2.79,-0.63
0.097,-1.84,2.51,0.31
0.098,-1.92,3.8,0.55
0.099,-3.65,2.47,2.86
0.1,-2.51,-7.1,12.04
0.101,-4.9,5.37,20.01
0.102,-3.8,-1.96,14.08
0.103,-2.24,4.24,2.39
0.104,-2.04,-4.16,6
0.105,0.47,-0.43,6.63
0.106,2.55,-3.49,7.02
0.107,3.61,-4.55,6.59
0.108,3.1,-1.8,7.3
0.109,0.39,-2.9,13.81
0.11,-1.53,-2.51,20.01
0.111,-3.8,6.51,20.01
0.112,-4.39,5.18,7.41
0.113,-3.77,-3.18,5.37
0.114,-1.53,5.33,8.51
0.115,-1.22,4.04,3.3
0.116,-1.41,1.18,1.22
0.117,-1.29,3.53,2.71
0.118,-2.55,4.75,0.35
0.119,-5.3,-0.2,2.67
0.12,-6.83,2.35,19.14
0.121,-7.14,2,20.01
0.122,-2.51,-9.69,15.34
0.123,0.35,-3.8,9.14
0.124,1.73,-1.02,5.37
0.125,2.2,-7.34,5.41
0.126,4.55,-2.63,4.51
0.127,2.86,-4.98,8.04
0.001,1.1,-0.04,11.26
0.002,-2.63,1.1,18.44
0.003,-6.16,2.39,20.01
0.004,-4.24,4.2,13.53
0.005,-4.67,1.84,7.53
0.006,-3.22,1.69,6.83
0.007,-2.31,4.79,3.37
0.008,-1.29,4.51,0.63
0.009,-2.55,3.8,1.77
0.01,-2.75,4.24,3.22
0.011,-3.65,2.43,1.77
0.012,-8.39,-2.86,20.01
0.013,-3.53,4.43,18.01
0.014,-2.43,-7.41,11.06
0.015,-3.57,-7.92,9.3
0.016,-0.75,-4.08,5.65
0.017,1.18,0.47,7.06
0.018,3.69,-1.41,3.14
0.019,3.73,-2.75,7.57
0.02,1.8,-0.31,11.53
0.021,-1.65,-2.51,20.01
0.022,-3.57,8.16,20.01
0.023,-3.69,6.83,12.79
0.024,-4.51,-0.98,6.9
0.025,-2.12,3.8,4.12
0.026,-0.9,4.98,-0.31
0.027,-2.12,3.26,0.47
0.028,-1.84,2.98,1.49
0.029,-1.37,4.28,0.31
0.03,-4,3.06,5.53
0.031,-6.55,-9.96,16.83
0.032,-4.04,5.22,18.04
0.033,-3.8,-1.02,10.43
0.034,-5.92,-9.1,8.98
0.035,-2,-3.22,4.12
0.036,1.69,-3.84,-0.39
0.037,2.47,-2.67,5.84
0.038,3.3,-1.33,8.67
0.039,2.16,-0.78,12.43
0.04,-1.33,-1.14,19.3
0.041,-4.86,3.88,20.01
0.042,-6.2,6.39,20.01
0.043,-4.39,3.88,9.85
0.044,-2.08,0.59,3.96
0.045,-1.8,5.3,2.35
0.046,-1.69,2.98,-0.82
0.047,-1.92,2.16,-0.59
0.048,-1.57,2.86,1.14
0.049,-2.79,3.49,3.37
0.05,-3.49,-2.24,10.4
0.051,-7.61,1.14,20.01
0.052,-7.45,1.69,16.83
0.053,-3.18,-9.85,12.12
0.054,-0.2,-0.71,9.06
0.055,-0.12,-3.22,6
0.056,-0.2,-4.71,6.51
0.057,2.82,-3.3,2.98
0.058,2.31,-4.43,8.43
0.059,1.41,1.49,13.49
0.06,0.75,-4.55,19.46
0.061,-4.82,0,20.01
0.062,-5.1,5.49,14.32
0.063,-2.39,-0.2,3.49
0.064,-1.45,1.61,2.28
0.065,-1.29,6.35,1.61
0.066,-1.37,1.45,-0.59
0.067,-1.02,1.49,0.86
0.068,-3.33,3.33,4.47
0.069,-1.77,-15.53,13.85
0.07,-5.26,1.06,19.81
0.071,-4.04,-0.67,12.36
0.072,-4.98,-5.96,13.1
0.073,-0.82,-3.73,6.12
0.074,0.2,-3.1,3.92
0.075,1.18,-3.96,9.41
0.076,2.75,-0.78,8.08
0.077,1.06,-3.77,10.04
0.078,0.43,-0.39,15.34
0.079,-1.45,2.51,18.48
0.08,-3.41,3.3,18.44
0.081,-3.53,0.9,7.69
0.082,-2,1.8,5.3
0.083,-2.08,6.08,4.98
0.084,-1.02,3.92,0.39
0.085,-2.39,2.94,1.18
0.086,-3.1,3.37,2.9
0.087,-1.84,0.78,1.1
0.088,-1.88,0.12,7.45
0.089,-4.9,-3.73,19.77
0.09,-1.1,-6.04,16.16
0.091,-5.45,-0.75,20.01
0.092,-0.75,-1.29,11.26
0.093,-0.35,-3.49,5.57
0.094,0.75,-2.71,8.28
0.095,4.2,-1.73,2.71
0.096,2.2,-2.43,9.02
0.097,-0.59,2.71,15.97
0.098,0.12,-0.71,19.53
0.099,-3.45,5.45,20.01
0.1,-6.2,5.18,14.12
0.101,-2.63,-1.26,2.08
0.102,-3.26,4.31,3.49
0.103,-3.06,3.8,2.04
0.104,-2.31,1.45,-1.14
0.105,-1.61,3.26,-0.43
0.106,-3.26,4.12,2.55
0.107,-4.67,-0.04,5.84
0.108,-4.98,-3.1,17.18
0.109,-3.96,8.79,19.38
0.11,-4.24,-4.75,15.1
0.111,-1.37,-5.49,12.43
0.112,1.8,-2.67,10.79
0.113,2.39,-3.18,7.34
0.114,1.29,-1.96,5.65
0.115,0.04,-0.86,12.75
0.116,1.14,1.8,15.77
0.117,-0.86,0.59,19.97
0.118,-2.71,5.26,16.4
0.119,-2.24,3.14,6.55
0.12,-1.37,0.2,3.41
0.121,-1.41,5.33,3.14
0.122,-1.02,4.67,-0.16
0.123,-0.63,1.77,-2.28
0.124,-2.04,2.75,2.51
0.125,-5.69,2.16,10.43
0.126,-2.71,-13.49,18.95
0.127,-7.02,6.2,20.01
0.128,-1.14,-1.61,8.83
0.129,-1.84,-8.36,4.71
0.13,-1.73,0.35,7.85
0.131,0.27,0.9,7.34
0.132,2.12,-0.98,6.24
0.133,2.59,-1.84,7.18
0.134,0.39,-0.63,14.32
0.135,1.22,-0.82,16.12
0.136,-0.9,1.84,20.01
0.137,-5.14,5.14,17.1
0.138,-2.43,-1.61,4.86
0.139,-1.88,2.31,1.33
0.14,-2.08,4.79,0.16
0.141,-2.04,2.94,0.39
0.142,-2.51,4.16,0.35
0.143,-2.55,3.57,1.92
0.144,-4.24,-0.78,7.06
0.145,-6.08,-2.31,20.01
0.146,-8.79,7.18,20.01
0.147,-3.88,-3.26,14.75
0.148,-0.98,-5.1,12.94
0.149,2.12,0.27,8.71
0.15,2.9,-4.82,3.18
0.151,3.65,-3.73,1.73
0.152,3.45,-2.71,4.04
0.153,0.35,0,12.87
0.154,-2.28,0.59,20.01
0.155,-5.92,6.35,20.01
0.156,-5.3,4.2,11.65
0.157,-3.49,-2.2,3.57
0.158,-2.63,4.12,2.82
0.159,-1.22,5.3,-1.18
0.16,-1.96,1.84,-3.41
0.161,-4.16,3.14,1.06
0.162,-5.92,2.47,6.43
0.163,-3.41,-6.63,14.87
0.164,-7.37,7.88,20.01
0.165,-4.24,-2.24,14.79
0.166,-2.2,-7.96,6.47
0.167,-0.24,-1.96,4.71
0.168,0.35,-2.55,6.55
0.169,4.31,-4.2,3.41
0.17,2.98,-1.61,5.92
0.171,0.63,-1.57,12.47
0.172,-0.39,2.08,14.24
0.173,-4.2,2.51,19.57
0.174,-6.79,6.9,15.26
0.175,-4.51,5.02,5.3
0.176,-1.45,1.61,3.06
0.177,-1.61,7.3,5.1
0.178,-2.79,2.08,1.02
0.179,-2.55,-1.02,1.41
0.18,-4.9,5.57,6.51
0.181,-3.53,-0.31,5.65
0.182,-3.41,-2.08,16.24
0.183,-10.71,9.89,20.01
0.184,-5.3,-6.67,13.06
0.185,-1.8,-3.69,3.06
0.186,-1.8,3.3,8.04
0.187,0,-1.61,8.28
0.188,1.1,-3.8,6.32
0.189,3.37,-1.61,3.65
0.19,-0.78,2,12
0.191,-1.61,3.02,14.63
0.192,-4.79,3.18,20.01
0.193,-5.3,9.34,14.36
0.194,-3.49,-0.43,3.02
0.195,-1.33,4.55,2.71
0.196,-1.49,6.75,1.92
0.197,-2.43,2.28,-0.08
0.198,-4.04,2.31,2.59
0.199,-4.43,5.37,4.71
0.2,-2.71,-4.43,7.26
0.201,-7.18,10.63,20.01
0.202,-6.43,-0.51,14.75
0.203,-6.16,-1.65,15.53
0.204,-0.59,-1.41,9.3
0.205,0.43,-1.1,7.81
0.206,0.59,-4.2,8.36
0.207,2.47,-3.14,3.18
0.208,2.35,-2.35,6.79
0.209,1.1,2.24,12.98
0.21,-3.1,4.82,20.01
0.211,-7.96,10.67,20.01
0.212,-5.14,5.73,7.96
0.213,-2.86,1.33,2.63
0.214,-2.59,4.71,3.61
0.215,-1.73,3.53,0.08
0.216,-2.55,2.28,-1.45
0.217,-3.45,4.04,1.84
0.218,-4.2,4.71,5.33
0.219,-4.94,-1.88,13.34
0.22,-7.22,4.9,20.01
0.221,-7.02,1.84,16.79
0.222,-3.8,-8.83,8.39
0.223,-0.78,-2.39,4.16
0.224,0.47,-2.08,3.18
0.225,0.67,-4.39,4.86
0.226,1.33,-1.8,5.26
0.227,2.24,-2.04,7.45
0.228,0,1.45,15.22
0.229,-0.04,1.65,19.93
0.23,-6.47,8.59,20.01
0.231,-7.06,6.67,12.83
0.232,-2.94,0.39,2.2
0.233,-3.14,3.22,3.3
0.234,-1.92,4.2,0.27
0.235,-1.77,3.06,-1.26
0.236,-3.02,3.88,-0.75
0.237,-4.79,4.55,4.16
0.238,-6.35,0.63,11.85
0.239,-8.83,3.45,20.01
0.24,-6,4.55,16.75
0.241,-5.77,-5.69,12.63
0.242,-2.63,-4.35,6.47
0.243,-0.2,-1.45,4.16
0.244,1.02,-2.79,2.2
0.245,1.77,-4.24,4.2
0.246,1.45,-3.61,6.08
0.247,0.31,-1.22,12.94
0.248,-2.55,0.47,20.01
0.249,-5.69,7.61,20.01
0.25,-5.69,7.22,12.83
0.251,-3.96,0.43,4
0.252,-3.06,3.22,3.33
0.253,-1.57,3.77,-0.16
0.254,-2.43,2.51,0.27
0.255,-3.26,3.88,-1.33
0.256,-5.49,5.41,4.75
0.257,-7.02,0.71,9.81
0.258,-10.2,3.69,20.01
0.259,-6.67,2.79,15.53
0.26,-4.98,-6.9,11.06
0.261,-1.88,-5.53,7.96
0.262,0.75,-3.02,5.06
0.263,0.98,-3.77,4.31
0.264,2.16,-3.45,3.73
0.265,1.84,-2.51,5.92
0.266,-0.31,-0.16,12.55
0.267,-3.3,0.82,20.01
0.268,-7.26,9.61,20.01
0.269,-6.04,6.55,12.4
0.27,-3.73,-0.16,3.84
0.271,-3.06,3.22,2.79
0.272,-1.45,3.33,-1.18
0.273,-1.96,2.67,-1.69
0.274,-3.06,3.41,-0.82
0.275,-5.73,3.41,3.41
0.276,-8.36,-5.14,19.69
0.277,-6.39,8.39,20.01
0.278,-5.92,0.94,14.71
0.279,-4.63,-7.18,13.73
0.28,0.08,-1.29,5.88
0.281,0.63,-2.94,3.41
0.282,0.94,-4.79,2.55
0.283,1.69,-3.53,2.98
0.284,0.71,-2.75,8.08
0.285,0.63,-0.86,13.45
0.286,-4.31,3.61,20.01
0.287,-7.85,8.94,20.01
0.288,-5.57,1.92,7.14
0.289,-4.08,-0.55,4.31
0.29,-2.16,4.51,2.08
0.291,-1.41,3.88,-1.88
0.292,-1.1,2.39,-1.33
0.293,-1.49,4.24,-1.96
0.294,-5.3,3.3,3.26
0.295,-7.53,-4.67,14.79
0.296,-8.36,7.22,19.1
0.297,-8.67,4.24,18.36
0.298,-9.77,-6.47,18.87
0.299,-1.57,-1.73,6.86
0.3,1.53,-3.69,5.02
0.301,2.75,-4.67,3.61
0.302,2.2,-1.14,8.55
0.303,-1.06,2.08,13.85
0.304,-5.02,1.29,20.01
0.305,-8.28,10.12,20.01
0.306,-6.75,3.41,8.2
0.307,-4,-1.06,3.41
0.308,-2.16,4.12,1.02
0.309,-1.37,2.2,-1.92
0.31,-2.55,2.67,-1.49
0.311,-2.39,3.14,-2.24
0.312,-4.79,4.16,3.73
0.313,-8.87,0.59,10.28
0.314,-12.63,4.31,20.01
0.315,-8.51,2.55,18.4
0.316,-4.98,-6.12,10.71
0.317,-2.12,-4.67,4.39
0.318,-2.28,-3.49,5.69
0.319,-1.29,-4.47,6.75
0.32,1.73,-3.26,2.35
0.321,0.55,-3.88,7.18
0.322,-0.31,0.08,11.89
0.323,-3.3,-0.27,20.01
0.324,-8.59,10.16,20.01
0.325,-6.39,4.55,8.67
0.326,-3.65,-0.24,1.02
0.327,-3.22,2.75,1.65
0.328,-1.14,3.96,-1.18
0.329,-2.63,3.84,-3.26
0.33,-4.31,2.31,-1.45
0.331,-5.84,3.84,3.57
0.332,-8.94,-2.43,10.36
0.333,-11.85,2.2,20.01
0.334,-6.94,4.75,19.1
0.335,-5.26,-5.53,11.34
0.336,-1.92,-5.57,4.67
0.337,-0.12,-3.61,2.67
0.338,0.98,-5.02,3.1
0.339,1.96,-1.92,6.32
0.34,1.26,-0.2,9.73
0.341,-1.96,1.29,14.91
0.342,-6.59,5.53,20.01
0.343,-10.08,10.9,20.01
0.344,-5.61,2.2,6.9
0.345,-3.45,0.51,2.82
0.346,-2.51,2.2,2
0.347,-1.49,2.31,-2.2
0.348,-2.31,2.55,-3.06
0.349,-2.98,3.14,-1.96
0.35,-6.55,4,3.3
0.351,-9.65,2.2,20.01
0.352,-8.51,8.2,20.01
0.353,-8.59,-1.96,17.65
0.354,-4.79,-4.75,11.89
0.355,-1.96,-3.69,7.41
0.356,-0.47,-4.51,5.69
0.357,1.33,-3.45,2.9
0.358,1.37,-3.37,3.88
0.359,0.9,-2.24,7.77
0.36,0.16,-0.67,12.71
0.361,-6.08,3.45,20.01
0.362,-8.98,10.24,20.01
0.363,-6.08,2.31,7.85
0.364,-3.49,0.67,3.57
0.365,-2.08,2.98,1.41
0.366,-1.1,2.51,-2.2
0.367,-1.57,2.04,-3.26
0.368,-2.98,4.9,-1.29
0.369,-6.24,3.8,3.49
0.37,-9.81,2.59,18.28
0.371,-8.04,9.73,19.85
0.372,-9.06,-1.22,19.1
0.373,-5.92,-3.53,13.89
0.374,-1.65,-2.82,6.39
0.375,-1.06,-4.71,5.45
0.376,1.61,-3.77,1.45
0.377,2.2,-3.84,3.69
0.378,1.49,-3.14,7.02
0.379,0.47,-1.02,14.2
0.38,-8.87,8,20.01
0.381,-8.94,9.65,20.01
0.382,-6.32,3.41,8.24
0.383,-3.96,1.49,4.63
0.384,-1.92,3.73,0.67
0.385,-1.65,2.86,-0.86
0.386,-1.49,2.51,-3.37
0.387,-2.55,2.63,-3.88
0.388,-6.43,3.33,0.55
0.389,-8.59,0.16,8.32
0.39,-9.65,11.41,20.01
0.391,-11.18,3.88,20.01
0.392,-7.06,-4.08,11.45
0.393,-2.51,-2.51,5.06
0.394,-1.65,-2.94,4.63
0.395,0.86,-3.77,3.37
0.396,2.16,-2.67,3.65
0.397,1.61,-4.47,6.32
0.398,-0.2,-1.41,11.81
0.399,-3.45,1.88,20.01
0.4,-8.24,9.77,20.01
0.401,-7.18,6.75,13.26
0.402,-5.1,1.49,5.65
0.403,-3.53,2.86,2.94
0.404,-1.8,2.39,-1.26
0.405,-1.84,3.18,-2.86
0.406,-2.28,3.3,-3.73
0.407,-2.9,5.49,-3.1
0.408,-5.88,0,4.08
0.409,-10.12,10.4,20.01
0.41,-9.26,6.43,20.01
0.411,-8.32,-1.8,19.34
0.412,-4.08,-3.69,8.71
0.413,-2.55,-5.77,5.65
0.414,0.16,-5.02,3.57
0.415,3.18,-4.28,2.35
0.416,2.86,-3.96,4.39
0.417,1.8,0.2,10.83
0.418,-3.18,1.73,20.01
0.419,-8.43,6.12,20.01
0.42,-8.04,8.12,15.1
0.421,-4.2,0.51,3.26
0.422,-3.33,3.06,2.12
0.423,-2.08,3.14,-1.41
0.424,-1.57,2.63,-3.96
0.425,-2.9,3.77,-3.96
0.426,-4.63,2.79,0.31
0.427,-7.57,0.43,6.35
0.428,-10.63,9.85,20.01
0.429,-8.63,5.26,20.01
0.43,-5.18,-2.75,14.51
0.431,-1.69,-2.55,6.43
0.432,0.04,-5.61,4.39
0.433,3.33,-4.43,1.73
0.434,4.28,-3.49,2.08
0.435,2.35,-3.18,6.47
0.436,0.35,0.82,13.06
0.437,-8.36,4.55,20.01
0.438,-11.3,8.79,20.01
0.439,-8.39,5.92,10.55
0.44,-4.75,3.02,4.55
0.441,-2.08,3.77,-0.39
0.442,-1.33,2.94,-1.8
0.443,-2.63,3.26,-3.02
0.444,-2.86,3.3,-2.55
0.445,-7.18,3.41,1.41
0.446,-8.75,0.2,15.93
0.447,-7.18,11.06,20.01
0.448,-7.85,1.06,20.01
0.449,-2.51,-3.88,9.22
0.45,-0.98,-4.47,5.73
0.451,-0.31,-5.69,5.26
0.452,3.02,-4.04,3.06
0.453,2.82,-3.45,5.1
0.454,0.55,0.71,11.96
0.455,-1.8,0.16,16
0.456,-8.79,6.16,20.01
0.457,-10.28,9.89,19.85
0.458,-5.18,2.35,4.12
0.459,-2.59,2.16,0.35
0.46,-1.57,3.77,-3.3
0.461,-1.18,2.75,-6.63
0.462,-2.94,3.1,-4.79
0.463,-4.35,5.49,0.27
0.464,-8.28,3.37,4.94
0.465,-11.73,5.69,20.01
0.466,-10,7.77,20.01
0.467,-5.53,-3.8,13.38
0.468,-2.86,-4.55,7.34
0.469,-1.49,-4.28,4.08
0.47,1.1,-5.26,2.55
0.471,2.82,-4.04,2.24
0.472,1.92,-3.53,5.49
0.473,0.08,0.43,11.92
0.474,-1.96,0.24,18.63
0.475,-8.55,8.08,20.01
0.476,-9.57,8.55,19.26
0.477,-5.96,1.77,5.84
0.478,-3.69,2.59,2.04
0.479,-2.71,2.82,-0.86
0.48,-1.92,3.26,-3.37
0.481,-2,2.43,-5.49
0.482,-3.3,4.28,-3.37
0.483,-6.2,4.16,4.51
0.484,-12.47,2.12,20.01
0.485,-12.59,13.02,20.01
0.486,-6.51,-2.24,13.3
0.487,-3.88,-6.04,7.69
0.488,-2.04,-4.55,4.43
0.489,0.43,-5.49,2.75
0.49,2.94,-6.12,1.8
0.491,2.47,-3.1,5.02
0.492,0.12,-1.49,13.26
0.493,-0.71,1.1,19.46
0.494,-8.24,7.85,20.01
0.495,-10.12,7.61,18.79
0.496,-5.37,1.65,4.82
0.497,-3.02,3.14,1.77
0.498,-1.69,2.75,-2.31
0.499,-1.33,3.65,-4.59
0.5,-2.16,4.16,-5.26
0.501,-3.61,4.75,-2.86
0.502,-7.77,3.06,2.98
0.503,-12.79,4.94,20.01
0.504,-11.3,9.22,20.01
0.505,-7.41,-3.96,14.95
0.506,-3.8,-5.73,7.57
0.507,-2.24,-4.71,4.86
0.508,0.51,-5.61,1.45
0.509,2.79,-5.65,-0.04
0.51,2.47,-3.37,4.55
0.511,1.96,-2.47,9.57
0.512,-0.86,-0.35,20.01
0.513,-8.43,8.28,20.01
0.514,-8.71,8,17.42
0.515,-6.16,3.06,6.39
0.516,-3.22,2.08,0.04
0.517,-2.31,3.96,-1.8
0.518,-1.69,3.73,-4.82
0.519,-2.82,3.8,-4.82
0.52,-4.31,4.39,-1.02
0.521,-7.14,0.59,6.32
0.522,-13.49,4.63,20.01
0.523,-11.02,7.53,20.01
0.524,-7.41,-4.86,13.89
0.525,-3.49,-5.22,5.81
0.526,-2.08,-4.67,3.77
0.527,0.16,-4.94,3.96
0.528,2.39,-4.24,3.33
0.529,2.51,-4.43,7.53
0.53,-0.9,-0.2,16.08
0.531,-5.81,2.35,20.01
0.532,-9.69,9.69,20.01
0.533,-9.53,8,12.79
0.534,-5.37,0.82,2.31
0.535,-2.55,4.24,-0.67
0.536,-1.18,3.18,-2.35
0.537,-1.57,2.79,-4.59
0.538,-2.2,4.59,-3.41
0.539,-5.69,4.75,2.16
0.54,-9.22,-0.04,11.57
0.541,-12.2,10.71,20.01
0.542,-10.08,2.75,19.85
0.543,-7.1,-5.61,10.55
0.544,-4.04,-5.18,5.18
0.545,-1.33,-5.61,2.59
0.546,1.22,-5.57,2.47
0.547,2.47,-5.3,3.49
0.548,1.77,-4.12,8.04
0.549,-2.08,0.39,16.95
0.55,-7.18,2.12,20.01
0.551,-11.85,11.02,20.01
0.552,-7.53,4.94,8.04
0.553,-3.92,1.69,1.18
0.554,-1.8,3.88,-2.31
0.555,-1.1,3.02,-4.59
0.556,-1.57,2.24,-4.98
0.557,-3.1,5.18,-1.92
0.558,-7.45,4.55,3.65
0.559,-9.77,-2.47,14.71
0.56,-12.59,10.47,20.01
0.561,-8.39,-0.55,17.22
0.562,-6.16,-6.04,12.2
0.563,-2.31,-5.96,4.2
0.564,-1.57,-6.12,4.04
0.565,1.06,-3.53,1.84
0.566,2.47,-3.18,2.9
0.567,1.29,-2.04,7.22
0.568,-2.51,-1.02,18.99
0.569,-8.08,8,20.01
0.57,-9.92,8.63,20.01
0.571,-7.49,3.41,7.81
0.572,-3.61,1.41,1.8
0.573,-1.8,4.31,-1.06
0.574,-0.86,4.04,-3.57
0.575,-0.27,3.73,-4.24
0.576,-1.88,5.92,-1.57
0.577,-8.55,2,5.92
0.578,-10.16,-0.59,18.63
0.579,-12.36,6.86,20.01
0.58,-9.73,-1.77,14.4
0.581,-5.02,-3.41,6.94
0.582,-2.16,-2.86,4.67
0.583,-1.06,-2.31,6.47
0.584,1.41,-4.2,5.41
0.585,3.53,-5.3,2.86
0.586,1.22,-3.88,8.43
0.587,-2.04,-1.18,15.97
0.588,-7.45,3.45,20.01
0.589,-12.71,11.49,20.01
0.59,-6.35,4.24,6.2
0.591,-2.9,2.51,2.98
0.592,-1.33,2.9,1.45
0.593,-0.71,3.41,-3.45
0.594,-3.26,3.61,-4.08
0.595,-4.82,3.18,-1.61
0.596,-7.02,4.43,-1.22
0.597,-8.32,-3.22,13.3
0.598,-12.75,11.34,20.01
0.599,-9.14,-1.29,19.97
0.6,-5.37,-2.86,11.18
0.601,-2.43,-4.67,4.75
0.602,-0.08,-4.63,2.31
0.603,1.69,-5.65,2.63
0.604,2.55,-5.61,4.04
0.605,1.61,-1.73,9.53
0.606,-1.18,-0.24,16.12
0.607,-6.47,4.82,20.01
0.608,-11.1,8.39,20.01
0.609,-7.1,3.41,7.92
0.61,-3.18,1.61,1.73
0.611,-1.69,3.22,-0.98
0.612,-1.06,3.02,-2.82
0.613,-1.26,4.75,-3.69
0.614,-2.55,5.61,-1.96
0.615,-6.2,4.04,2.86
0.616,-7.69,-4.31,15.38
0.617,-10.43,11.14,20.01
0.618,-9.65,-5.1,19.77
0.619,-5.02,-5.37,6.59
0.62,-2.51,-3.1,4.67
0.621,-0.71,-4.04,6.2
0.622,1.65,-4.94,4.71
0.623,3.3,-3.49,3.18
0.624,1.26,-2.98,12.12
0.625,-1.92,-1.88,17.46
0.626,-8.08,3.45,20.01
0.627,-9.1,7.57,20.01
0.628,-5.65,2.55,6.98
0.629,-2.79,2.9,1.61
0.63,-1.84,5.06,-0.71
0.631,-0.71,3.33,-4.28
0.632,-1.49,4.47,-5.69
0.633,-3.1,6.2,-2.31
0.634,-8,4.39,3.73
0.635,-12.47,2.55,20.01
0.636,-16.12,8.75,20.01
0.637,-7.49,-5.33,10.94
0.638,-5.61,-5.33,7.65
0.639,-2.35,-4.24,3.73
0.64,0.55,-4.12,1.53
0.641,2.82,-6.47,1.26
0.642,2.79,-5.77,3.45
0.643,0.75,-3.53,12.79
0.644,-4.47,-2.12,20.01
0.645,-11.85,8.87,20.01
0.646,-9.22,6.12,12.91
0.647,-6,1.26,3.73
0.648,-2.63,4.39,-0.63
0.649,-1.18,4.75,-4.28
0.65,-0.78,5.53,-6.39
0.651,-1.18,5.81,-5.69
0.652,-4.08,6.51,-1.02
0.653,-11.85,-1.88,13.61
0.654,-13.06,9.89,20.01
0.655,-10.59,-0.63,20.01
0.656,-6.9,-5.65,10.28
0.657,-3.96,-5.14,4.43
0.658,-2.2,-3.22,3.77
0.659,1.14,-4.67,1.53
0.66,2.86,-5.26,1.06
0.661,1.65,-3.57,6.67
0.662,-2.51,-4.08,16.95
0.663,-6.04,-4.31,20.01
0.664,-10,6.94,20.01
0.665,-7.69,2.51,9.53
0.666,-3.33,2.59,1.88
0.667,-1.53,4.86,-0.55
0.668,-1.41,2.86,-3.3
0.669,-2.63,3.69,-4.04
0.67,-2.82,6.08,-3.41
0.671,-6.83,5.49,0.67
0.672,-13.42,-7.37,20.01
0.673,-15.06,10.47,20.01
0.674,-7.88,-5.1,16.55
0.675,-5.69,-5.96,8.04
0.676,-2.75,-5.53,2.12
0.677,-0.16,-5.92,-1.61
0.678,1.65,-5.65,-1.37
