NAME:,running3,,
0.121,1.33,-1.02,5.3
0.122,1.45,-4.94,14.67
0.123,-2.63,2.08,17.02
0.124,2.67,-5.88,15.65
0.125,0.24,-6.83,10.24
0.126,-1.33,-2.39,7.69
0.127,0.12,-2.16,5.84
0.001,-1.18,-2.82,3.45
0.002,-2.24,-3.3,2.59
0.003,-2.04,-3.1,5.69
0.004,-2.79,-1.57,9.53
0.005,-3.41,-5.22,15.06
0.006,-0.04,-4.12,20.01
0.007,-3.26,-0.35,15.81
0.008,0.43,-1.65,8.87
0.009,-0.27,0.27,4.24
0.01,0.63,1.53,4.47
0.011,1.8,3.1,4.79
0.012,2.2,-1.77,3.69
0.013,2.51,-0.27,4.39
0.014,1.02,-0.31,6.2
0.015,1.33,-8.28,14.12
0.016,-0.75,0.16,17.85
0.017,-1.92,-2.79,13.26
0.018,-0.04,-9.22,9.49
0.019,-0.39,-3.14,10.04
0.02,0.67,-2.55,6.43
0.021,-0.27,-3.22,2.24
0.022,-1.45,-2.16,0.43
0.023,-1.77,-3.92,1.61
0.024,-1.22,-1.45,6.63
0.025,-2.2,-6,9.85
0.026,0.71,-5.49,19.69
0.027,-1.88,-2.47,17.14
0.028,0.2,-4.47,11.1
0.029,0.82,-1.37,11.45
0.03,-0.27,2.63,9.92
0.031,-0.08,1.02,6.24
0.032,1.84,-0.47,3.88
0.033,1.37,-0.12,3.69
0.034,0.63,0.16,4.31
0.035,1.14,-5.26,10.2
0.036,0.47,-4.55,15.73
0.037,-1.8,-0.9,15.38
0.038,2.75,-6.32,14.55
0.039,0.98,-4.98,8.2
0.04,-1.88,-2.94,2.12
0.041,-0.04,-3.69,1.37
0.042,-0.98,-2.12,1.84
0.043,-2.08,-2.43,2.59
0.044,-0.82,-4.16,7.34
0.045,-4.82,-7.85,13.3
0.046,-2.9,-5.77,19.77
0.047,-1.73,-4.35,18.04
0.048,0.39,-2.94,12.83
0.049,2.16,-1.53,10.71
0.05,-0.43,1.73,6
0.051,1.45,1.41,4.51
0.052,2.71,1.26,2.67
0.053,1.29,1.29,2.75
0.054,2.55,-0.08,6
0.055,4.82,-3.53,7.45
0.056,0.59,-12.94,14.71
0.057,2.2,-0.43,18.12
0.058,1.29,-4.98,9.41
0.059,1.41,-7.96,6.63
0.06,0.75,0.24,6.9
0.061,-0.27,-2.04,3.53
0.062,-1.33,-4.67,0.63
0.063,-2.04,-3.96,1.84
0.064,-3.77,-2.39,5.77
0.065,-3.73,-6.9,10.2
0.066,-3.22,-4.94,19.53
0.067,-0.75,-3.22,19.1
0.068,1.29,-2.39,10.04
0.069,0.2,-4,7.1
0.07,-0.82,2.43,7.02
0.071,1.45,1.41,5.92
0.072,2.63,0.2,3.8
0.073,0.16,0.78,4.16
0.074,0.98,1.29,5.96
0.075,-0.2,-4.79,7.41
0.076,0.43,-3.22,18.12
0.077,0,-0.59,15.49
0.078,2.24,-7.65,8.94
0.079,1.18,-6.12,6.16
0.08,-1.1,-0.82,5.33
0.081,0.2,-3.49,4.51
0.082,-3.14,-2.9,3.33
0.083,-2.86,-1.22,5.96
0.084,-1.88,-3.8,9.14
0.085,-4.08,-4.86,13.26
0.086,-0.78,-5.57,18.08
0.087,-3.61,-0.55,16.4
0.088,0.2,-2.9,10.79
0.089,0.59,-2.55,7.85
0.09,-0.51,3.14,5.81
0.091,1.53,1.33,3.49
0.092,1.92,0.59,2
0.093,1.96,1.02,3.45
0.094,2.35,0.71,7.02
0.095,0.12,-6.39,13.73
0.096,0.04,0.94,18.91
0.097,-0.27,-2.51,14.44
0.098,1.02,-8.75,7.92
0.099,0.94,-4.82,8.2
0.1,-0.59,-1.57,6
0.101,-1.29,-2.98,2.59
0.102,-1.92,-3.1,1.84
0.103,-2.28,-1.88,3.53
0.104,-2.12,-4.98,7.53
0.105,-4.04,-5.69,14.51
0.106,-2.28,-4.82,18.24
0.107,-0.12,-0.98,16.32
0.108,1.8,-2.28,10.98
0.109,-0.82,1.49,7.37
0.11,1.8,2.16,6.2
0.111,2.86,2.2,4.63
0.112,3.3,0.98,3.8
0.113,1.84,0.31,3.18
0.114,2.51,-1.29,5.3
0.115,1.14,-8.87,12.32
0.116,-0.51,-4.94,16.51
0.117,0,-4.9,12.47
0.118,0.78,-9.22,7.3
0.119,1.65,-4.51,6.55
0.12,1.22,-2.63,5.33
0.121,0,-3.77,2.59
0.122,-2.04,-2.86,3.65
0.123,-3.02,-1.1,7.65
0.124,-1.8,-5.14,10.67
0.125,0,-6.94,18.16
0.126,-2.39,-3.02,17.3
0.127,-1.33,-2.35,11.57
0.128,1.02,-2.24,8.71
0.129,-1.65,2.82,7.1
0.13,2.39,2.16,3.57
0.131,2.35,-0.24,2
0.132,2.16,1.33,5.41
0.133,1.37,2.12,8.47
0.134,0.59,-3.92,8.47
0.135,-1.88,-6.75,19.97
0.136,-1.29,2.16,19.69
0.137,2.28,-9.41,8.51
0.138,0.24,-5.1,3.49
0.139,-1.18,-2.59,4.43
0.14,-0.16,-2.75,4
0.141,-1.8,-2.67,1.49
0.142,-1.92,-3.77,1.22
0.143,-0.51,-3.69,4.04
0.144,-3.69,-5.77,11.45
0.145,-2.08,-5.14,20.01
0.146,-3.33,-2.63,16.67
0.147,-0.78,-3.33,7.65
0.148,0.35,-3.22,4.98
0.149,-0.59,1.77,6
0.15,2.67,0.08,5.92
0.151,0.43,-0.43,3.22
0.152,0.75,2.12,5.18
0.153,1.22,0.24,8.63
0.154,-0.27,-7.57,12.71
0.155,-1.06,-1.92,20.01
0.156,0.82,-4.82,15.34
0.157,0.27,-5.26,6.2
0.158,0.04,-2.71,2.67
0.159,0.59,-3.14,2.75
0.16,-1.14,-2.55,2.71
0.161,-1.77,-2.75,2.71
0.162,-1.88,-4.59,5.88
0.163,-0.35,-2.35,10.12
0.164,-4.94,-12.79,14.28
0.165,-1.1,-6.55,20.01
0.166,-4.55,0.51,13.06
0.167,1.02,-6,5.33
0.168,-0.47,-1.73,4.2
0.169,0.59,1.65,3.53
0.17,1.14,0.67,2.2
0.171,-0.75,0.51,2.35
0.172,0.9,1.8,8.12
0.173,0,-7.53,13.65
0.174,0.55,-2.75,20.01
0.175,-0.94,0.08,17.26
0.176,2.82,-9.34,8.43
0.177,-1.33,-3.18,4.39
0.178,-0.9,-1.65,5.96
0.179,0.2,-2.47,6.16
0.18,-3.02,-2.08,2.39
0.181,-1.8,-3.84,3.26
0.182,-1.92,-3.73,6.67
0.183,-2.31,-4.31,10.79
0.184,-2.82,-9.92,17.77
0.185,-4.94,1.06,18.36
0.186,-1.37,-2.31,10.4
0.187,1.26,-3.3,5.14
0.188,-1.37,1.29,2.75
0.189,1.69,0.27,3.33
0.19,1.14,1.1,3.88
0.191,-0.08,1.45,3.65
0.192,1.61,-0.04,8.47
0.193,0.63,-6.35,12.4
0.194,0.59,-8.16,18.48
0.195,-1.73,0.27,17.18
0.196,1.8,-5.81,8.24
0.197,-1.1,-6.71,4.51
0.198,-0.12,0.35,6.75
0.199,-0.35,-2.12,3.61
0.2,-1.37,-4.31,1.41
0.201,-2.59,-2.47,3.26
0.202,-1.1,-3.33,7.18
0.203,-2.98,-9.53,13.14
0.204,-2.55,-7.92,20.01
0.205,-3.22,-1.49,15.22
0.206,1.06,-4.67,6.47
0.207,-0.12,-2.31,2.55
0.208,0.63,3.22,3.96
0.209,1.33,0.31,3.49
0.21,-0.16,0.55,3.77
0.211,0.55,0.24,6
0.212,2.2,-0.9,8.59
0.213,0,-8.36,14.47
0.214,-1.26,2.82,19.97
0.215,2.2,-6.16,13.49
0.216,1.57,-8.12,9.02
0.217,-0.31,-2.04,8.55
0.218,0.43,-2.82,4.67
0.219,-0.59,-3.33,1.1
0.22,-2.35,-1.37,0.82
0.221,-2.79,-3.37,2.59
0.222,-2.2,-7.61,9.81
0.223,-1.65,-3.1,17.42
0.224,-2.51,-6,14.16
0.225,-0.31,-3.69,12.32
0.226,0.08,-2.08,9.57
0.227,-1.69,0.35,6.94
0.228,0.98,0.82,5.14
0.229,0.27,0.27,2.59
0.23,0.98,0.63,3.1
0.231,2.24,0.94,7.1
0.232,1.88,-3.49,8.98
0.233,1.84,-6.12,18.04
0.234,-2.79,1.92,14.87
0.235,2.79,-6.71,9.85
0.236,1.26,-8.2,3.92
0.237,0.27,0.04,6.79
0.238,1.18,-0.75,6.2
0.239,-1.53,-4.04,3.18
0.24,-1.96,-2.51,5.88
0.241,-0.78,-3.45,8.98
0.242,-1.26,-6.86,13.49
0.243,-1.88,-6.67,18.67
0.244,-3.57,0.27,16.63
0.245,-0.55,-2.51,9.85
0.246,0.12,-2.59,5.69
0.247,0.94,2.35,5.65
0.248,2.31,1.22,3.26
0.249,0.71,-1.61,1.02
0.25,-0.9,0.51,3.41
0.251,1.53,1.73,7.88
0.252,-1.1,-8.12,11.22
0.253,-2.43,1.96,16.91
0.254,2.31,-5.45,13.1
0.255,1.1,-8.28,6.79
0.256,-0.31,-1.73,5.88
0.257,0.31,-3.61,4.04
0.258,-0.71,-4.43,3.1
0.259,-1.77,-1.73,5.69
0.26,-0.63,-2.12,9.02
0.261,-1.45,-2.55,8.94
0.262,-3.41,-11.49,15.3
0.263,-1.02,-3.61,19.5
0.264,-3.14,-0.82,10.28
0.265,0.9,-4.31,5.26
0.266,1.1,2.71,4.98
0.267,2.43,1.1,4.59
0.268,0.9,1.65,2.75
0.269,0.67,1.8,3.8
0.27,1.45,-2.08,6.67
0.271,-0.35,-7.06,16.67
0.272,-0.04,1.41,18.71
0.273,1.57,-6.47,11.14
0.274,-0.12,-7.06,6.94
0.275,-1.02,-0.47,7.06
0.276,-0.12,-2.51,4.43
0.277,-1.45,-3.57,2.08
0.278,-1.29,-2.51,2.9
0.279,-0.82,-2.55,6.43
0.28,-2,-7.53,12.2
0.281,-1.88,-3.73,18.44
0.282,-4.39,-1.69,17.53
0.283,0.12,-2.16,13.45
0.284,0.35,-2.59,9.41
0.285,-0.86,0.71,6.75
0.286,0.9,-0.12,4.35
0.287,0.63,-1.02,2.43
0.288,-0.24,1.61,2.86
0.289,1.49,0.71,6.08
0.29,1.29,-5.65,9.02
0.291,1.29,-6.08,15.69
0.292,-0.31,-2.47,15.97
0.293,3.18,-5.73,11.1
0.294,-0.67,-5.45,4.67
0.295,0.9,-0.47,6.35
0.296,0.31,-2.28,4.24
0.297,-0.86,-2.47,2.24
0.298,-1.45,-2.31,3.1
0.299,-2.55,-5.65,6.71
0.3,-2.35,-5.45,12
0.301,-2.75,-5.41,13.14
0.302,-2.86,-2.59,17.26
0.303,4.2,-2.71,17.46
0.304,-1.73,-0.08,8.83
0.305,1.45,0.04,5.3
0.306,0.9,0.78,3.14
0.307,0.08,1.14,1.02
0.308,0,-0.75,0.31
0.309,0.98,-1.1,3.14
0.31,2.2,-3.3,10
0.311,-0.12,-8.43,17.42
0.312,0,-4.08,16.83
0.313,1.18,-4.67,14.32
0.314,0.67,-4.43,10.16
0.315,-0.2,-2.24,6.04
0.316,0.55,-3.14,3.57
0.317,-0.82,-3.73,2.39
0.318,-2.59,-2.79,3.41
0.319,1.26,-3.88,9.69
0.32,-2.75,-8.55,16.75
0.321,0.55,-4.04,18.99
0.322,-2.24,-2.79,13.49
0.323,1.1,-3.96,8.55
0.324,-0.82,0.31,5.92
0.325,2,1.33,5.73
0.326,2.2,-1.65,3.57
0.327,0.86,-0.24,4.04
0.328,1.73,0.35,5.49
0.329,2.51,0.71,6.51
0.33,0,-8.43,14.12
0.331,2.16,1.73,20.01
0.332,1.65,-6.32,13.77
0.333,1.96,-6.98,7.02
0.334,-1.88,-4.67,3.45
0.335,1.02,-4.71,5.02
0.336,-2.28,-0.98,5.22
0.337,-2.71,-3.18,3.22
0.338,-1.96,-3.33,6.47
0.339,-1.37,-1.22,9.3
0.34,-4.82,-11.77,14.04
0.341,-0.12,-6.47,19.81
0.342,-1.29,-0.08,14.59
0.343,0.71,-2.63,6.71
0.344,-0.59,0.16,4.47
0.345,0.71,2.47,4.79
0.346,2.86,-0.43,2.67
0.347,0.98,0,3.3
0.348,1.8,1.26,6.51
0.349,-0.2,-8.28,12.28
0.35,0.47,-7.3,17.57
0.351,-0.71,-1.61,15.97
0.352,1.14,-6.2,7.3
0.353,-0.08,-6.75,2.12
0.354,0.08,-1.73,6.47
0.355,-0.04,-1.65,5.45
0.356,-2.16,-3.8,3.1
0.357,-2.2,-3.69,5.33
0.358,-1.02,-2.82,11.1
0.359,-4,-9.77,13.3
0.36,-0.75,-5.84,18.44
0.361,-1.96,0.2,13.38
0.362,0.63,-4.75,6.98
0.363,0.47,-1.18,6.51
0.364,-2.35,5.69,6.94
0.365,2.43,-2.28,4.39
0.366,1.29,-1.29,3.96
0.367,1.57,2.35,7.22
0.368,1.14,-5.33,8.59
0.369,0.12,-6.16,13.93
0.37,-1.37,1.14,15.34
0.371,2.79,-5.69,9.73
0.372,-0.12,-6,2.39
0.373,-0.16,-2.63,3.37
0.374,0.67,-2.82,5.1
0.375,-4.51,-2.55,4.2
0.376,-3.14,-4.31,7.81
0.377,-1.53,-4.94,12.47
0.378,-0.47,-6.51,20.01
0.379,-0.12,-3.45,19.61
0.38,-1.26,-1.8,11.65
0.381,0.98,-3.14,7.02
0.382,-1.88,2.35,5.18
0.383,3.22,1.14,6.55
0.384,0.59,0.2,4.2
0.385,0.55,-0.71,4.55
0.386,0.43,1.06,6.75
0.387,1.92,-5.65,8.16
0.388,0.16,-8.67,13.69
0.389,-2.12,1.8,15.73
0.39,0.75,-4.94,9.53
0.391,-0.67,-8.2,4.79
0.392,-2.43,-0.04,4.79
0.393,-0.75,-3.37,3.18
0.394,-2.28,-4.59,1.65
0.395,-4.08,-2.28,5.77
0.396,-2.47,-3.69,8.87
0.397,-2.67,-7.81,16.51
0.398,-1.26,-3.77,19.26
0.399,-1.41,-1.88,14.12
0.4,1.96,-3.96,7.65
0.401,-1.33,-0.51,3.41
0.402,3.22,0.63,4.67
0.403,1.73,0,4.51
0.404,1.53,0.35,6.24
0.405,1.69,0.78,8.67
0.406,1.49,-3.61,8.9
0.407,2.12,-8.87,14.51
0.408,-1.02,1.45,17.89
0.409,-0.27,-3.8,11.73
0.41,0.2,-5.84,5.06
0.411,0.35,-3.45,3.57
0.412,-0.67,-3.18,3.8
0.413,-1.73,-3.45,3.3
0.414,-2.2,-3.69,3.69
0.415,-0.75,-3.26,10.4
0.416,-3.69,-9.45,15.81
0.417,-2.12,-4.63,17.97
0.418,-2.82,-0.67,13.53
0.419,0.55,-2.9,6.98
0.42,-1.18,-1.02,4.2
0.421,2.28,2.59,6.39
0.422,1.18,0.47,4.55
0.423,0.94,0.63,5.14
0.424,2.43,0.39,7.81
0.425,1.8,-1.18,7.3
0.426,0.67,-11.89,16.2
0.427,-1.88,3.33,19.18
0.428,-0.98,-5.18,11.61
0.429,-0.12,-8,5.02
0.43,-1.26,-3.1,5.65
0.431,1.26,-2.9,2.47
0.432,-2.63,-3.65,-0.43
0.433,-4.31,-2.12,0.78
0.434,-0.67,0.82,7.14
0.435,-4.04,-6,12.4
0.436,-2.82,-0.98,18.59
0.437,-1.84,-3.61,15.77
0.438,-0.27,-2.75,10.2
0.439,-1.26,-1.61,7.45
0.44,1.65,1.29,7.77
0.441,0.94,0.2,4.28
0.442,0.82,0.24,4.04
0.443,1.77,2.43,6.43
0.444,0.98,-4.24,9.53
0.445,0.2,-9.57,16
0.446,-0.86,3.77,16.04
0.447,1.88,-5.49,7.34
0.448,0.51,-6.67,2.04
0.449,-1.57,-3.1,3.96
0.45,0.86,0.55,6.67
0.451,-1.37,-2.82,4.67
0.452,-2.98,-2.04,4.31
0.453,-0.47,-2.75,7.77
0.454,-1.88,-5.41,13.1
0.455,-1.45,-4.9,15.93
0.456,-2.28,0.35,14.04
0.457,0.47,-3.41,10.71
0.458,-1.06,0.08,7.57
0.459,0.78,1.29,8.2
0.46,1.22,1.1,5.81
0.461,0.67,-0.08,3.18
0.462,1.92,0.78,7.26
0.463,2.82,0.94,8.28
0.464,0.98,-9.38,14.63
0.465,0.55,5.14,18.79
0.466,-1.18,-1.18,13.18
0.467,-0.55,-6.83,6.9
0.468,-0.2,-1.84,4.86
0.469,-1.69,-1.57,2.98
0.47,0.67,-3.69,3.49
0.471,-2.59,-0.55,3.06
0.472,-1.33,-2.08,4.24
0.473,-2.35,-3.8,7.61
0.474,-0.71,-8.08,14.79
0.475,-0.43,-0.59,20.01
0.476,-0.86,2.43,12.87
0.477,1.96,-4.55,7.69
0.478,-0.39,3.18,6.83
0.479,1.33,1.45,5.02
0.48,2.75,0.82,5.1
0.481,1.73,1.92,6.63
0.482,2.86,1.02,8.28
0.483,1.61,-6.94,13.38
0.484,-0.16,-1.45,16.28
0.485,1.41,-2.59,14.36
0.486,1.14,-4.75,8.36
0.487,0.67,-3.06,7.02
0.488,1.02,-0.43,6.9
0.489,-0.9,-2.2,2.79
0.49,-0.94,-3.53,2.24
0.491,-2.43,-2.86,6
0.492,-2.12,-4.08,9.45
0.493,-2.94,-7.96,16.48
0.494,-2.51,-0.86,17.1
0.495,-1.53,-0.24,9.41
0.496,0.51,-4,6.28
0.497,-0.2,2.39,6.86
0.498,2.08,1.06,5.18
0.499,2.71,0.04,3.96
0.5,1.65,0.55,4.39
0.501,2.43,1.33,7.41
0.502,2.35,-2.35,9.85
0.503,1.73,-9.77,13.49
0.504,-1.53,1.96,16.44
0.505,0.55,-5.73,9.41
0.506,-0.55,-5.22,4.59
0.507,-0.2,-2.59,5.53
0.508,0.94,-1.53,5.65
0.509,-1.92,-3.3,2.86
0.51,-1.88,-2.75,4.39
0.511,-0.94,-1.41,8.67
0.512,-2.2,-7.49,14.28
0.513,-0.78,-5.14,16.44
0.514,-2.12,1.06,12.98
0.515,0.59,-3.37,8.63
0.516,-0.47,-1.18,6.63
0.517,1.37,0.71,4.9
0.518,1.33,-0.12,4.51
0.519,1.06,2.08,5.33
0.52,3.57,0.08,8.71
0.521,1.45,-6.12,9.22
0.522,2.39,-2.08,18.32
0.523,1.02,-0.75,15.38
0.524,2.86,-6.51,8.08
0.525,-0.67,-5.22,3.53
0.526,-0.35,-2,4.55
0.527,-0.2,-1.49,4.2
0.528,-2.43,-2.86,2.79
0.529,-2.2,-3.61,4.24
0.53,-1.57,-2.04,9.45
0.531,-4.12,-8.63,16.44
0.532,-1.73,-2.39,19.53
0.533,-0.59,0.75,13.73
0.534,1.53,-1.88,7.18
0.535,0.82,-0.24,5.49
0.536,1.29,2.55,6.83
0.537,1.06,2.47,5.1
0.538,2.75,0.12,3.22
0.539,2,-0.04,4.16
0.54,2.47,-0.12,6.39
0.541,1.33,-10.9,14.28
0.542,-2.94,3.84,17.73
0.543,1.1,-4.9,11.02
0.544,0,-6.16,4.63
0.545,0.04,-3.92,4
0.546,1.49,-1.96,6.63
0.547,-1.14,-3.69,3.73
0.548,-1.77,-3.45,3.77
0.549,-0.59,-2.43,8.67
0.55,-1.73,-8.43,13.26
0.551,-0.82,-5.18,19.77
0.552,-5.45,2.9,17.69
0.553,-0.51,-1.29,10.67
0.554,1.1,-3.73,5.26
0.555,-0.16,2.75,5.06
0.556,2.75,1.1,3.45
0.557,1.33,1.18,2.9
0.558,1.8,2.35,4.86
0.559,2.55,2.31,8.51
0.56,-0.59,-9.45,16.48
0.561,-3.69,7.65,18.51
0.562,0.04,-9.34,11.02
0.563,3.92,-12.32,8.08
0.564,-2.39,0.39,9.1
0.565,-1.1,-2.43,4.04
0.566,-0.98,-3.41,1.26
0.567,-1.61,-1.22,1.92
0.568,-1.29,-2.28,2.94
0.569,-2.59,-6.47,7.26
0.57,-1.29,-6.86,18.24
0.571,-3.3,1.33,20.01
0.572,1.96,-1.45,14.08
0.573,1.57,-3.84,7.85
0.574,0.2,2.16,7.41
0.575,2.71,-0.08,5.84
0.576,1.49,1.26,4
0.577,2.47,0.9,4.82
0.578,3.41,-0.16,6.79
0.579,1.92,-6.35,11.96
0.58,1.41,-0.43,16.87
0.581,1.84,-1.92,15.1
0.582,-0.82,-4.71,7.81
0.583,-0.27,-4.98,4
0.584,0.94,-2.2,5.18
0.585,0.78,-3.57,4.51
0.586,-1.77,-2.67,3.8
0.587,-1.06,-2.16,6.94
0.588,-0.2,-6.28,10.87
0.589,-1.96,-7.1,15.02
0.59,-2.59,-1.73,17.89
0.591,1.88,1.57,13.93
0.592,1.02,-2.59,6
0.593,1.29,2.28,5.3
0.594,1.92,1.57,4.39
0.595,2.12,1.41,3.53
0.596,2.59,1.14,4.67
0.597,2.86,1.18,8.12
0.598,2.12,-7.18,13.57
0.599,2.71,-2.59,19.53
0.6,0.16,-1.18,16.28
0.601,4.39,-6.59,9.69
0.602,0.9,-5.88,5.14
0.603,0.75,-2.67,5.22
0.604,0,-1.53,2.94
0.605,-1.88,-2.28,0.63
0.606,-2.28,-2.82,2.2
0.607,-1.49,-2,7.88
0.608,-2.9,-9.18,13.69
0.609,-2.43,-5.61,17.22
0.61,-2.43,0.9,15.89
0.611,2.43,-0.94,12.36
0.612,0.43,-1.33,6.43
0.613,1.14,0.12,4
0.614,2.47,0.67,3.8
0.615,1.37,0.75,2.2
0.616,2.86,-0.39,4.16
0.617,2.94,-0.82,7.1
0.618,0.55,-9.85,15.38
0.619,-0.63,0.08,18.28
0.62,1.92,-2.31,14.83
0.621,1.14,-7.69,4.98
0.622,0.43,-5.81,4.35
0.623,1.1,-0.67,7.26
0.624,-0.24,-2.67,4.51
0.625,-1.57,-4,3.96
0.626,-1.41,-1.77,9.38
0.627,-3.33,-8.04,12.36
0.628,-0.78,-7.06,16.83
0.629,-1.61,-1.45,14.44
0.63,0.94,-2.71,9.49
0.631,0.39,-3.53,5.77
0.632,0.27,2.51,7.85
0.633,1.37,2.82,6.39
0.634,1.26,-0.94,2.79
0.635,2.39,-0.43,3.69
0.636,2.86,-0.71,7.77
0.637,0.43,-9.02,12.87
0.638,-0.04,1.18,17.93
0.639,0.2,-2.9,14.95
0.64,2,-6.12,8.71
0.641,-0.27,-5.41,3.77
0.642,0.67,-2.12,6.75
0.643,-0.24,-2,4.94
0.644,-3.22,-3.14,1.96
0.645,-1.65,-2.51,5.3
0.646,-1.14,-3.57,8.32
0.647,-4.28,-10.63,14.28
0.648,-3.37,-1.92,18.83
0.649,-0.98,0.04,14.16
0.65,1.37,-2.67,6.04
0.651,-1.1,-0.71,3.65
0.652,3.1,2.12,5.96
0.653,2.47,2,4.94
0.654,2.43,-0.16,4.63
0.655,3.22,-0.16,7.1
0.656,3.1,-6.2,12.83
0.657,2.35,-4,17.38
0.658,1.49,-1.65,14.47
0.659,0.94,-4,9.26
0.66,-0.2,-4.59,3.57
0.661,0.16,-3.3,3.73
0.662,-0.63,-0.63,5.57
0.663,-2.08,-3.22,4.16
0.664,-1.18,-3.57,7.92
0.665,-2.94,-6.12,12.04
0.666,-0.98,-5.84,15.18
0.667,-3.22,-1.18,13.57
0.668,0.16,-0.86,12.59
0.669,0.94,-2.43,9.57
0.67,-0.43,1.22,5.81
0.671,2.71,1.92,3.33
0.672,2.59,0.63,2.47
0.673,3.65,-0.55,2.39
0.674,3.8,-1.84,5.06
0.675,3.14,-8.59,13.3
0.676,0.31,3.18,18.12
0.677,2.2,-4.86,14
0.678,3.49,-5.65,9.18
0.679,-0.94,-4.82,3.18
0.68,0.39,-1.02,5.84
0.681,0.31,-1.14,4.35
0.682,-2.75,-3.73,2.24
0.683,-1.69,-2.59,6.39
