NAME:,running4,,
0.048,0.82,-6.12,11.81
0.049,1.26,-1.14,9.96
0.05,-2.2,1.61,5.45
0.051,0.31,0.43,3.33
0.052,-0.59,1.22,2.12
0.053,2.35,0.08,3.06
0.054,2.35,-1.49,4.59
0.055,-0.12,-4.75,8.24
0.056,0.86,-9.18,14.87
0.057,-2.35,-0.2,12.59
0.058,1.41,-9.65,7.3
0.059,2.82,-10,8.63
0.06,-2.2,2.86,9.89
0.061,-1.26,-3.41,4.75
0.062,-0.71,-3.1,2.94
0.063,-2.59,-2.08,2.28
0.064,-2.51,-4.43,3.45
0.065,-1.96,-3.45,9.02
0.066,-5.92,-9.81,13.49
0.067,-2.82,-5.81,17.14
0.068,-1.14,-3.65,11.02
0.069,1.06,-5.49,9.45
0.07,-0.31,-0.08,8.12
0.071,-0.04,0.94,5.53
0.072,2.98,0.12,3.33
0.073,0.86,-0.63,1.73
0.074,1.73,0.75,3.96
0.075,2.47,-3.18,7.22
0.076,1.02,-10.32,15.69
0.077,-0.16,0.47,17.57
0.078,0.39,-5.45,10
0.079,0.2,-9.3,4.35
0.08,1.33,-3.3,6.63
0.081,0.24,-2.08,5.22
0.082,-1.49,-4.31,3.65
0.083,-2.94,-1.45,5.49
0.084,-1.8,-4.71,8.59
0.085,-3.26,-8.12,13.1
0.086,-2.35,-5.77,16.75
0.087,-2.24,-4.67,14.79
0.088,1.02,-3.14,10.16
0.089,-0.75,-1.1,7.1
0.09,-0.78,0.67,5.18
0.091,1.22,1.92,4.55
0.092,1.41,-1.69,3.26
0.093,1.26,-0.51,4.79
0.094,1.8,1.45,8.16
0.095,-0.2,-10.59,11.34
0.096,0.63,-7.41,14.83
0.097,-0.63,-1.65,12.32
0.098,0.9,-5.92,5.92
0.099,2.47,-7.18,4.55
0.1,0.71,2.63,8.36
0.101,-0.98,-3.1,4.39
0.102,-3.77,-4.47,3.8
0.103,-2.04,-2.31,8.75
0.104,-3.22,-7.34,10.36
0.105,-4.04,-9.18,18.67
0.106,-4.47,-1.14,16.87
0.107,-2.55,1.57,9.65
0.108,2.79,-3.8,5.22
0.109,-0.24,0.35,5.84
0.11,1.06,1.53,5.18
0.111,1.69,1.02,4
0.112,0.75,1.02,3.84
0.113,2.12,-0.82,6.79
0.114,-1.22,-9.81,12.94
0.115,0,-1.33,19.81
0.116,-0.59,-4.67,11.85
0.117,1.1,-8.94,6.43
0.118,-0.86,-5.06,4.39
0.119,-0.27,-1.61,5.84
0.12,-2,-4.98,3.33
0.121,-3.3,-1.88,4.82
0.122,-2.43,-3.69,6.16
0.123,-3.1,-4.35,8.87
0.124,-4.24,-7.37,17.5
0.125,-1.84,-4.24,17.73
0.126,-2.39,-2.82,11.61
0.127,0.31,-3.92,5.41
0.128,-0.98,-2.63,2.82
0.129,1.73,0.82,6
0.13,1.06,0.51,4.67
0.131,1.14,0.24,3.92
0.132,1.65,0.2,6.04
0.133,0.94,-0.75,9.38
0.134,0.35,-9.26,16.67
0.135,-3.53,2.55,18.95
0.136,-0.12,-2.98,13.06
0.137,0.94,-7.81,5.18
0.138,1.29,-5.77,5.84
0.139,0.35,0.16,6.83
0.14,-1.26,-5.18,2.79
0.141,-2.51,-2.51,3.14
0.142,-2.55,-2.12,6.28
0.143,-1.73,-4.59,10.24
0.144,-3.61,-8.28,13.77
0.145,-5.06,-4.12,15.49
0.146,-2.82,-1.69,11.34
0.147,0.39,-3.14,9.06
0.148,-1.1,1.45,5.77
0.149,1.92,-0.31,4.35
0.15,2.59,-0.9,3.22
0.151,2.24,-0.2,4.98
0.152,0.55,-0.94,5.49
0.153,1.33,-2.75,8.67
0.154,-0.9,-10.87,13.53
0.155,-2.31,-0.12,17.42
0.156,0.55,-2.55,8.63
0.157,1.1,-6.79,3.73
0.158,1.45,-4.24,4.55
0.159,-0.04,-0.55,6.63
0.16,-2.67,-4.55,3.73
0.161,-3.18,-1.49,7.69
0.162,-3.22,-4.04,10.4
0.163,-3.8,-3.41,15.06
0.164,-4.43,-7.06,13.96
0.165,-1.41,-2.08,11.57
0.166,-1.49,-3.1,8.08
0.167,0.2,-0.39,6.71
0.168,1.84,0.39,5.3
0.169,2.35,0.94,3.49
0.17,0.9,2.98,2.86
0.171,2.31,1.49,3.73
0.172,1.57,-2.24,6.24
0.173,3.18,-7.69,15.93
0.174,0.35,0.63,19.65
0.175,3.02,-7.88,17.3
0.176,0.08,-5.77,15.02
0.177,-4.35,-1.1,7.88
0.178,-3.41,-3.96,2.63
0.179,-3.84,-5.1,-0.35
0.18,-6.43,-2.28,1.02
0.181,-3.1,-0.04,4.9
0.182,-4.9,-4.43,8.32
0.183,-3.65,-6.51,15.3
0.184,0,1.02,17.69
0.185,0.67,-0.75,12.83
0.186,2.08,-1.53,7.85
0.187,2.82,2.31,5.53
0.188,3.33,1.88,4
0.189,4.51,-0.35,3.49
0.19,2.08,0.9,5.18
0.191,3.61,-1.57,7.53
0.192,3.53,-11.14,19.73
0.193,0.16,11.41,20.01
0.194,-0.78,-3.14,12.12
0.195,1.02,-7.61,8.04
0.196,-1.49,-1.88,7.02
0.197,-2.2,-2.75,2.55
0.198,-3.53,-4.63,0.86
0.199,-3.88,-3.49,0.86
0.2,-3.06,-1.69,5.22
0.201,-3.96,-6.2,10.32
0.202,-2,-6.71,19.5
0.203,2.67,-5.06,18.83
0.204,0.51,2.24,10.67
0.205,-0.63,-2.51,3.92
0.206,1.45,0.35,5.96
0.207,0.27,4.86,4.82
0.208,2.51,0.59,2.71
0.209,3.3,-0.31,1.65
0.21,1.65,2.55,6.67
0.211,4.16,-13.14,15.02
0.212,0.2,1.22,20.01
0.213,-0.47,-5.06,17.46
0.214,2.28,-8.9,12.91
0.215,-3.1,-1.73,8.12
0.216,-2.16,-4,2.67
0.217,-4.2,-6.04,-1.69
0.218,-5.33,-1.84,0.86
0.219,-3.41,-0.59,3.61
0.22,-4.12,-4.75,5.45
0.221,-5.65,-7.18,12.94
0.222,2.35,-4.16,18.12
0.223,-2.55,-2.94,13.14
0.224,1.33,-1.92,13.3
0.225,-0.12,3.57,9.96
0.226,0.82,1.37,4.86
0.227,2.51,2.47,2.55
0.228,1.88,-0.24,0.94
0.229,2.43,-0.67,0.63
0.23,0.82,-10.36,10.51
0.231,2.63,-1.92,20.01
0.232,-0.27,-3.69,20.01
0.233,0.24,-8.36,12.79
0.234,-2.35,-1.88,5.77
0.235,1.57,-2.98,0.2
0.236,-1.22,-2.51,-3.96
0.237,-2.98,-0.31,-2.47
0.238,-1.22,-1.77,2.16
0.239,-3.33,-5.26,7.77
0.24,-5.1,-3.22,10.63
0.241,-3.57,-7.92,7.57
0.242,-0.24,-0.16,11.65
0.243,3.26,0.98,10.55
0.244,-1.41,0.67,7.81
0.245,4.12,2.51,10.28
0.246,1.41,2.43,6.08
0.247,2.24,-2.47,4.16
0.248,4.63,-0.67,9.3
0.249,3.8,-4,20.01
0.25,2.43,1.84,20.01
0.251,4.9,-3.69,19.85
0.252,0.98,-5.22,13.45
0.253,-2,-3.53,7.3
0.254,1.69,-2.55,2.71
0.255,-1.61,-2.39,-2.82
0.256,-2.28,-1.8,-1.57
0.257,-2.2,-2.82,1.53
0.258,-4.47,-4.67,5.61
0.259,-1.29,-6.67,12.12
0.26,-1.33,-5.49,14.59
0.261,-0.82,-0.35,12.83
0.262,1.73,-2,9.81
0.263,0.31,2.08,5.3
0.264,2.47,2.2,3.73
0.265,3.37,2.12,3.02
0.266,1.61,-0.43,2.04
0.267,4.55,-0.67,6.51
0.268,4.67,-4.79,9.57
0.269,5.49,-11.57,19.26
0.27,0.12,6.43,20.01
0.271,-0.04,-4.94,10.28
0.272,0.71,-7.69,4.67
0.273,0.78,-4.2,4.35
0.274,-1.18,-2,3.1
0.275,-3.26,-4.04,1.8
0.276,-2.79,-2.59,4.63
0.277,-2.04,-2.43,7.96
0.278,-1.88,-13.57,15.93
0.279,-1.84,0.59,20.01
0.28,-1.06,0.16,11.18
0.281,2.24,-2.16,7.18
0.282,1.49,-1.88,3.06
0.283,3.65,4.94,6.04
0.284,3.3,1.69,3.41
0.285,2.51,0.75,2.86
0.286,3.61,-1.61,5.96
0.287,2.31,-6.35,13.06
0.288,3.3,-2.63,18.91
0.289,1.57,-2.63,15.22
0.29,3.22,-10.28,8.28
0.291,1.69,-6.98,5.22
0.292,-1.26,-1.33,5.41
0.293,-1.61,-3.33,1.96
0.294,-3.02,-3.49,1.18
0.295,-2.79,-3.88,3.57
0.296,-2.16,-4.9,8.28
0.297,0.55,-10.87,18.32
0.298,1.84,-0.47,20.01
0.299,0.63,3.1,14.55
0.3,2.59,-2.28,5.61
0.301,-0.47,-1.29,1.69
0.302,2.2,4.79,4.31
0.303,3.77,1.92,2.82
0.304,2.35,0.78,1.88
0.305,3.33,0.27,7.14
0.306,2.31,-7.57,15.02
0.307,2.43,-4.9,19.22
0.308,0.51,2.12,15.69
0.309,3.14,-7.77,9.34
0.31,0.47,-7.65,4
0.311,-0.86,-1.49,4.82
0.312,-0.55,-3.02,2.08
0.313,-2.28,-4.43,1.73
0.314,-2.86,-3.84,4.86
0.315,-3.61,-5.02,8.75
0.316,-2.35,-10.63,14.12
0.317,-0.86,-4.31,19.73
0.318,-1.26,2.04,14.36
0.319,2.47,-4.39,6.83
0.32,0.08,-0.16,4.51
0.321,1.8,3.33,5.3
0.322,2.59,1.49,3.96
0.323,2.98,-0.35,3.84
0.324,4.43,-1.1,8.47
0.325,1.45,-6.83,14.87
0.326,2.35,-1.49,18.28
0.327,0.94,0.47,15.06
0.328,1.49,-9.96,8.51
0.329,-0.24,-4.86,6.04
0.33,-1.92,-0.78,3.92
0.331,-0.9,-4.24,1.26
0.332,-1.45,-4.59,1.41
0.333,-2.35,-2.16,5.33
0.334,-2.9,-4.35,7.81
0.335,-3.14,-11.02,13.93
0.336,-0.94,-2.86,20.01
0.337,-0.71,1.77,14.4
0.338,0.27,-2.51,5.3
0.339,0.04,0.35,4.39
0.34,3.18,2.94,6.59
0.341,2.16,1.37,3.22
0.342,3.1,-0.04,4.55
0.343,3.73,0,8.63
0.344,0.55,-5.92,13.22
0.345,4.31,-8.12,17.85
0.346,-0.55,4.16,17.18
0.347,0.04,-7.65,7.73
0.348,1.61,-8.75,5.02
0.349,0.55,-1.96,6.12
0.35,-1.33,-1.77,3.14
0.351,-1.88,-4.82,0.67
0.352,-2.04,-2.39,5.49
0.353,-1.8,-2.28,7.88
0.354,-2.98,-11.41,12.87
0.355,0.12,-6.39,18.83
0.356,-1.14,3.8,14.55
0.357,2.47,-3.49,7.53
0.358,2.98,-2.9,4
0.359,0.47,2.67,4.39
0.36,2.2,2,2.79
0.361,2.04,0.31,2.35
0.362,2.86,-0.31,3.96
0.363,3.49,-1.29,7.85
0.364,0.27,-13.34,13.45
0.365,8.43,-7.37,20.01
0.366,-3.3,6.75,12.43
0.367,1.29,-10.2,3.88
0.368,2,-9.3,1.57
0.369,1.06,-2.79,4.24
0.37,-2.59,-2.31,1.84
0.371,-3.3,-4.63,0.39
0.372,-2,-1.73,4.67
0.373,-1.73,-5.37,9.45
0.374,-2.98,-11.81,16.2
0.375,4.04,-6.79,20.01
0.376,-2.2,3.18,11.3
0.377,0.63,-5.06,5.37
0.378,2.63,-0.75,6.32
0.379,2.04,2.35,4.39
0.38,3.26,-1.1,1.77
0.381,3.8,-1.14,3.41
0.382,1.88,-1.73,8.51
0.383,3.57,-11.92,17.26
0.384,0.24,4.82,20.01
0.385,4.51,-6.55,11.3
0.386,4.28,-10.12,3.57
0.387,-0.35,-1.65,5.37
0.388,-1.41,-0.12,4.82
0.389,-1.37,-5.18,2.28
0.39,-3.45,-5.92,2.24
0.391,-1.77,-1.88,8.24
0.392,-2.59,-8.2,10.87
0.393,0.67,-8.36,19.89
0.394,-0.86,-3.57,19.34
0.395,1.73,-1.06,10.63
0.396,2.24,-2.71,3.26
0.397,-0.35,2.2,4
0.398,2.82,2.24,3.06
0.399,1.49,0,2.67
0.4,3.14,-0.9,3.3
0.401,3.77,0.2,6.24
0.402,2.04,-9.41,14.2
0.403,4.43,-3.3,19.93
0.404,-1.1,-2.75,15.06
0.405,5.1,-10.67,10.59
0.406,1.18,-6.71,5.96
0.407,-2.98,-2.39,3.02
0.408,-0.51,-5.45,1.22
0.409,-2.82,-3.8,0.98
0.41,-1.96,-3.22,4.98
0.411,-3.8,-8.83,12.2
0.412,0.08,-4.71,20.01
0.413,0.94,-6.24,18.79
0.414,0.12,-1.45,12.47
0.415,0.94,-2.51,6.39
0.416,0.31,0.9,4.12
0.417,1.96,2.16,3.26
0.418,2.28,2.2,2.43
0.419,2.43,0.75,1.69
0.42,3.92,-0.27,5.88
0.421,3.02,-6.04,12.12
0.422,7.45,-12.59,20.01
0.423,2.24,1.57,20.01
0.424,0.47,-7.85,8.71
0.425,0.31,-6.04,2.43
0.426,-1.26,-2.79,1.02
0.427,-1.37,-3.3,0.2
0.428,-1.77,-3.1,1.14
0.429,-3.49,-2.98,4.43
0.43,-1.84,-5.18,8.08
0.431,-2,-10.12,18.48
0.432,-1.1,-7.34,20.01
0.433,-0.04,0,15.38
0.434,1.65,-2.94,7.02
0.435,-0.9,-0.55,2.63
0.436,1.92,3.37,3.37
0.437,3.45,-0.59,2.71
0.438,3.84,0.94,3.45
0.439,2.51,1.06,6.12
0.44,-0.04,-10.24,13.06
0.441,6.47,-3.8,20.01
0.442,0.75,0.82,20.01
0.443,1.06,-8.94,8.36
0.444,-1.18,-5.45,2.08
0.445,-1.88,-3.8,3.49
0.446,0.47,-3.73,4.67
0.447,-3.26,-4.04,2.08
0.448,-2.24,-5.77,4.35
0.449,-2.12,-4.79,15.53
0.45,-1.53,-10.47,20.01
0.451,-0.51,-4.86,20.01
0.452,0.63,-1.14,12.79
0.453,1.1,-0.47,6.2
0.454,2.39,2.82,3.8
0.455,2.9,2.04,2.12
0.456,3.22,-0.9,1.33
0.457,2.16,-0.39,2.67
0.458,0.08,1.53,4.16
0.459,1.41,-1.61,7.37
0.46,4.12,-11.06,14.55
0.461,1.06,-2.43,16.4
0.462,0.31,-3.96,11.61
0.463,3.73,-8.39,9.61
0.464,-0.94,-3.8,6.55
0.465,-3.18,-3.06,3.73
0.466,-1.29,-5.73,1.41
0.467,-3.26,-4.63,2
0.468,-2.16,-2.43,7.49
0.469,-4.28,-11.34,13.1
0.47,-2,-12.16,18.2
0.471,-0.59,-3.26,17.69
0.472,-2.28,-1.69,7.26
0.473,0.59,-3.41,2.43
0.474,1.06,1.96,2.94
0.475,3.45,2.55,3.26
0.476,3.77,1.1,2.9
0.477,1.96,1.96,5.1
0.478,3.84,1.06,8.39
0.479,1.41,-12.28,12.79
0.48,2.51,-3.84,19.02
0.481,1.29,-2.35,17.5
0.482,2.63,-7.81,10.94
0.483,-0.35,-5.14,5.53
0.484,-0.08,-3.84,3.73
0.485,-1.73,-6.94,0.9
0.486,-5.81,-3.14,1.49
0.487,-2.2,-3.57,5.88
0.488,-2.63,-8.12,12.08
0.489,-0.2,-7.37,17.77
0.49,-0.51,1.33,15.89
0.491,1.18,-2.67,8.79
0.492,-0.04,-0.63,3.57
0.493,1.02,3.69,6.24
0.494,1.88,1.49,4.63
0.495,2.28,1.06,4.63
0.496,3.33,-0.82,6.04
0.497,4.51,-1.57,7.57
0.498,3.88,-10.51,15.73
0.499,1.57,1.37,19.73
0.5,2.82,-4.86,14.83
0.501,2.47,-8.39,10.16
0.502,0.63,-2.75,7.65
0.503,1.22,-4.2,2.75
0.504,1.53,-5.06,0.31
0.505,-2.28,-6.2,-1.1
0.506,-2.75,-3.14,6.12
0.507,-7.49,-5.1,6.83
0.508,-5.37,-12.24,16.44
0.509,1.06,-5.26,20.01
0.51,-1.49,-0.78,13.42
0.511,0.86,-3.77,5.57
0.512,0.82,1.33,3.84
0.513,0.47,3.33,3.22
0.514,2.75,2.94,2.39
0.515,3.96,0.04,2.59
0.516,1.8,3.14,6.55
0.517,5.41,-6.16,7.96
0.518,5.84,-15.02,14.08
0.519,-1.77,7.85,20.01
0.52,2.75,-6.28,13.38
0.521,0.35,-7.85,3.3
0.522,-2.12,-3.41,3.22
0.523,-0.27,-3.26,5.61
0.524,-3.1,-4.71,2.51
0.525,-5.14,-3.96,3.96
0.526,-2.63,-5.1,9.02
0.527,-4.12,-8.98,15.46
0.528,1.26,-7.61,20.01
0.529,0.27,-1.45,18.59
0.53,1.14,-2.28,8.75
0.531,1.37,-3.14,4.24
0.532,1.29,1.84,2.79
0.533,3.92,2.67,1.8
0.534,3.02,0.35,0.35
0.535,2.67,1.22,2.04
0.536,1.37,1.65,5.26
0.537,1.57,-13.69,10.87
0.538,3.92,-7.85,18.2
0.539,1.61,-4.75,15.77
0.54,3.49,-9.38,8.9
0.541,0.27,-8.08,4.47
0.542,-3.73,-5.84,1.84
0.543,-1.33,-7.26,3.18
0.544,-3.3,-3.18,3.77
0.545,-2.28,-3.73,5.1
0.546,-2.67,-6.67,8.67
0.547,-2.98,-12.08,14.91
0.548,2.55,-8.55,17.93
0.549,0.27,-0.86,13.38
0.55,-0.04,-2.47,5.22
0.551,0.75,-0.82,2.04
0.552,3.49,2.71,3.02
0.553,5.61,0.9,2.59
0.554,4.12,-0.08,4.08
0.555,-0.24,-3.26,5.84
0.556,2.31,-12.28,14.4
0.557,4.71,-3.49,19.77
0.558,1.88,-8.04,10.94
0.559,2.39,-8.71,6.43
0.56,0.9,-4.59,4.51
0.561,-1.96,-4.39,1.45
0.562,-2.51,-6.32,1.73
0.563,-3.69,-3.61,4.47
0.564,-3.57,-2.94,6.86
0.565,-4.12,-11.65,12.91
0.566,1.33,-11.26,19.97
0.567,0.78,-4.51,17.22
0.568,1.88,-3.84,7.92
0.569,1.26,-1.61,4
0.57,0.63,2.31,3.22
0.571,3.65,3.57,2.43
0.572,3.26,0.2,0.39
0.573,2.59,1.61,2.75
0.574,3.37,-2.2,6.83
0.575,3.77,-16.28,17.1
0.576,4.16,1.1,20.01
0.577,2.75,-7.37,14.55
0.578,3.8,-9.26,6.59
0.579,0,-5.37,3.26
0.58,-1.73,-2.08,2.47
0.581,-0.51,-4.47,1.14
0.582,-2.63,-4.08,1.57
0.583,-1.53,-5.14,5.77
0.584,-2.75,-6.9,9.96
0.585,-0.35,-13.02,17.89
0.586,1.14,-8.67,16
0.587,-1.53,-1.33,8.83
0.588,0.12,-3.49,5.96
0.589,0.71,1.26,4.43
0.59,1.8,3.3,1.57
0.591,4.43,1.41,0.86
0.592,2.98,1.53,0.63
0.593,1.61,3.8,2.79
0.594,6.43,-4.94,5.92
0.595,8.79,-17.1,20.01
0.596,2.9,1.57,20.01
0.597,-1.14,-7.77,12.36
0.598,1.8,-10,4.08
0.599,-1.26,-4.12,2.39
0.6,-1.77,-4.51,0.12
0.601,-3.37,-3.73,0.27
0.602,-3.02,-3.41,2.31
0.603,-3.37,-4.28,6.04
0.604,-3.77,-10.28,14.47
0.605,1.49,-10.71,20.01
0.606,1.37,-1.1,13.93
0.607,1.26,-3.49,6.24
0.608,1.53,-0.9,4.59
0.609,2.82,4.04,5.57
0.61,2.55,3.18,3.45
0.611,3.92,0.51,1.14
0.612,3.22,0.78,1.73
0.613,5.88,-1.14,4.24
0.614,4.98,-11.45,11.06
0.615,6.79,-5.73,20.01
0.616,3.02,0.78,20.01
0.617,3.18,-12.32,8.83
0.618,1.14,-5.65,5.92
0.619,-0.71,-4.79,1.53
0.62,-1.53,-6.94,-0.86
0.621,-4.08,-4.86,0.24
0.622,-2.75,-3.84,7.96
0.623,-4.43,-11.34,12.16
0.624,1.45,-8.04,19.97
0.625,1.92,-2.75,17.81
0.626,2.39,-1.26,9.77
0.627,2.47,-2.35,3.53
0.628,1.26,3.02,2.47
0.629,2.08,2.28,1.33
0.63,2.35,1.88,0.43
0.631,3.1,1.49,1.49
0.632,5.57,-1.33,4.63
0.633,5.88,-13.73,13.81
0.634,7.49,-1.45,20.01
0.635,3.73,-2.2,20.01
0.636,3.18,-9.69,12.63
0.637,-0.82,-3.18,7.57
0.638,-2.24,-5.18,1.41
0.639,-4.2,-4.47,-0.24
0.64,-4.31,-5.22,0.2
0.641,-3.18,-4.94,5.33
0.642,-5.1,-10,12.63
0.643,-2.04,-6.63,20.01
0.644,2.9,-6.28,16.4
0.645,0.9,-3.65,6.59
0.646,0.08,-2.55,2.55
0.647,-0.35,3.18,1.41
0.648,2.75,3.26,0.86
0.649,2.94,0.82,0.35
0.65,1.88,3.84,1.53
0.651,3.14,1.29,4.75
0.652,4.43,-12.59,15.77
0.653,2.86,4.67,20.01
0.654,4.28,-4.82,20.01
0.655,5.1,-11.14,12.87
0.656,-0.08,-4.16,9.73
0.657,-2.47,-5.02,2.79
0.658,-4.04,-5.18,-0.35
0.659,-5.22,-3.77,-0.2
0.66,-3.73,-3.73,3.22
0.661,-4.16,-6.63,10.87
0.662,-2.2,-8.75,20.01
0.663,1.73,-7.02,20.01
0.664,1.49,-1.18,10.43
0.665,1.29,-3.77,3.92
0.666,0.04,0.98,1.29
0.667,2.79,2.2,0.86
0.668,2.82,1.92,0.71
0.669,3.33,1.92,1.22
0.67,4.39,-1.06,3.88
0.671,1.88,-6.08,8.36
0.672,7.53,-12.63,20.01
0.673,1.96,1.96,20.01
0.674,4.31,-9.18,14.79
0.675,2.71,-9.41,6.98
0.676,-2.28,-2.82,4.79
0.677,-2.39,-5.06,1.41
0.678,-3.1,-4.9,1.26
0.679,-4.55,-3.65,3.02
0.68,-3.53,-3.49,7.14
0.681,-4.43,-13.34,15.53
0.682,0.51,-8.08,20.01
