NAME:,walk_1_1,,
36.2,-4.35,14.28,-6.86
36.3,-0.59,15.57,-1.61
36.4,-1.73,5.84,-2.2
36.5,-2.9,6.04,-1.22
36.6,-1.8,12.32,-1.02
36.7,-4.98,16.87,-0.75
36.8,-2.08,9.34,-2.94
36.9,-4.2,7.53,-2.16
37,-0.43,5.45,-1.53
37.1,-0.82,9.81,-2.35
37.2,-1.26,13.65,-2.71
37.3,-4.98,7.45,-7.1
37.4,-0.59,11.85,-4.71
37.5,-1.61,5.02,-1.92
37.6,-3.33,8.28,-1.02
37.7,-1.45,13.1,-0.71
37.8,-10.71,15.53,-6.75
37.9,-5.57,10.9,-3.77
38,0.31,6.2,-2.16
38.1,0.2,7.53,-1.45
38.2,-2.16,10.55,-1.41
38.3,-0.78,14.51,-3.18
38.4,-8.12,10.47,-3.18
38.5,-0.16,11.14,-3.53
38.6,-2.43,2.59,-0.24
38.7,-4.75,9.81,-1.06
38.8,-3.41,15.77,1.92
38.9,-3.88,10.47,-3.8
39,-5.45,12.08,-4.67
39.1,-0.86,6.28,-2.08
39.2,0,7.65,-1.1
39.3,-2.82,11.49,-1.57
39.4,-0.04,16.36,-5.69
39.5,-3.45,12.08,-5.88
39.6,-2.04,7.34,-2.39
39.7,-0.94,2.86,-0.9
39.8,-4.55,12,-2.67
39.9,-2.51,15.38,-0.2
40,0.43,4.94,-7.3
40.1,-3.92,10.24,-1.49
40.2,-0.27,6.71,-2.24
40.3,-0.75,9.26,-1.61
40.4,-1.29,14.32,-1.61
40.5,-4,10.98,-11.77
40.6,-1.41,15.73,-3.49
40.7,-1.77,5.69,-2.35
40.8,-1.57,4.98,-0.59
40.9,-3.06,12.67,-0.04
41,-12.91,18.4,-8.39
41.1,-3.92,11.22,-2.51
41.2,-1.45,6.35,-2.51
41.3,-0.51,7.18,-2.24
41.4,-1.65,10.43,-1.49
41.5,-1.84,14.95,-3.77
41.6,-3.53,11.06,-5.1
41.7,-1.49,8.32,-3.3
41.8,-1.57,4.71,-1.33
41.9,-4.24,9.69,-2.35
42,-2.35,12.47,-2.59
42.1,-0.27,5.1,-7.06
42.2,-4.31,10.67,-1.57
42.3,0.55,4.9,-2.2
42.4,-0.12,9.53,-1.65
42.5,-1.22,13.73,-0.63
42.6,-4.75,12.87,-8.67
42.7,-1.49,15.14,-2.86
42.8,-3.18,6.04,-2.24
42.9,-1.45,5.3,-1.45
43,-2.86,11.18,-2.59
43.1,-11.65,17.5,-6.71
43.2,-2.75,11.92,-1.8
43.3,-2.71,6.51,-3.1
43.4,-0.08,5.65,-3.02
43.5,-0.94,9.85,-2.79
43.6,-2.24,11.85,-3.88
43.7,-7.02,11.69,-0.55
43.8,-1.02,12.79,-3.84
43.9,-1.8,5.14,-2.08
44,-2.31,7.22,-1.61
44.1,-4.51,19.3,2
44.2,-6.59,12.4,-4.94
44.3,-5.57,12.59,-5.22
44.4,-1.61,5.96,-2.67
44.5,-0.82,7.34,-2.43
44.6,-2.47,11.41,-1.49
44.7,-1.49,13.45,-2
44.8,-8.08,13.61,-3.65
44.9,-0.71,11.41,-3.45
45,-1.37,4.43,-2.16
45.1,-2.31,8.63,-0.59
45.2,-2.94,17.5,1.26
45.3,-10.55,16.91,-7.41
45.4,-5.06,11.96,-4.24
45.5,-1.22,6.79,-2.86
45.6,0.43,7.61,-1.37
45.7,-1.61,11.22,-1.29
45.8,-0.75,15.93,-5.92
45.9,-2.51,11.14,-5.69
46,-2.04,6.47,-2.55
46.1,-0.67,3.8,-1.41
46.2,-3.3,12.32,-3.26
46.3,-8.28,17.14,-3.1
46.4,-1.22,9.73,-1.49
46.5,-2.08,6.12,-2.47
46.6,-0.31,6.83,-1.45
46.7,-0.98,8.51,-2.43
46.8,-1.53,13.81,-4.59
46.9,-5.41,7.45,-2.24
47,-0.78,10.83,-3.61
47.1,-1.77,2.98,-1.26
47.2,-3.45,8.47,-1.73
47.3,-2.79,14.75,0.86
47.4,-3.96,7.65,-4.04
47.5,-6.51,12.28,-3.1
47.6,0.63,5.45,-2.35
47.7,0.75,9.65,-0.59
47.8,-0.98,13.61,-1.18
47.9,-3.57,15.14,-10.4
48,0.2,15.14,-3.02
48.1,-2,3.69,-2.08
48.2,-1.49,6.75,-0.43
48.3,-2.35,14,-0.47
48.4,-10.75,20.01,-6.39
48.5,-3.65,10.32,-4.79
48.6,0.27,5.22,-3.33
48.7,-0.67,7.22,-1.77
48.8,-1.57,10.32,-0.43
48.9,-1.96,17.18,-8.63
49,-1.41,13.34,-4.86
49.1,-2.28,6.08,-1.49
49.2,-0.24,4.04,-1.33
49.3,-3.1,12.47,-2.71
49.4,-8.28,12.98,-2.55
49.5,0.04,7.57,-4.2
49.6,-3.26,7.45,-1.53
49.7,0.78,6.12,-1.92
49.8,-0.75,9.73,-1.96
49.9,-0.82,13.18,-4.28
50,-4.55,6.94,-5.22
50.1,-0.78,9.61,-4.51
50.2,-2.08,3.92,-2.2
50.3,-2.47,7.61,-0.82
50.4,-5.18,14.55,0.51
50.5,-12.12,15.42,-8.08
50.6,-3.88,11.1,-4.24
50.7,-0.27,6.43,-2.28
50.8,-0.98,8.16,-1.22
50.9,-2.55,10.36,0.2
51,-1.77,16.48,-4.82
51.1,-4.94,7.61,-4.51
51.2,-1.8,7.26,-3.22
51.3,-0.16,4.31,-1.57
51.4,-3.37,11.14,-2.67
51.5,-4.2,13.18,-2.71
51.6,0.27,3.22,-6.86
51.7,-4.86,11.57,-0.35
51.8,-1.22,7.3,-1.61
51.9,-0.35,10.87,-0.82
52,-2.79,14.63,-1.22
52.1,-3.92,10.08,-11.53
52.2,-0.86,13.18,-4.47
52.3,-2.2,4.31,-1.96
52.4,-2.59,7.02,-1.02
52.5,-2.51,10.87,0.71
52.6,-11.89,16.87,-7.92
52.7,-3.88,10.47,-2.43
52.8,-2.04,6.86,-1.84
52.9,-1.14,7.34,-2.08
53,-2.16,9.96,-2.28
53.1,-2.51,15.22,-2.2
53.2,-3.41,9.57,-4
53.3,-1.57,7.49,-3.41
53.4,-1.41,4.51,-2.12
53.5,-3.37,10.98,-4.2
53.6,-0.75,13.22,0.75
53.7,-2.98,9.61,-4.28
53.8,-7.18,14.51,-3.37
53.9,-0.04,5.26,-3.53
54,0.63,9.38,-1.14
54.1,-1.26,13.3,-2.31
54.2,-0.12,13.49,-10.67
54.3,-2.59,13.85,-5.02
54.4,-1.45,6.67,-1.69
54.5,-1.69,4.86,-0.9
54.6,-3.33,12.71,-3.3
54.7,-3.73,14.08,-1.14
54.8,-0.39,5.02,-6.59
54.9,-4.35,9.49,-1.29
55,0.27,6.04,-1.49
55.1,-0.16,10.71,-1.84
55.2,-2.9,12.75,-1.29
55.3,-7.3,12.32,-5.45
55.4,-0.12,12.4,-3.45
55.5,-2.75,5.33,-1.33
55.6,-2.71,7.69,-0.75
55.7,-4.9,15.02,1.65
55.8,-6.35,11.77,-5.37
55.9,-6.2,10.98,-5.18
56,-0.59,6.94,-2.39
56.1,-0.31,7.37,-1.57
56.2,-1.88,10.43,-1.29
56.3,-0.27,17.3,-3.77
56.4,-5.96,9.57,-4.31
56.5,-1.49,8.39,-3.41
56.6,-0.75,3.57,-2.75
56.7,-5.1,9.96,-2.63
56.8,-0.63,14.87,1.37
56.9,-2.63,8.32,-4.75
57,-7.81,13.22,-3.45
57.1,-0.31,6.28,-2.63
57.2,0.63,8.63,-1.06
57.3,-2.35,12.55,-1.18
57.4,-1.18,16.32,-11.81
57.5,-2.59,15.61,-3.1
57.6,-2.24,5.77,-2.08
57.7,-1.65,6.08,-0.31
57.8,-4.12,13.77,0.55
57.9,-8.47,17.93,-3.45
58,-0.31,8.36,-3.37
58.1,-3.18,4.94,-2.39
58.2,-0.08,5.53,-2.63
58.3,0.16,9.73,-1.84
58.4,-1.37,12.47,-0.47
58.5,-5.96,9.34,-6.32
58.6,-0.39,10.98,-3.8
58.7,-2.24,5.22,-2.28
58.8,-3.22,7.53,-1.41
58.9,-2.9,14.51,0.27
59,-6.32,14.12,-4.71
59.1,-5.06,11.73,-4.79
59.2,-0.2,7.3,-2.2
59.3,-0.31,6.98,-1.61
59.4,-2.2,9.26,-1.61
59.5,-1.22,14.47,-3.22
59.6,-6.86,9.81,-2.82
59.7,-0.9,9.57,-3.96
59.8,-1.84,4.43,-1.57
59.9,-3.61,9.34,-2.55
60,-2.35,13.85,1.14
60.1,-6.86,9.92,-5.61
60.2,-4.94,12.55,-4.35
60.3,-0.9,6.51,-2.08
60.4,0,8.47,-0.82
60.5,-1.33,11.38,-0.86
60.6,0.04,16.79,-5.18
60.7,-3.84,13.26,-4.75
60.8,-1.33,6.71,-2.24
60.9,-1.22,4.9,-0.94
61,-2.55,12.55,-1.33
61.1,-6.98,16.63,-2.9
61.2,-0.94,7.65,-5.84
61.3,-3.37,7.37,-1.77
61.4,0.55,6.59,-1.57
61.5,-0.16,9.96,-1.88
61.6,-2.63,13.93,-3.3
61.7,-4.55,6.32,-5.41
61.8,-0.67,10.4,-4.51
61.9,-1.69,4.12,-1.41
62,-3.69,9.85,-0.9
62.1,-4.28,14.63,1.53
62.2,-2.24,6.94,-4.39
62.3,-4.75,10,-4.75
62.4,-0.98,7.69,-3.02
62.5,-0.75,8.28,-1.45
62.6,-0.9,11.81,-2.43
62.7,-0.51,14.87,-7.34
62.8,-3.65,11.26,-5.37
62.9,-1.73,7.53,-2.71
63,-1.37,5.92,-1.73
63.1,-1.37,7.81,-3.49
63.2,-5.33,13.57,-6.28
63.3,1.02,7.41,-6.98
63.4,-3.33,10.4,-3.49
63.5,-1.41,8.16,-3.65
63.6,-3.22,10.04,-2.55
63.7,-2.2,9.81,-3.92
63.8,-4.43,9.38,-2.86
63.9,-4,9.45,-2.51
64,-3.65,10.04,-2.67
64.1,-4,9.49,-2.47
64.2,-3.65,9.41,-2.71
64.3,-3.57,10.12,-2.82
64.4,-3.26,9.89,-2.75
