NAME:,walk_3_1,,
22.3,-1.18,11.53,-3.45
22.4,-2.71,4.75,-1.73
22.5,-1.61,4.47,-2.31
22.6,-2.63,9.77,-0.63
22.7,-6.51,10.16,-5.73
22.8,-1.77,6.67,-2.67
22.9,-0.16,7.81,-2.12
23,-1.49,10.04,-3.18
23.1,-2.2,14.91,-3.77
23.2,-5.26,7.45,-4.31
23.3,-1.57,10.2,-3.8
23.4,-2.28,4.47,-1.77
23.5,-3.06,9.57,-0.94
23.6,-3.14,16.48,1.22
23.7,-6.9,8.2,-5.84
23.8,-7.41,10.71,-5.18
23.9,-1.14,5.88,-2.94
24,-0.04,7.65,-2.28
24.1,-1.69,10.94,-3.06
24.2,-0.71,13.38,-3.49
24.3,-4.24,8.98,-4.98
24.4,-0.63,8.39,-4.2
24.5,-2.79,4.55,-0.82
24.6,-3.3,8.63,-1.29
24.7,-3.61,17.5,1.33
24.8,-9.02,10.28,-5.14
24.9,-4.79,10.87,-5.49
25,-2.12,5.92,-2.04
25.1,-0.82,7.57,-2.63
25.2,-1.73,10.2,-3.49
25.3,-1.65,13.53,-4.9
25.4,-4.35,11.41,-5.92
25.5,-0.59,8.75,-3.41
25.6,-2.75,4.35,-0.9
25.7,-3.33,8.24,-1.1
25.8,-2.67,14.28,0.2
25.9,-1.77,5.57,-4.67
26,-7.02,13.14,-2.35
26.1,-1.65,6.63,-2.82
26.2,0.16,7.85,-1.49
26.3,-2,10.87,-1.77
26.4,-1.49,15.73,-4.51
26.5,-5.3,11.26,-5.53
26.6,-0.55,8.55,-3.61
26.7,-1.53,3.65,-1.65
26.8,-4.47,10.28,-1.65
26.9,0.31,13.61,-0.67
27,-0.08,8.71,-2.08
27.1,-7.65,13.22,-1.61
27.2,-0.78,5.49,-2.67
27.3,-0.04,9.1,-1.65
27.4,-0.71,11.96,-2.9
27.5,-2.24,15.73,-6.86
27.6,-4.12,10.98,-4.63
27.7,-1.88,7.41,-3.33
27.8,-0.9,3.92,-2.16
27.9,-3.77,11.14,-2.75
28,-0.35,13.57,-0.24
28.1,-3.22,6.51,-2.63
28.2,-0.04,11.41,-1.53
28.3,-2.08,12.75,-0.71
28.4,-1.57,6.35,-0.47
28.5,-2.55,11.34,-0.39
28.6,-10.75,16.28,-5.57
28.7,-1.92,10.59,-2.31
28.8,-2.31,6.2,-1.77
28.9,-0.86,7.49,-2.08
29,-1.18,9.57,-3.06
29.1,-2.43,13.26,-4
29.2,-7.02,7.61,-4.04
29.3,0.12,11.53,-4.28
29.4,-2.55,4.98,-2.04
29.5,-2.51,9.06,-0.08
29.6,-3.26,15.42,1.22
29.7,-11.26,15.97,-6.59
29.8,-2.75,11.22,-4.28
29.9,-2.16,6.9,-1.65
30,-0.39,7.53,-1.92
30.1,-2.16,9.92,-2.75
30.2,-2.51,13.49,-4.35
30.3,-5.73,8.12,-2.59
30.4,-1.26,10.24,-4.71
30.5,-1.92,4.16,-1.41
30.6,-3.26,9.38,-0.55
30.7,-3.1,15.1,1.14
30.8,-5.73,8.94,-5.53
30.9,-5.1,10.28,-4.31
31,-0.43,6.2,-2.47
31.1,0,7.81,-1.41
31.2,-0.51,11.3,-2.67
31.3,-0.43,15.85,-5.06
31.4,-4.43,11.85,-5.73
31.5,-0.86,8.16,-3.1
31.6,-1.61,3.8,-1.96
31.7,-3.96,10.04,-2.43
31.8,-1.65,14.51,-0.78
31.9,1.06,7.61,-3.73
32,-7.22,11.65,-0.75
32.1,-0.71,6.55,-2.71
32.2,0.75,9.22,-1.26
32.3,-0.31,12.24,-2.82
32.4,-3.02,15.61,-5.3
32.5,-2.39,11.14,-6.08
32.6,-1.41,6.94,-2.79
32.7,-1.8,5.02,-0.86
32.8,-3.37,10.16,-3.3
32.9,-6.28,14.95,-1.29
33,0.59,6.35,-4.47
33.1,-3.3,7.06,-2.43
33.2,-0.24,5.61,-2
33.3,-0.04,10.87,-1.8
33.4,-2.12,13.45,-3.1
33.5,-3.73,8.51,-9.18
33.6,-1.88,13.65,-4.51
33.7,-3.88,6.83,-1.77
33.8,-1.22,6.47,0.2
33.9,-4.71,15.42,1.77
34,-9.41,14.59,-5.1
34.1,-2.43,10.04,-4.43
34.2,-1.45,6.63,-2.75
34.3,-1.33,8.28,-1.53
34.4,-1.92,10.9,-2.67
34.5,-2.16,17.73,-4.82
34.6,-4.82,9.06,-4.51
34.7,-1.84,9.57,-3.61
34.8,-2,3.18,-1.41
34.9,-3.18,10.28,-3.41
35,-1.22,13.85,-0.75
35.1,0.27,6.83,-4.59
35.2,-5.33,12.04,-1.49
35.3,-0.39,6.39,-1.65
35.4,0.24,10.43,-1.69
35.5,-1.65,14.24,-0.75
35.6,-2.71,10.36,-12.94
35.7,-1.8,12.79,-3.88
35.8,-2.2,5.96,-1.77
35.9,-1.45,5.26,-0.35
36,-1.96,9.77,-1.57
36.1,-10.55,15.77,-4.79
36.2,-1.14,9.65,-1.49
36.3,-2.71,5.96,-1.69
36.4,-0.43,6.67,-1.92
36.5,-1.1,9.26,-3.14
36.6,-3.26,13.42,-4.71
36.7,-6.9,7.81,-1.49
36.8,0.08,11.18,-3.65
36.9,-2.55,4.12,-1.53
37,-2.59,9.61,-1.06
37.1,-3.06,16.67,1.53
37.2,-6.28,8.51,-3.49
37.3,-5.53,9.45,-5.18
37.4,-0.67,6.55,-3.57
37.5,-0.94,7.88,-1.41
37.6,-0.43,12.43,-1.92
37.7,-3.18,16,-3.18
37.8,-5.1,13.57,-6
37.9,-0.63,7.37,-3.37
38,-1.57,5.33,-2.08
38.1,-4.04,10.2,-2.28
38.2,-1.02,14.95,-1.29
38.3,0.2,6.55,-5.22
38.4,-5.3,10.71,-1.61
38.5,-0.47,6.67,-1.88
38.6,0.27,10.87,-1.8
38.7,-1.49,12.75,-0.63
38.8,-3.41,10.16,-12.08
38.9,-2.51,13.93,-4.51
39,-1.73,5.73,-2.16
39.1,-1.69,4.94,-0.27
39.2,-2.31,12.91,-0.31
39.3,-11.77,19.93,-7.3
39.4,-4.2,12.47,-4.71
39.5,-2.08,6.86,-2.28
39.6,-0.55,7.57,-1.53
39.7,-1.77,10.51,-3.02
39.8,-3.41,13.81,-3.53
39.9,-6.28,12.32,-4.47
40,-0.71,8.63,-4
40.1,-1.14,4.39,-2.04
40.2,-4.28,9.49,-1.77
40.3,-0.55,13.26,1.53
40.4,-0.59,9.69,-2.43
40.5,-7.18,13.73,-2.16
40.6,-1.8,5.96,-3.33
40.7,0.35,8.87,-2
40.8,0,13.34,-2.9
40.9,-1.26,13.45,-8.16
41,-3.61,13.85,-5.37
41.1,-1.45,6.79,-2.79
41.2,-1.18,4.63,-1.73
41.3,-3.26,10.32,-3.88
41.4,-2.86,12.59,-0.9
41.5,-0.04,5.1,-5.92
41.6,-4.24,10.08,-1.18
41.7,-1.06,6.39,-2.47
41.8,0.27,9.77,-1.73
41.9,-0.39,12.94,-2.55
42,0.78,13.1,-7.81
42.1,-4.35,15.93,-6.16
42.2,-2,6.59,-3.06
42.3,-2.35,3.96,-1.14
42.4,-3.26,10.08,-4.16
42.5,-4.04,12.63,-2.08
42.6,-2.28,10.79,-4.24
42.7,-4.16,7.65,-1.33
42.8,-1.1,6.2,-2
42.9,1.14,11.34,-1.77
43,-1.33,14.79,-2.12
43.1,-3.26,13.53,-10.98
43.2,-2.75,17.69,-3.45
43.3,-2.16,7.53,-1.45
43.4,-0.98,2.94,-0.71
43.5,-3.69,11.38,-1.33
43.6,-5.22,17.26,-3.02
43.7,-0.12,9.02,-3.18
43.8,-3.69,6.51,-2.35
43.9,-0.43,4.98,-2.16
44,-0.2,10.83,-2.24
44.1,-1.88,13.93,-0.86
44.2,-5.1,9.45,-10.08
44.3,-0.51,13.14,-4.86
44.4,-2.86,6.32,-2.2
44.5,-0.94,4.16,-0.04
44.6,-3.3,12.36,-0.67
44.7,-11.73,16.51,-7.81
44.8,-3.88,12.87,-3.41
44.9,-1.92,6.43,-1.61
45,0.12,7.41,-1.73
45.1,-1.26,10.2,-3.49
45.2,-2.59,12.83,-5.37
45.3,-6.79,9.77,-3.37
45.4,-0.51,10.28,-4.04
45.5,-1.06,4.59,-1.49
45.6,-3.84,9.41,-1.49
45.7,-1.96,15.26,-0.31
45.8,-2.12,8,-2.9
45.9,-6.55,13.06,-1.22
46,-0.94,6.98,-2.9
46.1,-0.82,8.71,-1.73
46.2,-0.59,12.67,-1.84
46.3,-0.94,15.22,-10
46.4,-6.32,15.26,-3.84
46.5,-1.53,7.53,-2.43
46.6,-1.33,3.88,-1.37
46.7,-3.33,10.16,-4.59
46.8,-4.47,13.81,-1.77
46.9,-0.63,8.2,-4.31
47,-4.86,8.24,-2.08
47.1,0.31,6.32,-2.28
47.2,0.9,9.89,-1.45
47.3,-0.94,13.77,-1.96
47.4,-0.16,14.32,-13.93
47.5,-5.53,14.91,-3.73
47.6,-1.73,6.79,-2.79
47.7,-2.08,3.26,-0.59
47.8,-2.71,12.67,-0.67
47.9,-7.69,15.77,-2.82
48,-1.77,9.18,-3.77
48.1,-3.22,6.35,-3.45
48.2,-0.59,4.94,-2.2
48.3,0.31,10.67,-1.29
48.4,-2.82,13.1,-0.59
48.5,-3.61,9.38,-8
48.6,-1.53,14,-5.02
48.7,-2.51,6.16,-1.53
48.8,-1.8,6.08,-0.94
48.9,-3.1,13.49,0.47
49,-8.9,12.63,-7.26
49.1,-4,9.85,-5.22
49.2,-1.96,6.63,-2.24
49.3,-1.02,6.9,-1.92
49.4,-0.86,12.16,-2.71
49.5,-2.71,15.65,-5.92
49.6,-5.1,10.2,-4.71
49.7,-0.75,7.92,-3.73
49.8,-1.45,4,-1.57
49.9,-3.77,9.45,-3.69
50,-0.9,13.22,-1.57
50.1,0.16,9.1,-3.26
50.2,-7.1,12.71,-1.45
50.3,-0.82,5.84,-2.59
50.4,0.04,9.85,-1.53
50.5,-0.98,15.14,-1.96
50.6,-2.12,12.16,-11.06
50.7,-2.75,15.61,-3.96
50.8,-2.51,6.9,-2
50.9,-0.94,4.08,-0.55
51,-2.79,12.12,-0.43
51.1,-5.41,13.81,-2.51
51.2,-0.27,5.69,-4.12
51.3,-3.8,7.14,-1.49
51.4,0.04,6.39,-2.24
51.5,0.35,10.87,-2
51.6,-2,14.12,-1.14
51.7,-3.53,9.61,-12.43
51.8,-1.65,12.43,-4.35
51.9,-2.2,6.39,-2.24
52,-1.53,4.9,-0.67
52.1,-3.37,12.71,-0.31
52.2,-11.18,17.73,-6.75
52.3,-2.28,11.02,-0.98
52.4,-2.75,5.26,-2.08
52.5,-0.75,6.39,-1.33
52.6,-1.49,9.69,-3.18
52.7,-3.33,12.91,-5.22
52.8,-6.79,8.36,-2.24
52.9,0.39,11.06,-3.84
53,-3.06,4.82,-0.9
53.1,-3.22,8.39,-1.33
53.2,-3.02,16.44,1.22
53.3,-4.43,9.3,-3.8
53.4,-6.32,11.57,-4.55
53.5,-1.18,6.83,-2.71
53.6,-0.51,7.73,-1.65
53.7,-0.16,11.38,-2.67
53.8,1.1,15.14,-9.49
53.9,-5.61,12.59,-4.67
54,-1.73,6.59,-2.28
54.1,-1.1,4.24,-1.65
54.2,-2.55,10.9,-3.57
54.3,-10.79,18.55,-2
54.4,-0.47,9.96,-2.94
54.5,-3.73,6.86,-2.98
54.6,0.55,4.47,-2.35
54.7,-0.31,9.81,-2.28
54.8,-1.77,13.45,-1.69
54.9,-7.1,9.65,-7.06
55,0.2,12.28,-4.24
55.1,-2.9,4.47,-1.41
55.2,-1.77,6.59,-0.2
55.3,-4.9,15.14,1.14
55.4,-4.75,8,-3.8
55.5,-6.63,12.12,-4.71
55.6,-1.84,6.86,-2.67
55.7,-0.82,8.04,-1.92
55.8,-0.67,10.24,-2.67
55.9,-0.59,15.89,-6.16
56,-6.24,11.61,-5.65
56.1,-1.18,7.65,-2.82
56.2,-1.41,3.26,-0.75
56.3,-3.37,10.08,-3.69
56.4,-3.57,12.24,-2.86
56.5,1.02,5.73,-5.49
56.6,-4.08,8.2,-1.57
56.7,-0.31,5.49,-1.84
56.8,0.39,11.38,-1.96
56.9,-1.96,13.38,-0.75
57,-5.69,11.69,-13.42
57.1,-0.39,14.55,-3.45
57.2,-2.43,4.79,-1.53
57.3,-2.55,7.45,-0.86
57.4,-2.86,14.55,0.9
57.5,-13.77,17.81,-8.98
57.6,-2.67,11.73,-3.02
57.7,-2.55,6.9,-2.08
57.8,-0.47,5.37,-2.04
57.9,-1.06,10.43,-2.55
58,-2.59,13.18,-5.84
58.1,-4.94,8.16,-3.1
58.2,-1.61,9.53,-3.53
58.3,-2.94,4.51,-1.65
58.4,-2.16,8.59,-1.1
58.5,-3.33,15.49,-1.53
58.6,4.31,4.47,-11.06
58.7,-3.22,11.53,-2.47
58.8,-2.94,8.71,-3.77
58.9,-2.86,9.92,-4.16
59,-1.88,10.08,-4.43
