NAME:,running1,,
0.085,-0.47,-2.47,7.34
0.086,-3.37,-5.06,12.16
0.087,0.35,-5.49,15.65
0.088,-1.88,-2.98,12.4
0.089,2.67,-2.28,15.42
0.09,-0.31,0.98,10.83
0.091,1.18,-0.67,5.77
0.092,0.63,-1.22,4.2
0.093,0.08,-0.24,3.22
0.094,1.06,-2.12,5.06
0.095,0.47,-2.67,7.18
0.096,1.37,-2.75,10.9
0.097,1.06,-7.14,12.63
0.098,2.12,-3.33,13.18
0.099,2.2,-2.39,9.14
0.1,1.65,-4.86,5.37
0.101,2,-1.41,5.57
0.102,-0.27,-0.43,3.61
0.103,-0.08,-2.28,4.12
0.104,-0.86,-2.67,7.02
0.105,-0.71,-5.26,13.69
0.106,-3.18,-2.43,13.73
0.107,0.59,-3.84,13.81
0.108,2.9,-2.2,15.1
0.109,-0.43,1.96,10.28
0.11,1.96,-1.37,6.08
0.111,0.63,-1.69,3.61
0.112,0.86,0.31,4.28
0.113,0.82,-0.47,4.71
0.114,1.49,-4.31,6.12
0.115,2.39,-4.04,12.67
0.116,1.57,-3.02,9.81
0.117,3.65,-8.55,11.69
0.118,0.98,-2.82,12.32
0.119,-0.04,-2.79,7.45
0.12,0.78,-3.26,3.8
0.121,0.59,-2.24,2.98
0.122,-0.94,-3.06,3.33
0.123,-0.39,-3.88,6.08
0.124,-1.53,-5.02,15.38
0.125,-0.39,-5.33,13.42
0.126,-0.59,-5.22,12.12
0.127,3.37,-2.86,14.98
0.001,-0.86,2.63,10.4
0.002,1.29,-1.33,5.3
0.003,0.94,-1.61,3.8
0.004,0.16,-0.12,3.41
0.005,1.65,-0.63,5.26
0.006,3.45,-6.9,7.96
0.007,1.33,-6.28,12.32
0.008,-0.71,-3.18,9.18
0.009,2.39,-7.41,10.12
0.01,-0.43,-3.02,8.71
0.011,-0.2,-1.69,6.35
0.012,-0.04,-2.9,5.92
0.013,-1.73,-1.92,4
0.014,-1.1,-4.39,5.02
0.015,-1.37,-7.69,11.18
0.016,0.71,-5.37,15.85
0.017,-1.33,-4.08,11.96
0.018,1.18,-6.32,13.06
0.019,1.96,-0.51,15.38
0.02,-3.02,1.41,8.55
0.021,1.14,-1.06,5.92
0.022,1.45,0.94,4.2
0.023,1.84,-0.63,3.37
0.024,0.12,-0.51,3.14
0.025,2.28,-7.45,9.22
0.026,2.31,-3.02,9.69
0.027,1.8,-7.69,9.65
0.028,0.86,-5.77,12.83
0.029,-1.06,-3.37,7.57
0.03,1.37,-7.22,4.08
0.031,0.78,-4.04,4.71
0.032,-1.1,-2.39,3.18
0.033,-1.18,-4.24,4.63
0.034,-1.73,-4.04,9.38
0.035,0.12,-8.98,15.46
0.036,-1.33,-9.06,12.59
0.037,-2.55,-4.08,14.79
0.038,0.9,-1.57,15.26
0.039,-2.47,-0.71,6.51
0.04,1.29,-2.12,4.24
0.041,1.02,-0.82,3.18
0.042,-0.86,0.98,2.43
0.043,0.67,1.06,4.28
0.044,2.24,-6,9.61
0.045,2.43,-6.12,11.18
0.046,0.39,-6.24,7.02
0.047,2.63,-7.41,13.73
0.048,-2.43,-0.94,8.79
0.049,1.61,-4.9,4.75
0.05,1.53,-3.88,4.08
0.051,-2.35,-1.96,2.51
0.052,-1.1,-4.67,4.63
0.053,-0.75,-3.73,10
0.054,-1.26,-7.92,15.02
0.055,-1.41,-6.59,14.44
0.056,-1.49,-4.04,11.65
0.057,1.77,-2.9,13.45
0.058,-1.18,0.2,7.57
0.059,2.43,-2,4.79
0.06,1.14,-0.78,3.14
0.061,0.08,1.1,3.3
0.062,2,-0.08,4.79
0.063,1.61,-2.67,6.32
0.064,1.92,-7.85,14.44
0.065,0.94,-2.98,10.55
0.066,2.67,-7.53,6.79
0.067,0.94,-6.28,10.59
0.068,1.45,0.86,9.77
0.069,1.06,-3.88,6.35
0.07,-0.16,-4.08,5.84
0.071,-0.55,-1.49,5.49
0.072,0.47,-4.82,7.06
0.073,0.12,-5.22,8.43
0.074,-1.22,-8.47,15.42
0.075,-1.18,-4.9,14.28
0.076,0.12,-5.77,8.51
0.077,2.04,-5.14,10.79
0.078,-0.47,1.96,8.39
0.079,1.53,-1.61,4.67
0.08,0.67,-1.02,3.57
0.081,0.16,0.16,3.61
0.082,1.1,1.1,4.67
0.083,1.96,-6.24,5.88
0.084,2.2,-7.3,13.53
0.085,1.45,-3.53,10.9
0.086,2.39,-7.22,10.63
0.087,1.14,-1.96,9.89
0.088,1.33,-0.9,6.59
0.089,1.73,-4.75,4.51
0.09,-0.98,-2.82,4.75
0.091,-2.04,-3.3,5.73
0.092,-0.04,-5.65,8.94
0.093,0,-5.22,14.87
0.094,-0.86,-7.02,13.69
0.095,-1.29,-3.84,10.04
0.096,1.45,-5.02,12.08
0.097,-0.71,-0.51,11.02
0.098,-0.63,0.12,5.61
0.099,2.39,-2.12,3.57
0.1,0.35,-0.47,2.71
0.101,1.1,1.22,3.84
0.102,2.08,-6.47,6.39
0.103,-0.71,-4.47,11.49
0.104,0.27,0.27,8.36
0.105,2.12,-10.55,13.1
0.106,-1.8,-4.04,10.28
0.107,0.59,-3.57,6.67
0.108,1.29,-4.86,5.26
0.109,0,-2.35,4.67
0.11,-1.22,-3.33,4.12
0.111,-0.63,-4.82,6.12
0.112,-2.04,-5.96,14.51
0.113,-1.84,-6.86,14.71
0.114,-2.2,-4.67,13.22
0.115,2.08,-2.59,13.49
0.116,-0.94,0.59,8.2
0.117,0.31,0.12,5.02
0.118,2.2,-1.22,3.8
0.119,0.08,0.27,3.57
0.12,1.18,0.43,5.45
0.121,1.1,-4.67,9.53
0.122,1.41,-5.3,15.26
0.123,0.67,-1.77,11.81
0.124,2.82,-7.88,8.51
0.125,1.73,-4.9,8.67
0.126,-0.24,-0.9,6.98
0.127,0.43,-2.43,5.18
0.128,0.47,-3.73,4.71
0.129,-1.26,-2.39,3.69
0.13,0.04,-4,6.75
0.131,-0.9,-7.69,13.38
0.132,-1.18,-7.57,17.85
0.133,-3.1,-2.82,10.47
0.134,0,-4.43,9.1
0.135,2,-0.59,12.28
0.136,-2,4.63,7.81
0.137,1.26,-3.3,4.39
0.138,-0.86,-1.96,3.49
0.139,1.73,0.51,4.43
0.14,1.06,-0.35,3.8
0.141,0.39,-8.59,8.55
0.142,-2.16,-2.16,14.16
0.143,0.55,-4.82,11.18
0.144,-0.35,-7.73,9.3
0.145,-1.18,-0.47,8.94
0.146,0.98,-3.02,7.65
0.147,-0.67,-3.33,4.9
0.148,-1.14,-3.02,3.33
0.149,-0.82,-4.43,5.14
0.15,-0.24,-4.79,7.34
0.151,-1.96,-7.69,14.79
0.152,-2.79,-4.2,14.44
0.153,-0.43,-3.65,12.67
0.154,0.59,-1.22,11.57
0.155,-1.53,2.04,7.53
0.156,1.92,-0.43,5.57
0.157,1.18,-1.33,4.59
0.158,-0.78,0.67,4.67
0.159,1.73,1.53,6.39
0.16,1.14,-7.34,9.18
0.161,0.39,-5.02,15.26
0.162,0.86,-2.82,12
0.163,0.43,-9.57,6.47
0.164,-0.24,-2.63,8.36
0.165,-0.27,-0.63,7.45
0.166,1.1,-4.67,6.12
0.167,-0.43,-2.08,4.39
0.168,-0.31,-3.8,4.79
0.169,-0.39,-4.67,9.14
0.17,0.71,-7.18,14.55
0.171,-4.9,-4.47,15.06
0.172,-0.55,-5.02,11.18
0.173,0.12,-4,10.67
0.174,-2.08,2.16,8.32
0.175,2.12,0.24,6.47
0.176,0.39,-2.51,2.79
0.177,0.63,0.08,3.73
0.178,1.8,-0.16,6.08
0.179,1.1,-6.63,8.98
0.18,-0.12,-5.84,16.12
0.181,-1.65,-0.82,12.08
0.182,4.2,-10,6.98
0.183,0.31,-3.1,8.51
0.184,-1.37,1.57,6.86
0.185,0.35,-5.37,6.2
0.186,-0.51,-2.35,5.14
0.187,-1.02,-4.28,4.35
0.188,-2.28,-3.8,6.63
0.189,-2.67,-3.84,11.22
0.19,-3.14,-8.24,13.77
0.191,-2.08,-4.12,13.53
0.192,1.29,-5.57,14.67
0.193,-2.16,0.59,10
0.194,0.16,0,5.41
0.195,0.31,-0.27,3.65
0.196,-0.2,0.27,3.65
0.197,0.39,-0.47,4.43
0.198,0.78,-0.63,4.75
0.199,-1.02,-9.45,12.91
0.2,-1.92,-0.35,13.96
0.201,1.65,-9.06,9.02
0.202,0.55,-9.02,8.87
0.203,-0.2,0.08,9.61
0.204,-0.2,-2.35,5.45
0.205,1.57,-3.18,4.31
0.206,-1.22,-2.75,2.47
0.207,-0.12,-4.2,4.75
0.208,-0.94,-6.86,9.18
0.209,-1.65,-6.43,17.61
0.21,-3.69,-3.77,14.32
0.211,-0.94,-5.61,7.73
0.212,0.35,-5.26,9.77
0.213,-2.12,3.69,9.85
0.214,0.86,-1.69,7.96
0.215,0.2,-0.55,4.82
0.216,2.28,-0.27,4.55
0.217,1.06,0.39,5.92
0.218,0.43,-6.83,7.77
0.219,-2.39,-4.2,12.98
0.22,1.26,-4.67,10.24
0.221,2.47,-8.47,10.2
0.222,-2.39,-2,9.18
0.223,0,-2.28,5.77
0.224,0.75,-3.77,4.79
0.225,-0.94,-2.55,4.28
0.226,-1.41,-4.35,5.96
0.227,1.02,-5.57,9.89
0.228,-1.26,-5.77,15.1
0.229,-1.61,-6.24,15.42
0.23,-1.06,-2.24,13.02
0.231,0.98,-2.86,12.75
0.232,-1.49,0.78,9.02
0.233,1.33,-1.22,5.84
0.234,1.18,-1.41,4.35
0.235,0.27,1.02,4.2
0.236,0.55,0.39,4.59
0.237,2.16,-3.92,5.61
0.238,-2.08,-5.96,13.34
0.239,0.08,-0.82,14.36
0.24,2.43,-10.04,9.61
0.241,-1.29,-6.43,7.26
0.242,-0.75,-1.41,6.32
0.243,0.71,-2.94,5.73
0.244,-0.63,-1.61,3.92
0.245,-1.45,-3.1,3.18
0.246,0,-4.79,6.86
0.247,-3.26,-8.43,12.71
0.248,-1.22,-7.53,17.89
0.249,-3.84,-2.9,10.04
0.25,-0.63,-4.2,7.49
0.251,-0.08,-2.35,8.83
0.252,-0.51,1.53,6.24
0.253,2,-2.08,4.59
0.254,-0.2,0.31,4.43
0.255,1.53,-0.47,6.47
0.256,1.73,-1.41,7.88
0.257,-1.41,-9.96,12.67
0.258,-0.51,-4.31,16.99
0.259,0.55,-5.65,7.92
0.26,-0.75,-8.75,2.79
0.261,-1.02,2.47,8.12
0.262,3.14,-0.51,5.49
0.263,-0.63,-3.41,5.73
0.264,-1.88,-2.71,4.43
0.265,0.82,-5.33,5.57
0.266,-1.06,-5.26,9.57
0.267,-2.63,-6.47,13.3
0.268,-3.92,-4.9,12.91
0.269,-0.31,-5.14,11.77
0.27,-1.37,-2.43,9.89
0.271,-0.35,1.37,7.88
0.272,1.77,-0.9,5.92
0.273,-1.14,-0.43,4.16
0.274,1.26,-0.94,6.12
0.275,0.98,0,7.34
0.276,0.71,-7.18,11.38
0.277,-0.08,-4.79,16.28
0.278,-2.04,-1.92,11.89
0.279,3.77,-8.36,6.08
0.28,0.82,-4.55,6.98
0.281,-0.16,0.86,7.53
0.282,-0.51,-3.02,5.69
0.283,-1.02,-2.55,4.12
0.284,-1.84,-4.2,4
0.285,-2.31,-5.61,6.35
0.286,-1.92,-6.59,12.36
0.287,-2.98,-6.79,14.47
0.288,-2,-4.79,12.83
0.289,2.12,-6.79,11.61
0.29,-2.2,0.31,8.51
0.291,-0.08,0.31,5.65
0.292,1.1,-1.65,4.12
0.293,-0.47,-1.06,3.73
0.294,0.86,-0.51,6.24
0.295,1.18,-0.08,6.16
0.296,-1.77,-10.08,12.24
0.297,-0.86,-1.45,16.28
0.298,1.18,-6.71,10.2
0.299,-0.63,-7.96,3.53
0.3,-0.39,-2.9,7.14
0.301,0.78,0.51,7.61
0.302,-0.47,-3.1,4.12
0.303,-0.47,-2.79,4.47
0.304,-0.78,-3.69,6.67
0.305,-1.02,-7.1,10.75
0.306,-1.77,-9.53,15.42
0.307,-4.79,-3.65,11.96
0.308,0.47,-4.16,8.83
0.309,-0.75,-1.02,9.22
0.31,-0.47,3.65,8.2
0.311,1.33,-1.96,5.49
0.312,1.1,-0.39,5.3
0.313,2.39,0.43,5.69
0.314,0.94,-1.1,4.2
0.315,-2.55,-6.86,13.42
0.316,-2,2.16,14.83
0.317,1.69,-8.08,9.02
0.318,-0.82,-9.02,5.77
0.319,-0.75,-1.14,6.47
0.32,1.22,-5.18,5.41
0.321,0.39,-3.69,5.1
0.322,-0.63,-2.51,4.55
0.323,-0.63,-3.61,5.73
0.324,-0.9,-4.63,7.92
0.325,-4.12,-6.63,14.12
0.326,-3.26,-5.53,14
0.327,0,-3.22,11.96
0.328,-0.43,-3.37,11.65
0.329,-1.73,0.78,9.65
0.33,0.04,-0.12,6.55
0.331,1.06,-1.33,3.3
0.332,0.55,0.94,3.45
0.333,1.69,0.39,5.81
0.334,0.67,-5.88,8.94
0.335,-1.96,-7.49,15.61
0.336,-2.28,-1.53,14.98
0.337,2.43,-10.16,7.96
0.338,-0.63,-4.82,4.71
0.339,0.9,-1.18,4.82
0.34,-0.04,-0.78,3.73
0.341,1.02,-1.84,3.69
0.342,-1.77,-3.69,2.47
0.343,-0.31,-5.33,6.12
0.344,-1.65,-8.12,15.53
0.345,-0.35,-7.53,20.01
0.346,-3.37,-2.2,15.97
0.347,1.29,-6.35,8.75
0.348,-0.78,-2.75,8.67
0.349,-0.35,2.24,7.92
0.35,1.37,-1.77,4.94
0.351,-0.47,-1.37,3.73
0.352,1.26,0.2,5.3
0.353,1.57,0.08,5.33
0.354,-0.12,-8.36,12.16
0.355,-3.92,1.22,14.44
0.356,3.37,-8.59,8.59
0.357,1.8,-11.1,6.16
0.358,-0.75,-0.27,8.28
0.359,0.08,-3.61,5.57
0.36,-0.08,-2.24,4.98
0.361,-1.18,-2.16,3.92
0.362,-1.29,-4.86,3.53
0.363,-0.24,-4.28,6.9
0.364,-3.88,-6.28,11.65
0.365,-3.8,-6.08,13.06
0.366,-1.84,-3.61,13.53
0.367,1.26,-5.57,13.69
0.368,-2.24,1.14,10.47
0.369,0.98,-0.86,6
0.37,1.26,-2.04,4.43
0.371,0.82,0.04,3.8
0.372,1.29,-0.2,4.47
0.373,1.18,-3.53,5.26
0.374,0.27,-7.3,15.34
0.375,-1.53,-1.61,15.26
0.376,1.8,-8.47,8.24
0.377,-1.06,-7.06,3.8
0.378,-0.04,-1.88,5.88
0.379,1.77,-1.73,7.77
0.38,-0.04,-2.71,4.63
0.381,-1.06,-3.22,3.3
0.382,-0.2,-4.08,6.16
0.383,-2.94,-7.77,10.4
0.384,-1.18,-7.41,14.59
0.385,-3.37,-4,11.92
0.386,0.43,-4.98,13.02
0.387,-2.04,-0.9,12.08
0.388,-1.18,0.08,8.08
0.389,1.96,-2.51,4.71
0.39,-0.47,-0.2,2.94
0.391,0.75,-0.47,3.77
0.392,0.16,-0.24,4.51
0.393,-1.41,-8.24,11.34
0.394,-1.65,-0.35,17.22
0.395,1.37,-6.51,11.96
0.396,0.98,-9.38,6.51
0.397,0.08,-2.39,6.79
0.398,2,-1.29,6.16
0.399,1.26,-3.18,6.2
0.4,-1.18,-1.84,4.59
0.401,-1.29,-3.88,4.75
0.402,-1.41,-4.35,6.75
0.403,-3.26,-8.47,12.91
0.404,-2.43,-6.08,17.38
0.405,-3.69,-2.71,12.2
0.406,1.92,-4.16,12.24
0.407,-1.69,1.45,9.22
0.408,1.18,0.12,6.16
0.409,1.22,-1.26,4.39
0.41,0.16,-0.94,2.98
0.411,0.63,-0.43,3.26
0.412,0.75,0.12,4.71
0.413,-0.47,-8.43,11.65
0.414,-2.51,-2.9,14.12
0.415,0.04,-4.16,11.73
0.416,0.2,-7.06,3.88
0.417,-0.86,-0.78,6.59
0.418,0.75,1.26,6.63
0.419,0.59,-4.9,6.67
0.42,-1.37,0.27,7.22
0.421,-0.63,-2.55,6.83
0.422,0,-3.57,6.75
0.423,-2.04,-4.47,14
0.424,-2.98,-2.47,16.48
0.425,-0.27,-3.69,12.47
0.426,-1.26,-2.67,9.22
0.427,-1.22,0.75,8.63
0.428,0.63,-0.82,7.26
0.429,-0.39,-1.57,4.39
0.43,-0.51,-0.51,3.84
0.431,0.43,-0.86,3.88
0.432,1.57,-0.55,6.71
0.433,-0.47,-2.43,12.04
0.434,-1.06,-3.92,17.77
0.435,0.31,-3.1,12.24
0.436,0.9,-6.94,7.53
0.437,0.08,-4.2,13.02
0.438,0.94,-0.12,12.36
0.439,0.39,-2.59,5.37
0.44,0.31,-1.84,3.33
0.441,-1.06,-2.2,1.84
0.442,-0.27,-2.51,4.75
0.443,-3.65,-6.9,9.06
0.444,-2.16,-4.59,14.24
0.445,-3.14,-2.63,12.94
0.446,0.31,-7.34,16.12
0.447,-2.28,-0.63,12.94
0.448,0.63,-1.84,6.08
0.449,0.86,-1.29,2.94
0.45,-0.75,1.49,2
0.451,2.51,0.39,4.28
0.452,0.94,-1.49,5.33
0.453,-0.47,-3.53,11.26
0.454,-3.53,-1.18,11.06
0.455,1.57,-5.65,15.42
0.456,-1.18,-6.67,14.12
0.457,-2.86,-3.1,9.26
0.458,-0.59,-3.65,5.1
0.459,-2.31,-3.69,3.02
0.46,-0.86,-1.06,2.82
0.461,-2.24,-2.67,3.02
0.462,-2.28,-2.55,4.75
0.463,-2.75,-6.79,10.75
0.464,-1.41,-7.57,14.63
0.465,-5.26,-4.79,11.85
0.466,-0.51,-4.94,13.38
0.467,-2.75,-1.22,10.36
0.468,-0.59,-0.59,6.35
0.469,1.1,-1.02,4.75
0.47,-0.86,1.41,3.84
0.471,2.24,0.31,3.96
0.472,1.88,1.77,2.31
0.473,-0.43,-7.1,11.65
0.474,-2.39,3.33,14.32
0.475,-0.16,-5.1,11.89
0.476,0.63,-10.32,16.08
0.477,-1.69,1.26,14.28
0.478,0.08,-3.8,6.75
0.479,-1.41,-4.04,3.41
0.48,-0.59,-1.77,2.9
0.481,-2.79,-2.9,2.35
0.482,-1.84,-3.37,4.47
0.483,-2.43,-4.43,11.38
0.484,-4.28,-4.55,14.24
0.485,-2.59,-3.49,14.51
0.486,2.24,-5.26,12.08
0.487,-1.06,-3.3,7.65
0.488,-0.04,-0.04,5.33
0.489,0.47,1.8,5.18
0.49,0.59,0.47,5.22
0.491,2,-1.18,5.73
0.492,2.08,-1.77,6.39
0.493,1.18,-6.75,10.87
0.494,-1.69,-1.22,14.83
0.495,2.63,-3.06,11.34
0.496,4.24,-11.18,7.85
0.497,1.33,-0.86,13.06
0.498,-0.98,3.53,11.61
0.499,-0.94,-5.22,4.67
0.5,-1.65,-3.18,4.39
0.501,-1.22,-2.39,3.65
0.502,-0.78,-3.65,4.39
0.503,-2.51,-5.02,7.22
0.504,-2.43,-5.73,11.77
0.505,-4.16,-2.51,12.75
0.506,0.63,-3.45,13.96
0.507,0.94,-3.53,10
0.508,-0.2,-0.71,6.39
0.509,0.67,-0.75,5.14
0.51,0.2,-1.61,4.04
0.511,1.14,-0.94,5.02
0.512,1.92,-0.2,6.04
0.513,0.71,-8.36,9.89
0.514,-0.82,-2.59,16.36
0.515,-2.47,-0.04,13.38
0.516,3.73,-8.87,8.55
0.517,0.35,-4,4.94
0.518,0.31,-0.47,8.04
0.519,-0.9,-2.51,8.28
0.52,-1.69,-3.14,5.1
0.521,0.31,-2.98,4.28
0.522,-0.2,-2.86,5.81
0.523,-1.88,-6.47,10.28
0.524,-2.12,-5.92,15.73
0.525,-3.61,-3.57,12.32
0.526,0.31,-6,10.59
0.527,-0.75,-0.27,10.16
0.528,0.12,-0.04,6.55
0.529,0.71,-0.75,4.59
0.53,0.35,1.49,4.55
0.531,0.98,-0.2,5.96
0.532,2.55,1.88,7.18
0.533,0.51,-7.02,11.92
0.534,-2.43,-0.86,15.18
0.535,2.79,-5.69,11.3
0.536,2.39,-9.3,7.26
0.537,0.08,-1.69,7.81
0.538,0.2,-2.51,5.49
0.539,-0.75,-4.24,4.47
0.54,-1.14,-2.47,4.35
0.541,-1.02,-4.59,4.04
0.542,-2.51,-5.61,6.86
0.543,-3.49,-7.37,14.79
0.544,-2.9,-3.37,16.79
0.545,-0.59,-2.55,13.85
0.546,0.63,-4,8.67
0.547,-0.16,1.33,8.63
0.548,1.61,0.2,6.79
0.549,2.12,-1.57,5.06
0.55,0.08,0.39,4.94
0.551,0.59,0.78,5.33
0.552,2.2,-3.77,6.71
0.553,-0.55,-5.06,14.08
0.554,-1.18,0.82,15.02
0.555,5.18,-8.63,10.04
0.556,0.82,-7.53,5.33
0.557,-1.29,-1.18,6.04
0.558,-0.75,-3.45,6.04
0.559,-1.84,-3.3,4.79
0.56,-1.37,-4.63,3.3
0.561,-0.9,-4.04,5.02
0.562,-3.57,-8.67,10.08
0.563,-2.75,-7.61,15.69
0.564,-5.81,-2.12,16.08
0.565,2.28,-4.47,13.61
0.566,0.2,-1.77,10
0.567,0,1.41,6.98
0.568,1.37,-0.2,4.71
0.569,0.24,0.35,3.22
0.57,2.28,0.08,3.92
0.571,3.53,-1.22,5.88
0.572,0.82,-6.71,8.83
0.573,-1.18,-1.41,14.36
0.574,0.27,-4.43,13.73
0.575,2.63,-10.04,10.67
0.576,-1.61,-4.39,7.73
0.577,0.59,-2.51,6.24
0.578,0.08,-2.31,3.77
0.579,-0.75,-3.02,2.9
0.58,-1.65,-4.12,2.9
0.581,-1.61,-4.2,5.41
0.582,-2.28,-5.41,12.87
0.583,-1.37,-7.69,18.44
0.584,-3.02,0.24,19.18
0.585,2,-6.16,14.04
0.586,-1.22,-3.18,7.92
0.587,-0.31,-0.51,4.43
0.588,0.63,-0.16,1.84
0.589,0.9,0.47,1.41
0.59,1.14,0.51,2.35
0.591,1.41,0.27,3.22
0.592,1.65,-7.22,11.85
0.593,-0.82,1.33,14.79
0.594,1.14,-6.39,14.63
0.595,4.24,-10.75,12.83
0.596,-0.59,-3.92,9.22
0.597,1.06,-2.51,5.96
0.598,0.08,-3.77,2.47
0.599,-0.24,-4.08,2.16
0.6,-1.84,-3.37,3.57
0.601,-2.47,-4.12,6.51
0.602,-3.61,-7.06,13.65
0.603,-3.49,-6.67,17.02
0.604,-4,-2.82,15.93
0.605,4.12,-4.35,12.28
0.606,-1.37,-1.8,7.26
0.607,0.12,1.18,5.81
0.608,1.61,-0.27,4.16
0.609,0.71,-0.12,3.53
0.61,1.26,0.31,4.51
0.611,2.43,-1.02,5.81
0.612,0.08,-10.16,14.59
0.613,-1.02,-0.39,17.53
0.614,1.53,-7.37,10.55
0.615,-0.71,-7.57,4.35
0.616,-1.37,-3.18,4.47
0.617,1.06,-1.49,5.49
0.618,-0.9,-2.67,3.45
0.619,-1.1,-2.51,2.9
0.62,-1.14,-4,4.59
0.621,-2.08,-8.12,9.77
0.622,-3.8,-8.67,17.46
0.623,-6.83,-1.92,16.71
0.624,1.49,-4.94,12.47
0.625,-0.24,-4.86,8.12
0.626,-0.51,0.08,5.53
0.627,1.8,-0.98,3.96
0.628,0.78,-0.43,2.71
0.629,0.71,0.04,3.96
0.63,1.65,0.82,6.67
0.631,3.53,-3.53,8.16
0.632,1.26,-8.71,16.59
0.633,-1.96,-0.39,16.08
0.634,1.45,-7.77,9.1
0.635,2.39,-7.37,5.3
0.636,0.35,-1.92,6.39
0.637,0.9,-0.43,5.3
0.638,-0.55,-3.18,3.02
0.639,-2.24,-3.45,3.06
0.64,-1.37,-2.86,6.08
0.641,-2.31,-7.81,9.45
0.642,-3.73,-7.57,16.32
0.643,-4.79,-3.77,15.14
0.644,-0.78,-4.31,12.24
0.645,0.71,-5.1,9.85
0.646,-0.67,1.02,7.1
0.647,1.33,-0.71,5.14
0.648,2.24,0,4.04
0.649,0.82,-0.24,4.08
0.65,0.75,0.98,6
0.651,3.26,-4.71,8.2
0.652,1.22,-7.57,14.51
0.653,-0.35,-2.67,14.32
0.654,2.31,-6.59,9.53
0.655,1.1,-7.77,3.06
0.656,0.43,-2.04,6.12
0.657,-0.43,-1.02,5.22
0.658,-1.96,-3.1,4.39
0.659,-2.51,-2.28,4.59
0.66,-1.26,-4.16,7.49
0.661,-3.69,-9.57,13.02
0.662,-1.65,-6.47,17.57
0.663,-2.16,-4.39,15.22
0.664,2.82,-4.47,9.89
0.665,-0.94,-0.12,5.22
0.666,0.82,2.39,5.37
0.667,2.31,0.39,6.47
0.668,1.02,-0.16,5.33
0.669,1.61,-0.27,4.9
0.67,2.24,-0.94,6.24
0.671,3.8,-4.9,16.16
0.672,-2.9,0.27,15.93
0.673,1.14,-5.88,13.93
0.674,-0.55,-6.12,7.96
0.675,-2.28,-6.12,5.69
0.676,-3.8,-5.22,2.94
0.677,-2.9,-5.49,3.96
